dataset,split,instance,assets,K,k_ratio,method,run,HV,IGD,PF_Overlap,Runtime,PF_Size,PF_Feasible_Rate,Population_Feasible_Rate,PF_Mean_Violation,PF_Max_Violation,Population_Mean_Violation,Population_Max_Violation,Diversity,Spacing,Archive_Size,Archive_Diversity,Archive_Spacing,run_dir
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,NSGAII,28,1.082616422285327,0.004864455763767068,0.925,0.7046631,100,1.0,1.0,2.1871393585115584e-16,1.1102230246251563e-15,2.1871393585115584e-16,1.1102230246251563e-15,1.2271957720865627,0.004493424524368092,96,1.2271957720865627,0.004493424524368,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\NSGAII\run_028
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,15,1.0833552465691194,0.005090898086194473,0.85,7.3070767,100,1.0,1.0,2.109423746787797e-16,1.1102230246251563e-15,2.109423746787797e-16,1.1102230246251563e-15,1.2271412773775043,0.007785586983267615,100,1.2271412773775043,0.0077855869832676,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_015
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,14,1.0826832862097355,0.005705391916913644,0.8083333333333333,7.7764616,100,1.0,1.0,2.631228568361621e-16,1.1102230246251563e-15,2.631228568361621e-16,1.1102230246251563e-15,1.233843796120848,0.008234177118620005,100,1.233843796120848,0.00823417711862,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_014
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,9,1.0829931522309493,0.0052409240079278165,0.875,7.072827,100,1.0,1.0,1.9539925233402755e-16,1.1102230246251563e-15,1.9539925233402755e-16,1.1102230246251563e-15,1.2364909994810571,0.007889189298066169,100,1.2364909994810571,0.0078891892980661,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_009
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,27,1.0823667929747298,0.005502942054624583,0.8,8.2307698,100,1.0,1.0,3.2862601528904633e-16,1.1102230246251563e-15,3.2862601528904633e-16,1.1102230246251563e-15,1.218096535951341,0.007816713783966787,100,1.218096535951341,0.0078167137839667,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_027
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,24,1.083153921800424,0.005281696846299709,0.875,8.3564357,100,1.0,1.0,2.209343819004061e-16,1.1102230246251563e-15,2.209343819004061e-16,1.1102230246251563e-15,1.2277534818093634,0.007421411639057701,100,1.2277534818093634,0.0074214116390577,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_024
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,19,1.0800054837856496,0.006105745135711105,0.8583333333333333,7.4125279,100,1.0,1.0,2.4091839634365896e-16,1.1102230246251563e-15,2.4091839634365896e-16,1.1102230246251563e-15,1.1565261740258963,0.007374614378854356,100,1.1565261740258963,0.0073746143788543,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_019
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,12,1.082988352475588,0.005312753900116947,0.8416666666666667,8.6238291,100,1.0,1.0,2.34257058195908e-16,1.1102230246251563e-15,2.34257058195908e-16,1.1102230246251563e-15,1.236775183539329,0.008363522094096461,100,1.236775183539329,0.0083635220940964,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_012
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,10,1.0829806267032294,0.0054199763958863445,0.8583333333333333,7.6210513,100,1.0,1.0,1.4654943925052067e-16,1.1102230246251563e-15,1.4654943925052067e-16,1.1102230246251563e-15,1.1769617630339362,0.006697060424154062,100,1.1769617630339362,0.006697060424154,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_010
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,3,0.915358096346075,0.1540010908365744,0.10833333333333334,13.4975958,98,1.0,1.0,2.424364563977382e-16,1.1102230246251563e-15,2.4646951146678477e-16,1.1102230246251563e-15,0.4175474014740211,0.002262635475982477,93,0.4175474014740211,0.0022626354759824,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_003
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,2,1.0807465252659636,0.0054713065028650495,0.8333333333333334,12.017407,100,1.0,1.0,2.69784194983913e-16,1.1102230246251563e-15,2.69784194983913e-16,1.1102230246251563e-15,1.193841219874224,0.007590745741754912,100,1.193841219874224,0.0075907457417549,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_002
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,11,1.081545957101666,0.00588733257625554,0.8083333333333333,7.3710153,100,1.0,1.0,2.3980817331903383e-16,1.1102230246251563e-15,2.3980817331903383e-16,1.1102230246251563e-15,1.200695045950333,0.008167434533033762,100,1.200695045950333,0.0081674345330337,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_011
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,17,1.0830689443762476,0.005053895515558933,0.85,7.5113787,100,1.0,1.0,2.2315482794965644e-16,1.1102230246251563e-15,2.2315482794965644e-16,1.1102230246251563e-15,1.237254146125424,0.0067974509750484205,100,1.237254146125424,0.0067974509750484,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_017
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,29,1.0829405471868,0.005117601121769641,0.85,7.6600548,100,1.0,1.0,2.509104035652853e-16,1.1102230246251563e-15,2.509104035652853e-16,1.1102230246251563e-15,1.225436413764317,0.007563281305353454,100,1.225436413764317,0.0075632813053534,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_029
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,16,1.0833031916914646,0.004875766155549524,0.8583333333333333,7.3934954,100,1.0,1.0,2.708944180085382e-16,1.1102230246251563e-15,2.708944180085382e-16,1.1102230246251563e-15,1.226690011411685,0.007330052011092055,100,1.226690011411685,0.007330052011092,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_016
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,13,1.08020344833897,0.005887796804268732,0.8583333333333333,8.3155354,100,1.0,1.0,2.042810365310288e-16,1.1102230246251563e-15,2.042810365310288e-16,1.1102230246251563e-15,1.154810819652402,0.00699598339480389,100,1.154810819652402,0.0069959833948038,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_013
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,1,1.0574366872384005,0.02402703057744624,0.26666666666666666,1.3676891,100,1.0,1.0,3.05311331771918e-16,1.1102230246251563e-15,3.05311331771918e-16,1.1102230246251563e-15,1.1658905812924203,0.012188746780426786,97,1.1658905812924203,0.0121887467804267,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_001
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,26,1.0830531263098129,0.005495755495330664,0.8333333333333334,7.7441616,100,1.0,1.0,2.142730437526552e-16,1.1102230246251563e-15,2.142730437526552e-16,1.1102230246251563e-15,1.2369703645343049,0.008231036137265689,100,1.2369703645343049,0.0082310361372656,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_026
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,SPEA2,25,1.0801808801374335,0.005948936126952657,0.875,7.4905179,100,1.0,1.0,2.1760371282653068e-16,1.1102230246251563e-15,2.1760371282653068e-16,1.1102230246251563e-15,1.1542730847359972,0.006662612076821627,100,1.1542730847359972,0.0066626120768216,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\SPEA2\run_025
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,2,0.9112069669265689,0.07243802963333955,0.4666666666666667,15.7090534,95,1.0,1.0,3.0618782363346424e-16,1.1102230246251563e-15,2.9531932455029166e-16,1.1102230246251563e-15,0.7582011646099798,0.0037638035451585993,89,0.7582011646099798,0.0037638035451585,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_002
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,13,0.9110363332926793,0.15630873580228863,0.06666666666666667,13.0204277,92,1.0,1.0,2.944504543571067e-16,1.1102230246251563e-15,2.9198865547641616e-16,1.1102230246251563e-15,0.4108434817402033,0.002578511710872992,62,0.4108434817402033,0.0025785117108729,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_013
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,7,0.9824659411266534,0.15878793471674116,0.30833333333333335,13.4657544,95,1.0,1.0,3.43584809726101e-16,1.1102230246251563e-15,3.397282455352979e-16,1.1102230246251563e-15,0.44756913510452057,0.0023224859678116294,89,0.4475691351045205,0.0023224859678116,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_007
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,5,0.9857857860898187,0.0493860259404569,0.3416666666666667,13.9325932,84,1.0,1.0,2.934160850795056e-16,1.1102230246251563e-15,2.708944180085382e-16,1.1102230246251563e-15,0.8776916788563965,0.0039018797994253692,81,0.8776916788563965,0.0039018797994253,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_005
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,9,0.9165972183159246,0.1502819202963602,0.21666666666666667,13.4451977,93,1.0,1.0,2.37563851505813e-16,1.1102230246251563e-15,2.375877272697835e-16,1.1102230246251563e-15,0.4181633719462109,0.002519258732993351,83,0.4181633719462109,0.0025192587329933,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_009
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,10,0.9134369302472146,0.07249251810920535,0.008333333333333333,13.2749763,92,1.0,1.0,3.246195582871381e-16,1.1102230246251563e-15,3.108624468950438e-16,1.1102230246251563e-15,0.7436604600904584,0.004258543840143814,82,0.7436604600904584,0.0042585438401438,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_010
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,16,0.9274424258579865,0.06240672802821665,0.5333333333333333,13.1187299,93,1.0,1.0,2.8889674404224503e-16,1.1102230246251563e-15,2.831068712794149e-16,1.1102230246251563e-15,0.8433437891324932,0.0039017035938246577,89,0.8433437891324932,0.0039017035938246,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_016
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,21,0.9266952295430778,0.06246664401331745,0.5166666666666667,15.6807254,97,1.0,1.0,2.1861092546742772e-16,1.1102230246251563e-15,2.1760371282653068e-16,1.1102230246251563e-15,0.8390146554856334,0.003433954807850414,94,0.8390146554856334,0.0034339548078504,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_021
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,6,0.9132221849791677,0.07187544996383138,0.5333333333333333,14.4980242,99,1.0,1.0,3.196096586042117e-16,1.1102230246251563e-15,3.164135620181696e-16,1.1102230246251563e-15,0.8087973706062846,0.0034458348493948535,97,0.8087973706062846,0.0034458348493948,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_006
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,14,0.9114741965881837,0.11075117988917617,0.43333333333333335,12.4607807,98,1.0,1.0,3.2626962356331133e-16,1.1102230246251563e-15,3.1974423109204507e-16,1.1102230246251563e-15,0.523080747247417,0.0026140531534168654,96,0.523080747247417,0.0026140531534168,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_014
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,26,0.9154170289843485,0.0700628742344135,0.575,14.8271075,97,1.0,1.0,2.9758555299231003e-16,1.1102230246251563e-15,2.886579864025407e-16,1.1102230246251563e-15,0.8123774978319078,0.0037011155631749494,97,0.8123774978319078,0.0037011155631749,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_026
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,12,0.918470976232003,0.07659902614944906,0.6583333333333333,13.3052566,98,1.0,1.0,3.149408171895852e-16,1.1102230246251563e-15,3.086420008457935e-16,1.1102230246251563e-15,0.8055546365736088,0.0037713255163265764,97,0.8055546365736088,0.0037713255163265,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_012
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,19,0.9796311523308575,0.04794562537875662,0.7083333333333334,16.2799738,97,1.0,1.0,1.6596117378417286e-16,9.992007221626409e-16,1.7430501486614956e-16,1.1102230246251563e-15,0.8819808525723224,0.0034824551387394502,90,0.8819808525723224,0.0034824551387394,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_019
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,15,0.9094784206361356,0.13128929115908347,0.35,13.2175866,94,1.0,1.0,3.29523642415339e-16,1.1102230246251563e-15,3.3195668436292183e-16,1.1102230246251563e-15,0.45487334619199027,0.0035345648764415465,90,0.4548733461919902,0.0035345648764415,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_015
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,1,0.7418287772433673,0.413869996156086,0.0,1.2154179,11,1.0,1.0,1.0092936587501424e-16,9.992007221626409e-16,1.8540724511240116e-16,1.1102230246251563e-15,0.6428770588708326,0.038290792675826024,11,0.6428770588708326,0.038290792675826,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_001
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,17,0.9144433032341605,0.07919417634248774,0.39166666666666666,13.0822385,91,1.0,1.0,2.549852880732502e-16,1.1102230246251563e-15,2.498001805406602e-16,1.1102230246251563e-15,0.8055010016782369,0.004186290275950079,83,0.8055010016782369,0.00418629027595,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_017
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,30,0.9220727733830216,0.07327074264767526,0.675,13.617934,99,1.0,1.0,2.882094114430962e-16,1.1102230246251563e-15,2.8754776337791553e-16,1.1102230246251563e-15,0.808701146031334,0.0041229796855626185,99,0.808701146031334,0.0041229796855626,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_030
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,23,0.920993159130816,0.07509482774141765,0.6333333333333333,14.5182054,97,1.0,1.0,2.8728451461949933e-16,1.1102230246251563e-15,2.864375403532904e-16,1.1102230246251563e-15,0.8070828344184191,0.003195161112360047,97,0.8070828344184191,0.00319516111236,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_023
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,18,0.9158717199785434,0.09338235832827196,0.5083333333333333,14.8971612,97,1.0,1.0,3.6053634304837563e-16,1.1102230246251563e-15,3.552713678800501e-16,1.1102230246251563e-15,0.5982360341958698,0.002504279128653357,97,0.5982360341958698,0.0025042791286533,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_018
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,24,0.9766513312139121,0.15557104885637063,0.20833333333333334,14.4977309,91,1.0,1.0,2.8792597122146923e-16,1.1102230246251563e-15,2.6867397195928787e-16,1.1102230246251563e-15,0.45403233687687083,0.0027190736413223505,83,0.4540323368768708,0.0027190736413223,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_024
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,6,1.0830988281384566,0.0042668368277173135,0.9916666666666667,8.4998208,100,1.0,1.0,2.1316282072803002e-16,1.1102230246251563e-15,2.1316282072803002e-16,1.1102230246251563e-15,1.1753150326910606,0.0034509889142895884,100,1.1753150326910606,0.0034509889142895,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_006
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,28,0.9148235231849041,0.08356784583234297,0.0,13.7641733,87,1.0,1.0,2.628803943365313e-16,1.1102230246251563e-15,2.55351295663786e-16,1.1102230246251563e-15,0.6905115800817592,0.0035853904471541834,84,0.6905115800817592,0.0035853904471541,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_028
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,2,1.0792969986512824,0.0045600673533315265,0.95,6.424954,100,1.0,1.0,1.965094753586527e-16,1.1102230246251563e-15,1.965094753586527e-16,1.1102230246251563e-15,1.2963904077334032,0.00307044289906862,99,1.2963904077334032,0.0030704428990686,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_002
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,11,0.9120081058188948,0.12091155563558718,0.39166666666666666,14.0510265,96,1.0,1.0,2.868076146948321e-16,1.1102230246251563e-15,2.864375403532904e-16,1.1102230246251563e-15,0.48724880528750947,0.001940064798504676,89,0.4872488052875094,0.0019400647985046,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_011
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,20,0.899847743993614,0.14560710929187845,0.15,16.2577408,93,1.0,1.0,2.674085564688549e-16,1.1102230246251563e-15,2.6867397195928787e-16,1.1102230246251563e-15,0.4183019931353141,0.0019483069856930412,85,0.4183019931353141,0.001948306985693,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_020
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,29,0.918124498065343,0.07714881508035175,0.6583333333333333,14.3167565,94,1.0,1.0,2.4684745973048693e-16,1.1102230246251563e-15,2.475797344914099e-16,1.1102230246251563e-15,0.8039026362646807,0.004971719943247793,93,0.8039026362646807,0.0049717199432477,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_029
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,5,1.080519310141135,0.004904371674563269,0.975,2.5868068,100,1.0,1.0,2.7755575615628914e-16,1.1102230246251563e-15,2.7755575615628914e-16,1.1102230246251563e-15,1.15583625296821,0.0033361856958137137,99,1.15583625296821,0.0033361856958137,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_005
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,8,1.0763054920566923,0.005182253361107932,0.9583333333333334,2.8374979,100,1.0,1.0,2.575717417130363e-16,1.1102230246251563e-15,2.575717417130363e-16,1.1102230246251563e-15,1.2379238729136195,0.002828754452367269,99,1.2379238729136195,0.0028287544523672,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_008
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,GDE3,4,1.07929181253531,0.005006315171178164,0.9166666666666666,2.5696837,100,1.0,1.0,1.8984813721090174e-16,1.1102230246251563e-15,1.8984813721090174e-16,1.1102230246251563e-15,1.29758206026614,0.003545866842903331,99,1.29758206026614,0.0035458668429033,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\GDE3\run_004
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,22,0.9153014577107379,0.07815229998031879,0.39166666666666666,14.3844163,91,1.0,1.0,2.7206564229825267e-16,1.1102230246251563e-15,2.664535259100376e-16,1.1102230246251563e-15,0.7890937750289533,0.003924962015750559,85,0.7890937750289533,0.0039249620157505,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_022
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,25,0.9060111564701311,0.08266426722533407,0.20833333333333334,14.774868,86,1.0,1.0,2.091350348712504e-16,1.1102230246251563e-15,2.209343819004061e-16,1.1102230246251563e-15,0.6707048889472557,0.003429186708700819,82,0.6707048889472557,0.0034291867087008,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_025
Synthetic,train,syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627,50,3,0.05,MOEAD,8,0.9320253648522234,0.06334401548782445,0.3,13.5590795,86,1.0,1.0,3.098296812907413e-16,1.1102230246251563e-15,3.164135620181696e-16,1.1102230246251563e-15,0.8022176530179242,0.004040422871853053,83,0.8022176530179242,0.004040422871853,C:\Users\yiting\Documents\Playground\p0_lite_outputs\synthetic_constrained_portfolio\train\syn_n50_k05_low_corr_skewed_extreme_events_r02_s20260627\K_03\MOEAD\run_008
