method,universe,window_id,run,assets,K,train_days,test_days,gross_return,net_return,annual_return,annual_net_return,annual_volatility,sharpe,sortino,max_drawdown,turnover,transaction_cost,runtime_sec,daily_return_days,cvar95_loss,mdd_from_daily_returns,rebalance_turnover,cost_scenario,cost_rate,scenario_transaction_cost,scenario_net_return,scenario_annual_net_return
SPEA2,NASDAQ100,window_004,6,60,10,756,125,-0.142846311711648,-0.143846311711648,-0.267097276383289,-0.268820020208115,0.396092604960029,-0.588525301915015,-1.00187646617631,-0.333718928081413,1,0.001,2.8622788,125,0.04855186609902283,-0.3337189280814129,0.825790239496689,10bps,0.001,0.0008257902394966889,-0.1436721019511447,-0.26852004838620125
SPEA2,NASDAQ100,window_005,6,60,10,755,123,0.33745343946972,0.33645343946972,0.814334166767168,0.811555965362797,0.278275679374942,2.28125953410176,3.4756380948937,-0.164179251221035,1,0.001,4.1851266,123,0.035470052446464874,-0.16417925122103671,0.3055787919307827,10bps,0.001,0.0003055787919307827,0.33714786067778924,0.8134849761055765
SPEA2,NASDAQ100,window_006,6,60,10,753,125,0.219016249301805,0.218016249301805,0.49071678457971,0.488252475630537,0.195198769822821,2.14318572560039,3.83510010270928,-0.0734959800437933,1,0.001,4.2548429,125,0.021329192753673887,-0.07349598004379265,0.8130718320578738,10bps,0.001,0.0008130718320578738,0.21820317746974713,0.48871296824173993
SPEA2,NASDAQ100,window_007,6,60,10,752,124,0.355702094239997,0.354702094239997,0.856059512662197,0.853278255698688,0.18253703562453,3.48266421799155,6.08245871448382,-0.0673117182147273,1,0.001,3.9536122,124,0.020198201397422743,-0.06731171821472692,0.24903648829677413,10bps,0.001,0.0002490364882967741,0.3554530577517002,0.8553666800978965
SPEA2,NASDAQ100,window_008,6,60,10,752,126,0.150788971100855,0.149788971100855,0.324315256007365,0.322014678065164,0.289693309872448,1.11354062136,1.62797964791841,-0.137416429973833,1,0.001,3.8562903,126,0.04062251213824613,-0.13741642997383285,0.20065479166664077,10bps,0.001,0.00020065479166664078,0.15058831630918837,0.32385347362721295
SPEA2,NASDAQ100,window_009,6,59,10,752,122,0.239858021745599,0.238858021745599,0.559073765153004,0.556477501714979,0.371094985495987,1.37996393722767,1.87133033609175,-0.231993803510703,1,0.001,3.8754743,122,0.05162301310773444,-0.23199380351070353,0.48120616470871913,10bps,0.001,0.00048120616470871913,0.23937681558089027,0.5578241485490065
SPEA2,NASDAQ100,window_010,6,60,10,750,126,-0.0485848755164296,-0.0495848755164296,-0.0948092609039123,-0.0967110911528795,0.196157594488266,-0.410007850980151,-0.547349804169888,-0.136214231859236,1,0.001,3.8467214,126,0.029387332137993754,-0.13621423185923598,0.4171992178156805,10bps,0.001,0.00041719921781568046,-0.04900207473424528,-0.0956029461402299
SPEA2,NASDAQ100,window_011,6,60,10,751,123,0.103971070154744,0.102971070154744,0.224646886487576,0.222375231974811,0.31098844458668,0.806263480826853,1.30767925735335,-0.152399263025045,1,0.001,3.8905944,123,0.04157487598541971,-0.15239926302504503,0.6545555182290235,10bps,0.001,0.0006545555182290235,0.10331651463651496,0.22315971839528204
SPEA2,NASDAQ100,window_001,7,60,10,755,124,0.25026583213343,0.24926583213343,0.5744679841151,0.571909804653399,0.404084628713223,1.3247562079402,2.09342375103664,-0.284129001196113,1,0.001,3.6145022,124,0.04993149438684978,-0.28412900119611295,1.0,10bps,0.001,0.001,0.24926583213343,0.5719098046533979
SPEA2,NASDAQ100,window_002,7,59,10,755,126,0.252177835442542,0.251177835442542,0.567949331573569,0.565445975902684,0.26101580607159,1.85408524431012,2.97153185264333,-0.170660853486892,1,0.001,3.7935777,126,0.03285167718451254,-0.17066085348689242,0.3258366517270431,10bps,0.001,0.00032583665172704313,0.251851998790815,0.5671334268765587
SPEA2,NASDAQ100,window_003,7,60,10,756,124,-0.467979838400728,-0.468979838400728,-0.722658313467375,-0.723716700228245,0.550927906669434,-2.04744205308777,-3.5822478623615,-0.480972167682243,1,0.001,3.9550764,124,0.07077265103466131,-0.4809721676822434,0.48127569265147985,10bps,0.001,0.0004812756926514799,-0.4684611140933795,-0.7231679458633895
SPEA2,NASDAQ100,window_004,7,60,10,756,125,-0.154466618856655,-0.155466618856655,-0.28699002111382,-0.288689025011339,0.401799152481124,-0.64285084163893,-1.07250861395997,-0.353619195011536,1,0.001,4.4431209,125,0.04977098481259161,-0.3536191950115358,0.8308754852027957,10bps,0.001,0.0008308754852027958,-0.1552974943418578,-0.2884018253259599
SPEA2,NASDAQ100,window_005,7,60,10,755,123,0.315952830436921,0.314952830436921,0.755081329144983,0.752349967164759,0.28485126660964,2.1183003413506,3.20315723058214,-0.17837397228091,1,0.001,3.948519,123,0.036931218999268725,-0.17837397228091056,0.3058171755320805,10bps,0.001,0.0003058171755320805,0.31564701326138894,0.7542458005880546
SPEA2,NASDAQ100,window_006,7,60,10,753,125,0.209802783552949,0.208802783552949,0.468089701326014,0.465644322534277,0.199704117827779,2.02250415184344,3.50273695288713,-0.0730488139939418,1,0.001,4.0517869,125,0.022234406824708588,-0.07304881399394203,0.7732378307739396,10bps,0.001,0.0007732378307739396,0.20902954572217508,0.4661986618153162
SPEA2,NASDAQ100,window_007,7,60,10,752,124,0.29971995064738,0.29871995064738,0.703617703566714,0.700954963825489,0.174473546447178,3.14326190966831,5.23976256199598,-0.062868939381344,1,0.001,3.7368106,124,0.0197538966538138,-0.06286893938134386,0.20739312777221286,10bps,0.001,0.00020739312777221287,0.29951255751960776,0.7030652957601589
SPEA2,NASDAQ100,window_008,7,60,10,752,126,0.154168607814526,0.153168607814526,0.332105175264521,0.329797838048892,0.296156471012454,1.1153958899652,1.62950289641786,-0.140291805658442,1,0.001,4.0606224,126,0.0414838021905697,-0.14029180565844246,0.28927365141102196,10bps,0.001,0.00028927365141102196,0.15387933416311497,0.33143751780871367
SPEA2,NASDAQ100,window_009,7,59,10,752,122,0.239356253808684,0.238356253808684,0.557770764380978,0.55517562098064,0.372088671800821,1.37515888755118,1.84945174491934,-0.235274120615786,1,0.001,4.2374609,122,0.052174329086754276,-0.23527412061578534,0.528875144215489,10bps,0.001,0.000528875144215489,0.23882737866446851,0.5563979794524343
SPEA2,NASDAQ100,window_010,7,60,10,750,126,-0.0485373023743869,-0.0495373023743869,-0.0947187350269911,-0.0966206604222424,0.192647274618562,-0.420419143506517,-0.55037876581813,-0.135749064650587,1,0.001,4.0722987,126,0.02950386292191919,-0.13574906465058667,0.42730346903805283,10bps,0.001,0.00042730346903805283,-0.048964605843424956,-0.095531679061448
SPEA2,NASDAQ100,window_011,7,60,10,751,123,0.102389941714549,0.101389941714549,0.221056100832065,0.218787859960671,0.320929945198954,0.781849271882185,1.24676230804567,-0.153421355444665,1,0.001,3.9981628,123,0.04345392630564245,-0.15342135544466518,0.6099983077102861,10bps,0.001,0.0006099983077102861,0.10177994340683871,0.2196722209361064
SPEA2,NASDAQ100,window_001,8,60,10,755,124,0.255196641787242,0.254196641787242,0.587112776875546,0.584544178163271,0.385102060173469,1.39148229238724,2.18573866972426,-0.257979014701906,1,0.001,3.7133469,124,0.0476460473867916,-0.257979014701906,1.0,10bps,0.001,0.001,0.254196641787242,0.5845441781632694
SPEA2,NASDAQ100,window_002,8,59,10,755,126,0.247142172043485,0.246142172043485,0.555363597289342,0.552870312945255,0.285702051452518,1.68918158508038,2.70544480072499,-0.178852089399248,1,0.001,3.6433862,126,0.03597129392715535,-0.1788520893992489,0.3919346976961402,10bps,0.001,0.0003919346976961402,0.24675023734578885,0.5543861543217807
SPEA2,NASDAQ100,window_003,8,60,10,756,124,-0.434971095186153,-0.435971095186153,-0.686567800646842,-0.687694102808983,0.50454821428675,-2.04290865444416,-3.58839020802184,-0.44887909198505,1,0.001,3.814418,124,0.06470990630545795,-0.44887909198504994,0.4784616014289566,10bps,0.001,0.0004784616014289566,-0.43544955678758196,-0.6871069499401058
SPEA2,NASDAQ100,window_004,8,60,10,756,125,-0.106008646747839,-0.107008646747839,-0.202211136387093,-0.204009172159089,0.392116292508341,-0.382671927832695,-0.65582655368667,-0.3189859848967,1,0.001,4.5946433,125,0.047555007376914274,-0.3189859848966984,0.8151487106596004,10bps,0.001,0.0008151487106596004,-0.1068237954584986,-0.20367695696718047
SPEA2,NASDAQ100,window_005,8,60,10,755,123,0.341888167468696,0.340888167468696,0.826680999048761,0.823893131926243,0.284649457339476,2.26038401417931,3.42652634280784,-0.176429246473924,1,0.001,4.188457,123,0.036479453298656914,-0.17642924647392455,0.2529289107546867,10bps,0.001,0.0002529289107546867,0.3416352385579413,0.8259756609173587
SPEA2,NASDAQ100,window_006,8,60,10,753,125,0.235728553736891,0.234728553736891,0.532205204566759,0.529706552373916,0.209628484361341,2.14057245215878,3.7139095137207,-0.0864017808549055,1,0.001,3.8561126,125,0.023580504503907227,-0.08640178085490557,0.8470351872275459,10bps,0.001,0.000847035187227546,0.23488151854966346,0.5300886250969428
SPEA2,NASDAQ100,window_007,8,60,10,752,124,0.294070755771225,0.293070755771225,0.688603149006955,0.685952359884103,0.177717828235776,3.03901526998416,5.40365500180854,-0.06442001110156,1,0.001,3.9167537,124,0.019828159051019645,-0.06442001110156026,0.25170208062464566,10bps,0.001,0.00025170208062464566,0.29381905369060035,0.6879357406620128
SPEA2,NASDAQ100,window_008,8,60,10,752,126,0.153509515393607,0.152509515393607,0.330584202103594,0.328278183072807,0.284465974136844,1.14541972415533,1.67371828893026,-0.135297782538861,1,0.001,3.9123361,126,0.04004609529020032,-0.1352977825388607,0.28723512391384864,10bps,0.001,0.00028723512391384863,0.15322228026969315,0.3299216277104309
SPEA2,NASDAQ100,window_009,8,59,10,752,122,0.233822391293046,0.232822391293046,0.543437597210752,0.540854804426729,0.36303188025983,1.37462463636666,1.9044340563464,-0.225806962163743,1,0.001,4.1574163,122,0.04894145353791076,-0.22580696216374263,0.3721181492279445,10bps,0.001,0.0003721181492279445,0.23345027314381805,0.5424762324490013
SPEA2,NASDAQ100,window_010,8,60,10,750,126,-0.101835076761857,-0.102835076761857,-0.19329977066462,-0.195095100511096,0.194314190920467,-1.00805761231775,-1.34444713115956,-0.155799556353881,1,0.001,3.7967558,126,0.030221575889679272,-0.15579955635388032,0.4308526671719894,10bps,0.001,0.0004308526671719894,-0.102265929429029,-0.1940735385360749
SPEA2,NASDAQ100,window_011,8,60,10,751,123,0.0963350097619118,0.0953350097619118,0.207355093238637,0.205099922695804,0.321383049929824,0.746286997578367,1.16681484658108,-0.16670076831405,1,0.001,3.9521694,123,0.04440452675351246,-0.16670076831405045,0.6410025289746824,10bps,0.001,0.0006410025289746824,0.09569400723293711,0.20590927488177635
SPEA2,NASDAQ100,window_001,9,60,10,755,124,0.272571989954976,0.271571989954976,0.632080478562358,0.62947515365923,0.411711369299976,1.39499596233288,2.22224411821749,-0.284555414899161,1,0.001,3.8686033,124,0.0502412603756593,-0.28455541489916025,1.0,10bps,0.001,0.001,0.271571989954976,0.6294751536592313
SPEA2,NASDAQ100,window_002,9,59,10,755,126,0.23358818005362,0.23258818005362,0.521739797968003,0.519273621607896,0.275743278762229,1.66065029206957,2.66945011142063,-0.181586361562239,1,0.001,3.7699371,126,0.034944781982020376,-0.18158636156223928,0.35509556202053405,10bps,0.001,0.00035509556202053405,0.23323308449159946,0.5208638406846646
SPEA2,NASDAQ100,window_003,9,60,10,756,124,-0.459000836135807,-0.460000836135807,-0.713062951799702,-0.71413979970813,0.538799147083202,-2.0430184769384,-3.59497814846211,-0.471642192350813,1,0.001,3.5580029,124,0.06895861464768059,-0.47164219235081184,0.49542111267907357,10bps,0.001,0.0004954211126790735,-0.4594962572484861,-0.7135967020408389
SPEA2,NASDAQ100,window_004,9,60,10,756,125,-0.12839993738052,-0.12939993738052,-0.241981889996412,-0.243734154493907,0.389866264132044,-0.517837286506273,-0.882253313524575,-0.318982477394246,1,0.001,4.2710543,125,0.047573834182613184,-0.3189824773942458,0.8245513048722363,10bps,0.001,0.0008245513048722363,-0.12922448868539224,-0.24342686980420492
SPEA2,NASDAQ100,window_005,9,60,10,755,123,0.323628149948663,0.322628149948663,0.776117912781489,0.773369834248335,0.283527197518862,2.16901858360144,3.26197095358771,-0.181674983088223,1,0.001,4.1497839,123,0.03690491054469252,-0.18167498308822239,0.3177634446048208,10bps,0.001,0.00031776344460482083,0.3233103865040582,0.7752444377667567
SPEA2,NASDAQ100,window_006,9,60,10,753,125,0.22797884221642,0.22697884221642,0.512895120988965,0.510412395132557,0.20605552609665,2.11249599158488,3.56272259051771,-0.0841309192609542,1,0.001,4.2107769,125,0.023802568478110797,-0.08413091926095406,0.9008676230801113,10bps,0.001,0.0009008676230801112,0.2270779745933399,0.5106584218877732
SPEA2,NASDAQ100,window_007,9,60,10,752,124,0.364242456806918,0.363242456806918,0.879898766816493,0.877099415390128,0.17883845868249,3.62252765053779,6.35015345009287,-0.0692678853878994,1,0.001,3.9597268,124,0.01959322086611946,-0.06926788538789941,0.3316677913585348,10bps,0.001,0.0003316677913585348,0.3639107890155595,0.8789700772675952
SPEA2,NASDAQ100,window_008,9,60,10,752,126,0.117104911386649,0.116104911386649,0.247923383044173,0.2456901732214,0.266796777489324,0.962840841426064,1.37422363234268,-0.1313459214208,1,0.001,4.0216885,126,0.03800059225502334,-0.13134592142079993,0.20526272226060918,10bps,0.001,0.00020526272226060918,0.11689964866438839,0.24746482518663404
SPEA2,NASDAQ100,window_009,9,59,10,752,122,0.205486528837635,0.204486528837635,0.471115750146663,0.468596140802065,0.374224281799716,1.21631181253678,1.59532342422897,-0.240503317511293,1,0.001,4.0357547,122,0.05284031977957864,-0.24050331751129295,0.3715156713652818,10bps,0.001,0.0003715156713652818,0.2051150131662697,0.4701794156673902
SPEA2,NASDAQ100,window_010,9,60,10,750,126,-0.0770502931273603,-0.0780502931273603,-0.148163838583709,-0.150008737997454,0.190466680773641,-0.746741007357472,-0.999842711896767,-0.144044345291891,1,0.001,3.8320675,126,0.028698483791777068,-0.14404434529189036,0.4404618116536718,10bps,0.001,0.00044046181165367185,-0.07749075493901397,-0.14897669277700976
SPEA2,NASDAQ100,window_011,9,60,10,751,123,0.134196495130795,0.133196495130795,0.294327932953886,0.291990976528065,0.318281784934916,0.969100199365958,1.50870261497579,-0.161157387799701,1,0.001,4.0146714,123,0.043451964193077584,-0.161157387799701,0.6115085315948829,10bps,0.001,0.000611508531594883,0.13358498659920012,0.29289860736347917
SPEA2,NASDAQ100,window_001,10,60,10,755,124,0.259332296650464,0.258332296650464,0.597758057231606,0.595180718484565,0.392963206895756,1.38842007412884,2.18470964116478,-0.270262894680668,1,0.001,3.8053852,124,0.04844436714914074,-0.2702628946806682,1.0,10bps,0.001,0.001,0.258332296650464,0.5951807184845648
SPEA2,NASDAQ100,window_002,10,59,10,755,126,0.21910386903487,0.21810386903487,0.486214243495789,0.48377703575772,0.26936628084476,1.60584197137566,2.51313370865031,-0.172098321627126,1,0.001,3.7366881,126,0.0340455458783439,-0.17209832162712702,0.39107500326357975,10bps,0.001,0.00039107500326357973,0.21871279403160643,0.4852608743363249
SPEA2,NASDAQ100,window_003,10,60,10,756,124,-0.458769149595106,-0.459769149595106,-0.71281316718913,-0.713890491584969,0.542583995495339,-2.02320399808435,-3.54362365563142,-0.471644479781877,1,0.001,1.1104616,124,0.07054490234464882,-0.47164447978187707,0.4196188230033595,10bps,0.001,0.0004196188230033595,-0.45918876841810935,-0.7132654832177101
SPEA2,NASDAQ100,window_004,10,60,10,756,125,-0.135381270245139,-0.136381270245139,-0.254172362532107,-0.255910359928128,0.397485740007765,-0.541176625811397,-0.914287047104506,-0.3341719645698,1,0.001,4.4072893,125,0.048694871502389714,-0.33417196456980003,0.8399959167912575,10bps,0.001,0.0008399959167912576,-0.13622126616193025,-0.2556324105722525
SPEA2,NASDAQ100,window_005,10,60,10,755,123,0.35343107971642,0.35243107971642,0.859018919951138,0.85620588715934,0.283505866320646,2.33042243698044,3.51503168713565,-0.175548413667365,1,0.001,4.1605643,123,0.036586545101913524,-0.17554841366736618,0.26098422464190396,10bps,0.001,0.00026098422464190395,0.35317009549177814,0.8582845524769895
SPEA2,NASDAQ100,window_006,10,60,10,753,125,0.259869017251119,0.258869017251119,0.593147542913253,0.590599269749069,0.222177456718679,2.2075348452194,3.82898879756456,-0.0946608488782776,1,0.001,4.2566072,125,0.024614106528870142,-0.09466084887827775,0.8887370326360323,10bps,0.001,0.0008887370326360323,0.25898028021848296,0.5908826965394043
SPEA2,NASDAQ100,window_007,10,60,10,752,124,0.338668594074656,0.337668594074656,0.808974219761066,0.806229040662111,0.172790702926263,3.52008911618535,6.40856230648727,-0.0679666222508604,1,0.001,3.8004686,124,0.018645198887400828,-0.06796662225086036,0.35816498402049174,10bps,0.001,0.0003581649840204917,0.3383104290906355,0.8079907493303815
SPEA2,NASDAQ100,window_008,10,60,10,752,126,0.148027687841372,0.147027687841372,0.317967572050408,0.315672516674725,0.290924908451721,1.09365874033676,1.58868745940267,-0.139759996519014,1,0.001,3.9064993,126,0.04091578195939206,-0.13975999651901372,0.2536755702139014,10bps,0.001,0.0002536755702139014,0.14777401227115808,0.31738518324503273
SPEA2,NASDAQ100,window_009,10,59,10,752,122,0.208970183995041,0.207970183995041,0.479910602398822,0.477383230389595,0.364010185797445,1.25657577796274,1.65298926758913,-0.232307877578536,1,0.001,4.1747954,122,0.05076882994608106,-0.23230787757853666,0.4156034879399154,10bps,0.001,0.0004156034879399154,0.20855458050710107,0.4788599471475359
SPEA2,NASDAQ100,window_010,10,60,10,750,126,-0.0474165912504735,-0.0484165912504735,-0.0925848493751324,-0.0944890161926315,0.196209105288691,-0.397307493435902,-0.522451944892237,-0.14657312672029,1,0.001,4.0903816,126,0.0291096559879766,-0.14657312672029021,0.4327519031820757,10bps,0.001,0.00043275190318207567,-0.04784934315365557,-0.0934091266670748
SPEA2,NASDAQ100,window_011,10,60,10,751,123,0.0988728066997526,0.0978728066997526,0.213087947564867,0.210827299297387,0.31758778518232,0.766061154267323,1.24762545805169,-0.153683569920941,1,0.001,4.0137361,123,0.04179185325308033,-0.15368356992094012,0.5472914103410064,10bps,0.001,0.0005472914103410064,0.0983255152894116,0.21185044677796938
A_MPMO,SP100,window_001,1,60,10,755,124,0.0319093518618789,0.0309093518618789,0.065916405873554,0.0638182237563922,0.336984923710639,0.355963033100714,0.548009534216589,-0.222080511724368,1,0.001,3.9383486,124,0.045142608685617036,-0.2220805117243685,1.0,10bps,0.001,0.001,0.030909351861878896,0.06381822375639179
A_MPMO,SP100,window_002,1,60,10,755,126,0.250925801453318,0.249925801453318,0.564815360741625,0.562314509138718,0.197405361408621,2.36769695935653,4.24333805938608,-0.0826218698245302,1,0.001,2.4230748,126,0.022916871887339228,-0.08262186982453013,0.6257229570827364,10bps,0.001,0.0006257229570827364,0.25030007849623526,0.563250286287692
A_MPMO,SP100,window_003,1,60,10,756,124,-0.257926130446118,-0.258926130446118,-0.454599974657641,-0.456092579024781,0.40906659030243,-1.27674982610451,-2.16771476890848,-0.281842235477099,1,0.001,2.4016187,124,0.05147201316064809,-0.28184223547709863,0.3508873855654663,10bps,0.001,0.0003508873855654663,-0.2582770178316835,-0.4551239473140125
A_MPMO,SP100,window_004,1,60,10,756,125,-0.149588649326433,-0.150588649326433,-0.278673045512926,-0.280382014319004,0.297711860694142,-0.948913353386175,-1.53646302122383,-0.27110799444727,1,0.001,2.5511798,125,0.03727094523683676,-0.2711079944472703,0.38001533830137346,10bps,0.001,0.00038001533830137345,-0.14996866466473438,-0.2793227205334131
A_MPMO,SP100,window_005,1,60,10,755,123,0.409810486060865,0.408810486060865,1.02114562778823,1.01820952853999,0.1977982166149,3.66042199470639,6.06924839733327,-0.0950655189838631,1,0.001,2.323703,123,0.022781171694706774,-0.09506551898386328,0.3184131363329578,10bps,0.001,0.0003184131363329578,0.40949207292453205,1.020210498117906
A_MPMO,SP100,window_006,1,60,10,753,125,0.1360851032383,0.1350851032383,0.293326881401977,0.291032879731868,0.173371305032774,1.56982538634493,2.65564881220578,-0.0914594045897432,1,0.001,2.0095346,125,0.020190020454336054,-0.09145940458974278,0.37037523748511403,10bps,0.001,0.00037037523748511403,0.13571472800081488,0.2924770006781141
A_MPMO,SP100,window_007,1,60,10,752,124,0.460921349074933,0.459921349074933,1.16054946812091,1.15754503337119,0.177908298341767,4.42451966328646,7.76035292669015,-0.0656268313862167,1,0.001,2.1761908,124,0.019368852111481587,-0.06562683138621683,0.3395210947523557,10bps,0.001,0.0003395210947523557,0.4605818279801806,1.1595291610402447
A_MPMO,SP100,window_008,1,60,10,752,126,-0.0070133848333701,-0.0080133848333701,-0.0139775820999193,-0.0159625553302525,0.246695913130903,0.0648339933465977,0.102998256417951,-0.13804079421068,1,0.001,2.0910747,126,0.031025655424067596,-0.13804079421067916,0.15049117175838364,10bps,0.001,0.00015049117175838363,-0.007163876005128483,-0.014276430890840075
A_MPMO,SP100,window_009,1,60,10,752,122,0.163896851508139,0.162896851508139,0.368205237564567,0.365778188140292,0.296708360500589,1.2043989882976,1.5552700972679,-0.18301392627285,1,0.001,2.2811821,122,0.041110717365449655,-0.18301392627284985,0.1906434283193711,10bps,0.001,0.0001906434283193711,0.16370620807981964,0.3677423650398859
A_MPMO,SP100,window_010,1,60,10,750,126,0.153311357448481,0.152311357448481,0.330127087219657,0.32782146450476,0.177295724209867,1.69801115904181,2.45012646690543,-0.0823826485492469,1,0.001,2.3444163,126,0.023656559283513973,-0.0823826485492466,0.5767675853401345,10bps,0.001,0.0005767675853401345,0.15273458986314087,0.32879703466694377
A_MPMO,SP100,window_011,1,60,10,751,123,0.0906714564637761,0.0896714564637761,0.194611315761259,0.192368367519284,0.221135449650774,0.913815852435359,1.58625088392078,-0.130917634962892,1,0.001,2.0158175,123,0.026045832760861427,-0.13091763496289188,0.4514460388679744,10bps,0.001,0.0004514460388679744,0.09022001042490813,0.19359847848165246
A_MPMO,SP100,window_001,2,60,10,755,124,0.0303189755978641,0.0293189755978641,0.062580492649156,0.0604856500937478,0.346414202890878,0.346258787311617,0.538369209357675,-0.226975509630762,1,0.001,7.9028834,124,0.045878689609062315,-0.22697550963076274,1.0,10bps,0.001,0.001,0.0293189755978641,0.0604856500937474
A_MPMO,SP100,window_002,2,60,10,755,126,0.305950472995363,0.304950472995363,0.705506637916812,0.702895736970822,0.212168271086704,2.62347700914306,4.7856927529939,-0.0858977475662279,1,0.001,2.5415597,126,0.024515280260599157,-0.0858977475662277,0.5429430780795401,10bps,0.001,0.0005429430780795402,0.3054075299172834,0.704088819164743
A_MPMO,SP100,window_003,2,60,10,756,124,-0.23173987758525,-0.23273987758525,-0.414774419190388,-0.416321460840452,0.393626946468407,-1.16400529232205,-1.96176856623742,-0.260308950813166,1,0.001,2.6228669,124,0.04879456578076456,-0.26030895081316574,0.24746303432473346,10bps,0.001,0.00024746303432473344,-0.23198734061957474,-0.41515744848673497
A_MPMO,SP100,window_004,2,60,10,756,125,-0.123677856128938,-0.124677856128938,-0.233679942740979,-0.235441858355455,0.282780502468674,-0.800592392418292,-1.33334756098014,-0.236590615065772,1,0.001,2.1608862,125,0.03483285185468812,-0.23659061506577195,0.3425932015169258,10bps,0.001,0.0003425932015169258,-0.12402044933045493,-0.23428379322083348
A_MPMO,SP100,window_005,2,60,10,755,123,0.392090981829124,0.391090981829124,0.969443003659089,0.966545609357783,0.195558430346438,3.5672471320878,6.05707841833199,-0.0935345872149783,1,0.001,2.2577055,123,0.022762890264260517,-0.09353458721497798,0.2855510762307899,10bps,0.001,0.0002855510762307899,0.3918054307528932,0.9686154268537459
A_MPMO,SP100,window_006,2,60,10,753,125,0.117356223379334,0.116356223379334,0.250703516508139,0.24844794940004,0.165388744605807,1.43505119006483,2.33513234368651,-0.0866565254483382,1,0.001,1.9621121,125,0.0203455931051828,-0.08665652544833824,0.547849978546055,10bps,0.001,0.000547849978546055,0.11680837340078795,0.2494675499802923
A_MPMO,SP100,window_007,2,60,10,752,124,0.481870530124523,0.480870530124523,1.22397822674927,1.2209292940556,0.168725586242357,4.82806128721893,8.47228268553607,-0.0614511022135006,1,0.001,2.2356173,124,0.01851803608997474,-0.06145110221350092,0.3464898623427296,10bps,0.001,0.0003464898623427296,0.4815240402621803,1.2229215619407952
A_MPMO,SP100,window_008,2,60,10,752,126,0.0282874735721581,0.0272874735721581,0.0573751283054118,0.0553195533582678,0.264401774080664,0.341292386224831,0.574476968999095,-0.141258823152562,1,0.001,2.3374255,126,0.031987745748565964,-0.1412588231525621,0.17519884165701333,10bps,0.001,0.00017519884165701334,0.028112274730501086,0.05701484945152546
A_MPMO,SP100,window_009,2,60,10,752,122,0.167346792755759,0.166346792755759,0.376595480332004,0.374160761035324,0.299356454016156,1.21696387686554,1.58845721858952,-0.177934494434656,1,0.001,2.1531646,122,0.04251349462566141,-0.17793449443465614,0.22570633163798998,10bps,0.001,0.00022570633163799,0.16712108642412102,0.3760457544855367
A_MPMO,SP100,window_010,2,60,10,750,126,0.151978696329244,0.150978696329244,0.327054916796425,0.324751959403767,0.181501793102845,1.65005190660066,2.34963194190543,-0.0885023388381132,1,0.001,2.5089201,126,0.024365489223491885,-0.08850233883811309,0.5336005608349863,10bps,0.001,0.0005336005608349863,0.151445095768409,0.3258258085691206
A_MPMO,SP100,window_011,2,60,10,751,123,0.0835843785521575,0.0825843785521575,0.178761905318822,0.176534247068237,0.2192626090068,0.8588113950253,1.49104744578542,-0.129193684963152,1,0.001,1.9174132,123,0.02583108578754854,-0.12919368496315264,0.4480020067020855,10bps,0.001,0.0004480020067020855,0.08313637654545541,0.17776364323041527
A_MPMO,SP100,window_001,3,60,10,755,124,0.0379872345275845,0.0369872345275845,0.0787140811878342,0.0766031348616094,0.34061987484949,0.390741450771891,0.602927111998121,-0.221614113845661,1,0.001,2.4715863,124,0.045515012344193466,-0.2216141138456602,1.0,10bps,0.001,0.001,0.0369872345275845,0.07660313486160986
A_MPMO,SP100,window_002,3,60,10,755,126,0.285404280966448,0.284404280966448,0.652264165526871,0.649694356964939,0.205627230948887,2.54581412521427,4.67950385204308,-0.0850660531952526,1,0.001,2.5289873,126,0.023552072213707097,-0.08506605319525284,0.6199994275829009,10bps,0.001,0.0006199994275829009,0.2847842815388651,0.6506706500893376
A_MPMO,SP100,window_003,3,60,10,756,124,-0.238139673196043,-0.239139673196043,-0.424639232519487,-0.426172964346219,0.393813957930792,-1.20638558073236,-2.06500960025739,-0.271977544640705,1,0.001,2.3727899,124,0.048069620111491275,-0.2719775446407038,0.327039204249175,10bps,0.001,0.00032703920424917497,-0.23846671240029219,-0.4251410517830807
A_MPMO,SP100,window_004,3,60,10,756,125,-0.143263839838465,-0.144263839838465,-0.26781681883605,-0.269538709574192,0.296876135217967,-0.902182478480863,-1.47257066705088,-0.263127958284677,1,0.001,2.2603641,125,0.0368882644534278,-0.26312795828467594,0.385613967336937,10bps,0.001,0.000385613967336937,-0.14364945380580194,-0.2684810459854272
A_MPMO,SP100,window_005,3,60,10,755,123,0.404053664779116,0.403053664779116,1.00427294434767,1.00134942241814,0.198349183511125,3.60842600730621,6.09067296310798,-0.0947796762919284,1,0.001,2.2479356,123,0.02271370651655803,-0.09477967629192818,0.2857976635784615,10bps,0.001,0.0002857976635784615,0.4037678671155375,1.0034371856579773
A_MPMO,SP100,window_006,3,60,10,753,125,0.0890780495713566,0.0880780495713566,0.187711479047605,0.185513923538146,0.166448148826354,1.11622197188643,1.72487912009531,-0.0968641343798228,1,0.001,2.268957,125,0.020864897486251126,-0.09686413437982266,0.49177357060530186,10bps,0.001,0.0004917735706053019,0.0885862760007513,0.1866305230175891
