method,universe,window_id,run,assets,K,train_days,test_days,gross_return,net_return,annual_return,annual_net_return,annual_volatility,sharpe,sortino,max_drawdown,turnover,transaction_cost,runtime_sec,daily_return_days,cvar95_loss,mdd_from_daily_returns,rebalance_turnover,cost_scenario,cost_rate,scenario_transaction_cost,scenario_net_return,scenario_annual_net_return
A_MPMO,NASDAQ100,window_004,2,60,10,756,125,-0.151387045503225,-0.152387045503225,-0.281744981836751,-0.28345027670141,0.393590864028023,-0.645695312307641,-1.05529895183678,-0.351081239937663,1,0.001,2.0460867,125,0.0490164193039233,-0.35108123993766294,0.7705597804832753,10bps,0.001,0.0007705597804832753,-0.15215760528370825,-0.2830591940595576
A_MPMO,NASDAQ100,window_005,2,60,10,755,123,0.346294323540725,0.345294323540725,0.838990739195839,0.836193267085246,0.291036805552985,2.24018973705825,3.40230203954181,-0.186457631803213,1,0.001,2.2449683,123,0.03729538752445383,-0.18645763180321306,0.2976774642667328,10bps,0.001,0.0002976774642667328,0.34599664607645825,0.8381577669015847
A_MPMO,NASDAQ100,window_006,2,60,10,753,125,0.210207177783818,0.209207177783818,0.469079181807184,0.466632972187859,0.195929926074098,2.06126753974877,3.63124279143179,-0.0778709755916717,1,0.001,2.2681885,125,0.021776435683507542,-0.07787097559167167,0.7739246106388642,10bps,0.001,0.0007739246106388642,0.20943325317317915,0.46718582024670896
A_MPMO,NASDAQ100,window_007,2,60,10,752,124,0.376900937418068,0.375900937418068,0.915517497003894,0.912691319341194,0.175334539055858,3.79882869918549,6.31529319543409,-0.0665667203441855,1,0.001,2.2123878,124,0.0197887944120676,-0.06656672034418543,0.2780532536019892,10bps,0.001,0.0002780532536019892,0.37662288416446604,0.9147314563707323
A_MPMO,NASDAQ100,window_008,2,60,10,752,126,0.149114586363361,0.148114586363361,0.320464332593037,0.318167103420311,0.287808343055686,1.10881301696691,1.62217817505419,-0.135402152184673,1,0.001,2.2052339,126,0.04042703680354094,-0.1354021521846731,0.2706657477431286,10bps,0.001,0.00027066574774312866,0.14884392061561788,0.319842353935464
A_MPMO,NASDAQ100,window_009,2,59,10,752,122,0.221347465027906,0.220347465027906,0.511377131881934,0.508822167607522,0.390928597673647,1.24945629811318,1.67128326457853,-0.247942946233611,1,0.001,2.0447147,122,0.055569289798026146,-0.24794294623361113,0.5406953790343075,10bps,0.001,0.0005406953790343075,0.2208067696488717,0.509995397600602
A_MPMO,NASDAQ100,window_010,2,60,10,750,126,-0.0553530182459848,-0.0563530182459848,-0.107642079863029,-0.109530373826537,0.192874549099926,-0.494198800753778,-0.653692189996581,-0.139389048025268,1,0.001,2.1895023,126,0.029343613732887668,-0.1393890480252683,0.427460086370214,10bps,0.001,0.000427460086370214,-0.05578047833235501,-0.10844949490172362
A_MPMO,NASDAQ100,window_011,2,60,10,751,123,0.178784036598078,0.177784036598078,0.400725674641969,0.398292232452161,0.306156390385042,1.25367637835201,1.92879001184622,-0.159522609964149,1,0.001,2.1788737,123,0.04241156804566199,-0.1595226099641497,0.6592976548762188,10bps,0.001,0.0006592976548762189,0.1781247389432018,0.39912106864699304
A_MPMO,NASDAQ100,window_001,3,60,10,755,124,0.269430978744079,0.268430978744079,0.623904232484994,0.621305547927126,0.422534198068761,1.35768812437478,2.17532683312613,-0.287176496122548,1,0.001,2.1777034,124,0.05066630444289867,-0.2871764961225489,1.0,10bps,0.001,0.001,0.268430978744079,0.621305547927125
A_MPMO,NASDAQ100,window_002,3,59,10,755,126,0.215690009273901,0.214690009273901,0.477902198648378,0.47547181862983,0.263667030769637,1.61341917840806,2.58214596255157,-0.173731650225456,1,0.001,1.9457797,126,0.03316093847087246,-0.1737316502254559,0.38843644480074535,10bps,0.001,0.00038843644480074537,0.21530157282910026,0.4769579129208852
A_MPMO,NASDAQ100,window_003,3,60,10,756,124,-0.467284220374742,-0.468284220374742,-0.72192086830777,-0.722980684926698,0.544541903173217,-2.07290880855172,-3.65915295051155,-0.478896690629389,1,0.001,2.1082885,124,0.07044529005780474,-0.478896690629389,0.4606744351764347,10bps,0.001,0.0004606744351764347,-0.46774489480991843,-0.7224093540864739
A_MPMO,NASDAQ100,window_004,3,60,10,756,125,-0.0925149758988654,-0.0935149758988654,-0.177749085844117,-0.179574713668282,0.385413489777648,-0.317598584682879,-0.545035896043792,-0.297338168878716,1,0.001,2.2308102,125,0.046535849441648715,-0.2973381688787158,0.8048132528582017,10bps,0.001,0.0008048132528582018,-0.0933197891517236,-0.1792185359395173
A_MPMO,NASDAQ100,window_005,3,60,10,755,123,0.325782831229025,0.324782831229025,0.782046549610213,0.779293777411868,0.275168887381452,2.23855272169028,3.40337474567889,-0.174068088494037,1,0.001,2.2438476,123,0.03526443621925837,-0.17406808849403732,0.2763480877916426,10bps,0.001,0.0002763480877916426,0.32550648314123337,0.7812856084541049
A_MPMO,NASDAQ100,window_006,3,60,10,753,125,0.238336984530523,0.237336984530523,0.538732438099238,0.536228424992361,0.206090613707535,2.19446375805264,3.78032774938568,-0.0780648144161284,1,0.001,1.913907,125,0.023478407893429743,-0.07806481441612856,0.8660334257152292,10bps,0.001,0.0008660334257152292,0.23747095110480776,0.5365637598252693
A_MPMO,NASDAQ100,window_007,3,60,10,752,124,0.407299166016707,0.406299166016707,1.00244003525543,0.999549404368898,0.20111576512926,3.55673844456475,6.49736479820837,-0.0791311541088219,1,0.001,1.9262351,124,0.0214145165061894,-0.07913115410882177,0.2942436945528145,10bps,0.001,0.00029424369455281454,0.4070049223221542,1.0015892651112694
A_MPMO,NASDAQ100,window_008,3,60,10,752,126,0.146733219918163,0.145733219918163,0.314997077663878,0.312704611224041,0.296178358377643,1.07153587914885,1.58723360338574,-0.139126288778722,1,0.001,1.9633155,126,0.041347683587140596,-0.1391262887787218,0.14926791075514945,10bps,0.001,0.00014926791075514946,0.14658395200740784,0.3146547590009259
A_MPMO,NASDAQ100,window_009,3,59,10,752,122,0.2355903213382,0.2345903213382,0.548009254318172,0.545422516216762,0.366188353535959,1.37388486287745,1.89837861585281,-0.223936930106899,1,0.001,2.1095676,122,0.05019688603483054,-0.22393693010689886,0.41157659035842964,10bps,0.001,0.00041157659035842965,0.23517874474784156,0.546944343230914
A_MPMO,NASDAQ100,window_010,3,60,10,750,126,-0.0726757438703367,-0.0736757438703367,-0.140069723993567,-0.141923372505826,0.194345780383738,-0.679434637125217,-0.914871654628721,-0.138776559049787,1,0.001,2.3776077,126,0.028865377629928024,-0.13877655904978736,0.42094854968248924,10bps,0.001,0.00042094854968248923,-0.07309669242001919,-0.14085025839729137
A_MPMO,NASDAQ100,window_011,3,60,10,751,123,0.136600245918066,0.135600245918066,0.299954238310353,0.297612084913558,0.33450948277106,0.950823628089429,1.47984239838515,-0.150694980893415,1,0.001,2.2471023,123,0.04552632141640673,-0.15069498089341415,0.6980807921214249,10bps,0.001,0.000698080792121425,0.13590216512594458,0.2983189981621355
