universe,window_id,method,assets,K,train_days,test_days,runs,annual_net_return_mean,annual_net_return_std,sharpe_mean,sortino_mean,max_drawdown_mean,cvar95_loss_mean,rebalance_turnover_mean,gross_return_mean,runtime_sec_mean
SP100,window_004,GDE3,60,10,756,125,10,-0.2185229427816279,0.020214714231819045,-0.7105636562889928,-1.1800887639649749,-0.24101151340791152,0.03534422525431047,0.3961504903387606,-0.1141897805710512,1.30440804
SP100,window_005,GDE3,60,10,755,123,10,0.9491687153855957,0.10171254086759794,3.679697136959267,6.1273724209447895,-0.09461946905297561,0.021571563299251566,0.2878241334393736,0.3856629483889424,1.4113904099999999
SP100,window_006,GDE3,60,10,753,125,10,0.2698876112736432,0.02614370174612907,1.52850929937909,2.51961377933777,-0.08758711251305727,0.019879415381283193,0.4230974496541606,0.1267706778354365,1.40482322
SP100,window_007,GDE3,60,10,752,124,10,1.0515146210449875,0.07712399659070614,4.380053613544931,7.8363850969054925,-0.0638870559988127,0.01812751312497931,0.3419049309360561,0.4249363140284119,1.38901479
SP100,window_008,GDE3,60,10,752,126,10,0.031079555793585123,0.02692113226751693,0.2501084283508756,0.40815994543164874,-0.1421749651948877,0.03148712746505337,0.18666124791338895,0.01634229282395908,1.39837413
SP100,window_009,GDE3,60,10,752,122,10,0.3930539271027832,0.0366536528751292,1.261961582127699,1.6529170098755082,-0.1890985017209736,0.041900565509061384,0.2760640079369786,0.174991307944651,1.3969817
SP100,window_010,GDE3,60,10,750,126,10,0.2828152564448512,0.0367903359523928,1.474035028100017,2.103171234615025,-0.0801588659606145,0.024540570176358807,0.5895950480647683,0.1335090087196305,1.42324561
SP100,window_011,GDE3,60,10,751,123,10,0.167423655967715,0.016316679921680316,0.8310382559755156,1.430664745580919,-0.1300852643159967,0.02558984056491819,0.47112874379797043,0.07946088650461804,1.48388002
SP100,window_001,MOEAD,60,10,755,124,10,0.04556837154821491,0.023114488949403482,0.3099137430565058,0.4799480320504232,-0.234638779864125,0.047672237468684917,1.0,0.0231122479957061,11.31023901
SP100,window_002,MOEAD,60,10,755,126,10,0.5807076525893333,0.0650095181463394,2.4062252193604308,4.391313427172645,-0.08226598064563238,0.02273966793256569,0.6249132820931571,0.2580210353422716,11.37383767
SP100,window_003,MOEAD,60,10,756,124,10,-0.44519875499374384,0.02545549098967738,-1.2719369728789889,-2.155879812919256,-0.2711592144883017,0.05004691415951201,0.3735299802911627,-0.250837142056691,11.26585786
SP100,window_004,MOEAD,60,10,756,125,10,-0.25864594754967324,0.03390621247138006,-0.8820796310109553,-1.448849186907869,-0.26014830347832013,0.036027221986734484,0.4119972316173035,-0.1371677362995367,10.568768330000001
SP100,window_005,MOEAD,60,10,755,123,10,0.9400800852814377,0.08108928368943089,3.59304850731838,5.922037406934334,-0.09284193317283192,0.022262942857457016,0.32490005256994997,0.3826492940225593,11.34471162
SP100,window_006,MOEAD,60,10,753,125,10,0.2873349394782752,0.030733574679814014,1.588548521287326,2.6547272310048493,-0.08679233935854189,0.019958424148870443,0.4357427076792737,0.13439844413936658,11.31790893
