universe,window_id,method,run,assets,K,train_days,test_days,gross_return,net_return,annual_return,annual_net_return,annual_volatility,sharpe,sortino,max_drawdown,turnover,transaction_cost,Runtime,cvar95_loss,mdd_from_daily_returns,selected_holdings,average_pf_holdings,median_pf_holdings,PF_Size,run_dir,initial_turnover,rebalance_turnover,HV,IGD,PF_Overlap,Diversity,PF_Drift
NASDAQ100,window_011,BayesianConfig_ECMADE_MOO,1,60,10,751,123,0.1245610510966743,0.1235610510966743,0.2719002507673158,0.2695841210127054,0.3211175393149431,0.9100184856299652,1.4496658404605856,-0.143205140569556,1.0000000000000002,0.001,10.822757699992508,0.04344297293246208,-0.14320514056955602,10,9.850877192982455,10.0,228,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_011\BayesianConfig_ECMADE_MOO\run_001,1.0000000000000002,0.5712134060459948,0.9528429474158939,0.03047596173688292,0.8666666666666667,1.1237519226185098,0.05941479819747788
NASDAQ100,window_001,BayesianConfig_ECMADE_MOO,2,60,10,755,124,0.2327228409140735,0.2317228409140735,0.5298964235387875,0.5273753032314468,0.4131367150112766,1.236542808823452,1.994274241883466,-0.2916529486082183,1.0000000000000002,0.001,9.52618930011522,0.05115669312792962,-0.29165294860821833,9,8.746781115879829,10.0,233,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_001\BayesianConfig_ECMADE_MOO\run_002,1.0000000000000002,1.0,1.042526368541423,0.006820887708705001,0.9416666666666667,1.3228541311316846,0.05506503119578042
NASDAQ100,window_002,BayesianConfig_ECMADE_MOO,2,59,10,755,126,0.2163990578879249,0.2153990578879249,0.4796266680306313,0.4771948699148551,0.2611173579234424,1.6322604093772335,2.5827330427870403,-0.1843264780780329,1.0,0.001,9.79532619996462,0.03449187669019404,-0.18432647807803293,10,9.341549295774648,10.0,284,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_002\BayesianConfig_ECMADE_MOO\run_002,1.0,0.3163508068455405,1.0144988976365292,0.011883411975387432,0.925,1.1836117053609125,0.06898044076606873
NASDAQ100,window_003,BayesianConfig_ECMADE_MOO,2,60,10,756,124,-0.4465725238001369,-0.4475725238001369,-0.6995078923603799,-0.7006103096159435,0.5390108545240694,-1.9544236246972453,-3.37318811886183,-0.4593008178625298,1.0,0.001,9.820913200033829,0.0707962904138461,-0.45930081786252985,10,9.209876543209877,10.0,243,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_003\BayesianConfig_ECMADE_MOO\run_002,1.0,0.48743895746088167,0.9630826321143787,0.017441470219153425,0.8666666666666667,1.1199606808074498,0.04620774997755841
NASDAQ100,window_004,BayesianConfig_ECMADE_MOO,2,60,10,756,125,-0.1492943269593654,-0.1502943269593654,-0.2781696686410143,-0.2798792387297576,0.3889998297682788,-0.6437972662654757,-1.1031224591281914,-0.3357529087313611,1.0,0.001,10.24030110007152,0.048172052708947574,-0.335752908731361,10,8.965909090909092,10.0,352,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_004\BayesianConfig_ECMADE_MOO\run_002,1.0,0.8295819913489489,0.9108495305091274,0.0053090891994245805,0.9666666666666667,1.3073382447880912,0.012118936201436035
NASDAQ100,window_005,BayesianConfig_ECMADE_MOO,2,60,10,755,123,0.3414641204078428,0.3404641204078428,0.8254985460104878,0.8227116031878683,0.2818751582887945,2.278536990147381,3.536451965203442,-0.1621200434089273,1.0,0.001,9.626842799945734,0.03602921130859687,-0.16212004340892738,10,9.318181818181818,10.0,264,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_005\BayesianConfig_ECMADE_MOO\run_002,1.0,0.34382566563851913,0.9569728906622389,0.010661855750765009,0.9333333333333333,1.1672583614579617,0.024074361037634277
NASDAQ100,window_006,BayesianConfig_ECMADE_MOO,2,60,10,753,125,0.228841867751504,0.227841867751504,0.5150394288508049,0.5125549294806968,0.2056285562566389,2.124207327453389,3.668220848204479,-0.0837342447618021,1.0,0.001,9.7711915000109,0.02329118359142194,-0.08373424476180213,9,9.375,10.0,304,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_006\BayesianConfig_ECMADE_MOO\run_002,1.0,0.8798858027236475,1.0345347755464198,0.01189548928524143,0.8166666666666667,1.2663709904618625,0.060477380546653914
NASDAQ100,window_007,BayesianConfig_ECMADE_MOO,2,60,10,752,124,0.353431233178876,0.352431233178876,0.849746721399147,0.846970275090001,0.1728736087946401,3.64850982501195,6.279798709395514,-0.0672272591152133,1.0,0.001,9.838405399932526,0.019434058945924915,-0.06722725911521332,10,8.622489959839358,10.0,249,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_007\BayesianConfig_ECMADE_MOO\run_002,1.0,0.26585424091574816,1.1368895799130758,0.016866194931314603,0.8166666666666667,0.7482754947828253,0.025648753183180224
NASDAQ100,window_008,BayesianConfig_ECMADE_MOO,2,60,10,752,126,0.1534664853624801,0.1524664853624801,0.3304849328544725,0.3281789998837472,0.2911686388310203,1.1263000203864042,1.6727294796276375,-0.1375849312244353,1.0,0.001,9.633487900020556,0.040810548976137735,-0.13758493122443538,10,8.842105263157896,9.0,266,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_008\BayesianConfig_ECMADE_MOO\run_002,1.0,0.254632585342664,0.9677952145219314,0.006000518040902807,0.975,1.3717062541101601,0.013183354838650675
NASDAQ100,window_009,BayesianConfig_ECMADE_MOO,2,59,10,752,122,0.2498007069439125,0.2488007069439125,0.5850090495148448,0.5823905860694691,0.3671147422509531,1.43795950227833,1.8843992958448952,-0.2388324892710636,1.0,0.001,10.26796430000104,0.05204919337260179,-0.2388324892710637,10,8.582554517133957,9.0,321,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_009\BayesianConfig_ECMADE_MOO\run_002,1.0,0.4896588591234842,0.9895812740410298,0.0062999357489119555,0.975,1.2951414656538662,0.025754023097262303
NASDAQ100,window_010,BayesianConfig_ECMADE_MOO,2,60,10,750,126,-0.0976189386404637,-0.0986189386404637,-0.1857084200996369,-0.187512182222356,0.2108805222954405,-0.8678305486052036,-1.1588238539784284,-0.1605654839045198,1.0,0.001,9.672316800104454,0.03200174110835246,-0.16056548390451975,10,8.825,10.0,240,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_010\BayesianConfig_ECMADE_MOO\run_002,1.0,0.46119506869399307,1.0058746410837096,0.016431718067672425,0.875,1.2131654347568537,0.0506316651565859
NASDAQ100,window_011,BayesianConfig_ECMADE_MOO,2,60,10,751,123,0.1758694731327237,0.1748694731327237,0.3936392959662891,0.3912121662988637,0.3211220206351708,1.1949960706048042,1.8710292004309712,-0.1384933433032107,1.0,0.001,10.583266800036654,0.043287043622383704,-0.13849334330321084,10,9.334558823529411,10.0,272,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_011\BayesianConfig_ECMADE_MOO\run_002,1.0,0.7100368147450302,0.9704984404272015,0.009270526913427335,0.9083333333333333,1.2927832344443422,0.05941479819747788
NASDAQ100,window_001,BayesianConfig_ECMADE_MOO,3,60,10,755,124,0.2627655179075683,0.2617655179075683,0.6066227155391246,0.6040381205328507,0.417572744127248,1.3451111150794866,2.201258783216113,-0.2934029469261632,1.0,0.001,9.450125500094146,0.05093751780013994,-0.29340294692616364,7,8.945833333333333,10.0,240,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_001\BayesianConfig_ECMADE_MOO\run_003,1.0,1.0,1.0160578673275058,0.041693421178578126,0.8333333333333334,0.9692118017406135,0.05506503119578042
NASDAQ100,window_002,BayesianConfig_ECMADE_MOO,3,59,10,755,126,0.2094709349685668,0.2084709349685668,0.4628199425337391,0.4604020006638019,0.2478078678824598,1.6599001846783112,2.69860376476857,-0.1770837020825268,1.0,0.001,10.087339599966072,0.0315145903176602,-0.17708370208252688,10,9.092526690391459,10.0,281,p0_lite_outputs\p1_rolling_window_market_validation_20260719\raw_configured_ecmade\NASDAQ100\window_002\BayesianConfig_ECMADE_MOO\run_003,1.0,0.3674487122602787,0.989877058199087,0.028873647362961254,0.8416666666666667,1.052222110572509,0.06898044076606873
