method,windows,mean_annual_net_return,mean_annual_volatility,mean_sharpe,mean_sortino,mean_max_drawdown,mean_cvar95_loss,mean_rebalance_turnover,mean_selected_holdings,mean_average_pf_holdings,mean_PF_Size,mean_HV,mean_IGD,mean_PF_Overlap,mean_PF_Drift,mean_Diversity,mean_Runtime,mean_RankScore,mean_WindowRank,first_place_windows,overall_rank_annual_net_return,overall_rank_sharpe,overall_rank_sortino,overall_rank_max_drawdown,overall_rank_annual_volatility,overall_rank_cvar95_loss,overall_rank_rebalance_turnover,overall_rank_average_pf_holdings,overall_rank_PF_Overlap,overall_rank_PF_Drift,overall_rank_Runtime,overall_RankScore
HandCrafted_ECMADE_MOO,33,0.3259524987349218,0.25877551488971384,1.2873070982470605,2.1354498209388555,-0.16430583510853863,0.033606190001384706,0.5174455106573621,9.606060606060606,9.097973852745152,293.0393939393939,0.9970294077713769,0.01696395371561068,0.9190151515151516,0.05378891333812604,1.2526131726680287,4.263443840300368,2.2052341597796143,1.5909090909090908,19,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.6363636363636365
BayesianConfig_ECMADE_MOO,33,0.33259341240064155,0.26329511188209315,1.2666692716850767,2.1121506009145987,-0.1669698317293478,0.034174490122029264,0.517833519163085,9.409090909090908,9.109193452527046,284.8030303030303,0.9994350533941191,0.014661589605447091,0.9222474747474747,0.03671397408544151,1.2327014157896716,9.355984959693867,2.5137741046831956,2.5454545454545454,7,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.4545454545454546
ExperimentC_StabilityAware_ECMADE_MOO,33,0.3208434485076337,0.26065003692412336,1.2512662029526722,2.072845850846494,-0.16591039211994849,0.033906795835171845,0.5279343161378038,9.436363636363636,9.071413344066453,276.0030303030303,0.9985686154897675,0.0140478543500903,0.9033333333333333,0.04462416301883173,1.2672384719046446,10.410191599694505,2.568870523415978,2.8333333333333335,0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.727272727272727
MetaDesigned_ECMADE_MOO,33,0.3163603455371468,0.26140848041632936,1.2408008092483187,2.056956288124836,-0.16650817912246044,0.0339955298143703,0.5381257615639304,9.281818181818181,8.977935339766796,207.96666666666667,0.9973629954205544,0.013190853172717154,0.9083838383838384,0.05263142133830822,1.292281915256346,10.07615529727226,2.712121212121212,3.0303030303030303,4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.1818181818181817
