split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime
Training,syn_n100_k30_cluster_corr_skewed_high_vol_r01_s20260714,30,theta_237,0.9877506493785179,0.06073536277054487,0.49777777777777776,0.03801903063160188,0.8093666991978715,3.1796400033333336
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_011,0.9899311682766825,0.05401873370707898,0.6591666666666666,0.09646273420907915,0.9606024607756282,1.4711612800000002
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_034,0.9724979930970394,0.0647492545590696,0.4122222222222222,0.11033142985964502,1.032249157315598,2.2695954233333335
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_037,0.9724979930970394,0.0647492545590696,0.4122222222222222,0.11033142985964502,1.032249157315598,2.2291684133333334
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_045,0.9724979930970394,0.0647492545590696,0.4122222222222222,0.11033142985964502,1.032249157315598,2.827717486666667
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_047,0.9724979930970394,0.0647492545590696,0.4122222222222222,0.11033142985964502,1.032249157315598,2.9428059366666663
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_067,0.9991368269138273,0.04132407620429683,0.6472222222222221,0.10022880589107229,1.0639843918985392,3.204573976666667
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_076,0.9991368269138273,0.04132407620429683,0.6472222222222221,0.10022880589107229,1.0639843918985392,2.9895688333333337
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_078,0.9991368269138273,0.04132407620429683,0.6472222222222221,0.10022880589107229,1.0639843918985392,3.1258774399999996
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_084,0.9913529077388145,0.047381262924957715,0.6694444444444444,0.1037993058189325,1.000475978284572,2.3331218733333334
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_086,0.9913529077388145,0.047381262924957715,0.6694444444444444,0.1037993058189325,1.000475978284572,2.503227566666667
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_089,0.9913529077388145,0.047381262924957715,0.6694444444444444,0.1037993058189325,1.000475978284572,2.390051386666667
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_118,0.9717258350158061,0.07080109862852642,0.48916666666666664,0.1419036435083821,1.0095034886965557,3.1007222633333322
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_131,0.9717258350158061,0.07080109862852642,0.48916666666666664,0.1419036435083821,1.0095034886965557,2.9639741566666666
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_132,0.9717258350158061,0.07080109862852642,0.48916666666666664,0.1419036435083821,1.0095034886965557,3.1213626233333334
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_144,0.9678865197624383,0.08377157542334356,0.5155555555555557,0.15266253996717333,0.914480947490181,4.769336176666667
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_159,0.9678865197624383,0.08377157542334356,0.5155555555555557,0.15266253996717333,0.914480947490181,5.11680336
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_164,0.9672295138591971,0.09139793891123159,0.6597222222222222,0.12836970260206731,0.8356159246118801,2.7762028200000004
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_170,0.9672295138591971,0.09139793891123159,0.6597222222222222,0.12836970260206731,0.8356159246118801,3.06312415
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_175,0.9672295138591971,0.09139793891123159,0.6597222222222222,0.12836970260206731,0.8356159246118801,3.0334276566666665
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_189,0.9672295138591971,0.09139793891123159,0.6597222222222222,0.12836970260206731,0.8356159246118801,2.587939693333334
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_200,0.9739876747162645,0.07513411346433845,0.5002777777777777,0.15191603460850045,0.9932146113738001,9.358779046666665
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_223,1.0134425984278728,0.026366083343139612,0.6436111111111112,0.07014398334453736,1.1191528080563038,6.821370623333333
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_234,1.0134425984278728,0.026366083343139612,0.6436111111111112,0.07014398334453736,1.1191528080563038,6.67209437
Training,syn_n100_k30_high_corr_heavy_tail_extreme_events_r01_s20260722,30,theta_237,1.0134425984278728,0.026366083343139612,0.6436111111111112,0.07014398334453736,1.1191528080563038,3.084502833333333
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_011,1.0574045287621905,0.016213940649316697,0.885,0.013563192212799776,0.7215392442507588,1.561568613333333
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_034,1.0295153425909052,0.03716906061792876,0.3483333333333333,0.051471470712248564,0.8884261154882578,2.26626
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_037,1.0295153425909052,0.03716906061792876,0.3483333333333333,0.051471470712248564,0.8884261154882578,2.3759004533333337
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_045,1.0295153425909052,0.03716906061792876,0.3483333333333333,0.051471470712248564,0.8884261154882578,3.010219293333334
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_047,1.0295153425909052,0.03716906061792876,0.3483333333333333,0.051471470712248564,0.8884261154882578,3.0856859799999996
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_067,1.050692109166499,0.023013156980332072,0.5705555555555557,0.03196401870097422,0.8293783357218423,3.5059826566666663
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_076,1.050692109166499,0.023013156980332072,0.5705555555555557,0.03196401870097422,0.8293783357218423,3.1488382400000003
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_078,1.050692109166499,0.023013156980332072,0.5705555555555557,0.03196401870097422,0.8293783357218423,3.24081072
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_084,1.0623926096832947,0.014482405618665052,0.8986111111111111,0.019082929083797048,0.7631565711145842,2.3563361266666667
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_086,1.0623926096832947,0.014482405618665052,0.8986111111111111,0.019082929083797048,0.7631565711145842,2.7625235066666667
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_089,1.0623926096832947,0.014482405618665052,0.8986111111111111,0.019082929083797048,0.7631565711145842,3.261613449999999
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_118,1.0318148214559464,0.03358645981973132,0.40222222222222226,0.061083221407402126,0.8951990031905332,3.3303174999999996
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_131,1.0318148214559464,0.03358645981973132,0.40222222222222226,0.061083221407402126,0.8951990031905332,3.03639013
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_132,1.0318148214559464,0.03358645981973132,0.40222222222222226,0.061083221407402126,0.8951990031905332,3.1143323499999997
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_144,1.0549591366317717,0.021473634669917075,0.5538888888888888,0.024290853498357343,0.8074321869951092,5.038909356666666
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_159,1.0549591366317717,0.021473634669917075,0.5538888888888888,0.024290853498357343,0.8074321869951092,4.465689016666667
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_164,1.0583798058651002,0.015456464031603927,0.8572222222222223,0.025084673362479236,0.756827952373746,3.0136930866666662
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_170,1.0583798058651002,0.015456464031603927,0.8572222222222223,0.025084673362479236,0.756827952373746,3.1443381600000007
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_175,1.0583798058651002,0.015456464031603927,0.8572222222222223,0.025084673362479236,0.756827952373746,3.0938175833333337
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_189,1.0583798058651002,0.015456464031603927,0.8572222222222223,0.025084673362479236,0.756827952373746,2.692809316666667
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_200,1.0445687259498755,0.030846601271542633,0.49666666666666676,0.05386651023649309,0.914831372558237,8.027819776666668
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_223,1.0557452678558163,0.022211841307353587,0.4844444444444445,0.026472844147700698,0.854632945927751,7.2435362633333344
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_234,1.0557452678558163,0.022211841307353587,0.4844444444444445,0.026472844147700698,0.854632945927751,7.290438923333332
Training,syn_n100_k30_high_corr_mixed_high_vol_r02_s20260713,30,theta_237,1.0557452678558163,0.022211841307353587,0.4844444444444445,0.026472844147700698,0.854632945927751,3.210342043333333
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_011,0.9383918449111313,0.044555761860597946,0.6675,0.11704560856164675,1.0683006950306388,1.5592951566666666
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_034,0.9146360052993857,0.051330797500055404,0.18194444444444444,0.0705007709618463,1.1449891047703775,2.2540409733333333
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_037,0.9146360052993857,0.051330797500055404,0.18194444444444444,0.0705007709618463,1.1449891047703775,2.3581107066666664
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_045,0.9146360052993857,0.051330797500055404,0.18194444444444444,0.0705007709618463,1.1449891047703775,2.7353189399999995
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_047,0.9146360052993857,0.051330797500055404,0.18194444444444444,0.0705007709618463,1.1449891047703775,3.0310538133333336
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_067,0.9269374851997156,0.04193847104530941,0.23833333333333334,0.06181201059184113,1.1015728006551428,3.5957690333333328
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_076,0.9269374851997156,0.04193847104530941,0.23833333333333334,0.06181201059184113,1.1015728006551428,3.055934553333333
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_078,0.9269374851997156,0.04193847104530941,0.23833333333333334,0.06181201059184113,1.1015728006551428,3.05321042
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_084,0.9650727869961744,0.019440069264638815,0.7891666666666668,0.05965769873471258,1.1632721194071765,2.32730926
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_086,0.9650727869961744,0.019440069264638815,0.7891666666666668,0.05965769873471258,1.1632721194071765,2.955418776666667
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_089,0.9650727869961744,0.019440069264638815,0.7891666666666668,0.05965769873471258,1.1632721194071765,3.344994416666667
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_118,0.9365708657637107,0.03645284188201427,0.2513888888888889,0.06363560737969189,1.205156672577946,3.1806383000000005
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_131,0.9365708657637107,0.03645284188201427,0.2513888888888889,0.06363560737969189,1.205156672577946,3.08521254
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_132,0.9365708657637107,0.03645284188201427,0.2513888888888889,0.06363560737969189,1.205156672577946,2.977773666666667
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_144,0.9296925960116253,0.040976282572149185,0.25416666666666665,0.06610414971712644,1.1320777130382746,4.133377763333333
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_159,0.9296925960116253,0.040976282572149185,0.25416666666666665,0.06610414971712644,1.1320777130382746,4.6250175533333335
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_164,0.9674928351063637,0.017595638964262677,0.84,0.0650307576852598,1.1861850045902416,3.081663296666666
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_170,0.9674928351063637,0.017595638964262677,0.84,0.0650307576852598,1.1861850045902416,3.1904716866666663
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_175,0.9674928351063637,0.017595638964262677,0.84,0.0650307576852598,1.1861850045902416,3.1429466566666666
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_189,0.9674928351063637,0.017595638964262677,0.84,0.0650307576852598,1.1861850045902416,2.69286082
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_200,0.9322850030352517,0.03914113406778544,0.2808333333333333,0.0610537634574961,1.2010178330512,6.969631646666667
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_223,0.9305796255121748,0.04163559506027504,0.2797222222222222,0.08039546995291748,1.1366349492301002,6.828541950000001
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_234,0.9305796255121748,0.04163559506027504,0.2797222222222222,0.08039546995291748,1.1366349492301002,6.78302947
Training,syn_n100_k30_high_corr_normal_low_vol_r03_s20260718,30,theta_237,0.9305796255121748,0.04163559506027504,0.2797222222222222,0.08039546995291748,1.1366349492301002,3.1461858633333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_011,0.9975947260241897,0.023620763228205346,0.7538888888888889,0.05418396665452455,0.9496470897122459,1.46360756
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_034,0.8355952248896032,0.08691180589996167,0.29250000000000004,0.05882129828516745,0.6600140256492757,2.1434525933333335
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_037,0.8355952248896032,0.08691180589996167,0.29250000000000004,0.05882129828516745,0.6600140256492757,2.178190626666667
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_045,0.8355952248896032,0.08691180589996167,0.29250000000000004,0.05882129828516745,0.6600140256492757,2.653782556666667
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_047,0.8355952248896032,0.08691180589996167,0.29250000000000004,0.05882129828516745,0.6600140256492757,2.880557753333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_067,0.9177738853670631,0.055005294754688454,0.4855555555555556,0.06914402685998358,0.7664746265579498,2.36762827
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_076,0.9177738853670631,0.055005294754688454,0.4855555555555556,0.06914402685998358,0.7664746265579498,3.0501292600000003
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_078,0.9177738853670631,0.055005294754688454,0.4855555555555556,0.06914402685998358,0.7664746265579498,3.0311826133333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_084,0.9988016877667668,0.02439726739600167,0.8047222222222223,0.050995330671081154,0.9237737148453324,2.2999654066666664
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_086,0.9988016877667668,0.02439726739600167,0.8047222222222223,0.050995330671081154,0.9237737148453324,2.86216949
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_089,0.9988016877667668,0.02439726739600167,0.8047222222222223,0.050995330671081154,0.9237737148453324,3.4025324166666664
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_118,0.835242513228618,0.09004933663276887,0.31222222222222223,0.07361539358223422,0.6754695987307217,2.994350963333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_131,0.835242513228618,0.09004933663276887,0.31222222222222223,0.07361539358223422,0.6754695987307217,2.97836337
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_132,0.835242513228618,0.09004933663276887,0.31222222222222223,0.07361539358223422,0.6754695987307217,2.9545944533333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_144,0.8464528432245955,0.08802868196862064,0.5383333333333334,0.07795419255545573,0.5906594307456936,3.7006365433333337
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_159,0.8464528432245955,0.08802868196862064,0.5383333333333334,0.07795419255545573,0.5906594307456936,4.305898139999999
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_164,1.0047082731119386,0.021873791019818234,0.7894444444444446,0.04235730886841271,0.9686838875277693,3.009648633333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_170,1.0047082731119386,0.021873791019818234,0.7894444444444446,0.04235730886841271,0.9686838875277693,3.1673967333333337
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_175,1.0047082731119386,0.021873791019818234,0.7894444444444446,0.04235730886841271,0.9686838875277693,3.0851843166666666
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_189,1.0047082731119386,0.021873791019818234,0.7894444444444446,0.04235730886841271,0.9686838875277693,2.774387636666667
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_200,0.8387718001246722,0.08745043034970128,0.28888888888888886,0.0654766597057789,0.6799064521298548,6.549309943333335
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_223,0.8368054329077339,0.09077078048588398,0.48027777777777775,0.06673392468851283,0.6075069030708572,6.854783523333333
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_234,0.8368054329077339,0.09077078048588398,0.48027777777777775,0.06673392468851283,0.6075069030708572,7.505320656666667
Training,syn_n100_k30_low_corr_heavy_tail_high_vol_r03_s20260720,30,theta_237,0.8368054329077339,0.09077078048588398,0.48027777777777775,0.06673392468851283,0.6075069030708572,3.1595315666666672
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_011,0.9517189999745174,0.04719131962266136,0.669722222222222,0.05610096109687671,0.76343531290257,1.4539800099999998
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_034,0.864318167675282,0.07772315149907907,0.3805555555555556,0.05813015358755647,0.7191445555987646,2.2478012699999996
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_037,0.864318167675282,0.07772315149907907,0.3805555555555556,0.05813015358755647,0.7191445555987646,2.2022052100000002
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_045,0.864318167675282,0.07772315149907907,0.3805555555555556,0.05813015358755647,0.7191445555987646,2.74817272
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_047,0.864318167675282,0.07772315149907907,0.3805555555555556,0.05813015358755647,0.7191445555987646,2.9578888799999996
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_067,0.873441362579502,0.07459974373482153,0.5372222222222223,0.0869254903057013,0.6814901541185824,2.36583812
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_076,0.873441362579502,0.07459974373482153,0.5372222222222223,0.0869254903057013,0.6814901541185824,2.9737754466666666
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_078,0.873441362579502,0.07459974373482153,0.5372222222222223,0.0869254903057013,0.6814901541185824,3.093921663333333
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_084,0.9608154751912428,0.0443890406783332,0.7061111111111111,0.07023034289658578,0.7930404296346111,2.2445126
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_086,0.9608154751912428,0.0443890406783332,0.7061111111111111,0.07023034289658578,0.7930404296346111,3.1662306933333326
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_089,0.9608154751912428,0.0443890406783332,0.7061111111111111,0.07023034289658578,0.7930404296346111,3.2698533966666674
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_118,0.8762804759210844,0.07231597394962123,0.42611111111111116,0.05812637674482793,0.7311770270378396,3.0866008700000003
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_131,0.8762804759210844,0.07231597394962123,0.42611111111111116,0.05812637674482793,0.7311770270378396,3.088842696666667
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_132,0.8762804759210844,0.07231597394962123,0.42611111111111116,0.05812637674482793,0.7311770270378396,2.9939125866666667
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_144,0.8437810192575605,0.08574398831995597,0.5636111111111112,0.052223125595530585,0.5806627186888006,4.584054696666666
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_159,0.8437810192575605,0.08574398831995597,0.5636111111111112,0.052223125595530585,0.5806627186888006,3.8851990133333345
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_164,1.0123546936952856,0.028357668100120317,0.7194444444444444,0.06725691955698117,0.9165210105943115,2.877566296666666
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_170,1.0123546936952856,0.028357668100120317,0.7194444444444444,0.06725691955698117,0.9165210105943115,3.229024226666666
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_175,1.0123546936952856,0.028357668100120317,0.7194444444444444,0.06725691955698117,0.9165210105943115,3.0733184600000003
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_189,1.0123546936952856,0.028357668100120317,0.7194444444444444,0.06725691955698117,0.9165210105943115,2.383994726666667
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_200,0.9084770479723832,0.06494844960350196,0.3886111111111111,0.05741221411993642,0.8013105276731874,6.563101276666667
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_223,0.858971705807643,0.07843006757435499,0.5452777777777779,0.04883772191847275,0.6230735403963216,6.742910613333334
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_234,0.858971705807643,0.07843006757435499,0.5452777777777779,0.04883772191847275,0.6230735403963216,6.949960690000001
Training,syn_n100_k30_low_corr_normal_low_vol_r01_s20260721,30,theta_237,0.858971705807643,0.07843006757435499,0.5452777777777779,0.04883772191847275,0.6230735403963216,3.181113316666667
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_011,0.984686190077894,0.05904239095304521,0.6863888888888889,0.03594136903841165,0.6747153909032456,1.4048865533333337
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_034,1.0040291639058667,0.054073180830568314,0.4769444444444444,0.060477731621825806,0.8317169474206202,2.2225449333333334
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_037,1.0040291639058667,0.054073180830568314,0.4769444444444444,0.060477731621825806,0.8317169474206202,2.2130531700000002
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_045,1.0040291639058667,0.054073180830568314,0.4769444444444444,0.060477731621825806,0.8317169474206202,2.684689736666667
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_047,1.0040291639058667,0.054073180830568314,0.4769444444444444,0.060477731621825806,0.8317169474206202,3.0020043533333336
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_067,0.9763182841431894,0.06063968982603345,0.5602777777777778,0.04900960216934986,0.7054635922801337,2.4950940966666666
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_076,0.9763182841431894,0.06063968982603345,0.5602777777777778,0.04900960216934986,0.7054635922801337,3.023817506666667
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_078,0.9763182841431894,0.06063968982603345,0.5602777777777778,0.04900960216934986,0.7054635922801337,3.030494423333333
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_084,1.0158843921171905,0.05004963779525509,0.7222222222222224,0.04356988565125493,0.6842798258852327,2.2996629
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_086,1.0158843921171905,0.05004963779525509,0.7222222222222224,0.04356988565125493,0.6842798258852327,2.8964419833333324
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_089,1.0158843921171905,0.05004963779525509,0.7222222222222224,0.04356988565125493,0.6842798258852327,3.18084501
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_118,1.0176153846221634,0.05149125130363618,0.48138888888888887,0.05582446844321804,0.7997029089665554,2.9577371833333332
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_131,1.0176153846221634,0.05149125130363618,0.48138888888888887,0.05582446844321804,0.7997029089665554,2.91573971
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_132,1.0176153846221634,0.05149125130363618,0.48138888888888887,0.05582446844321804,0.7997029089665554,3.0975857066666674
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_144,0.9980414098403547,0.05315162967033062,0.6769444444444445,0.048549999005669635,0.6816248873689159,4.934149443333334
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_159,0.9980414098403547,0.05315162967033062,0.6769444444444445,0.048549999005669635,0.6816248873689159,4.025567233333333
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_164,1.0207890898432554,0.049130994015276624,0.7088888888888889,0.04001696922912546,0.7067960691513591,2.9043400466666673
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_170,1.0207890898432554,0.049130994015276624,0.7088888888888889,0.04001696922912546,0.7067960691513591,3.179871853333333
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_175,1.0207890898432554,0.049130994015276624,0.7088888888888889,0.04001696922912546,0.7067960691513591,3.1251964200000004
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_189,1.0207890898432554,0.049130994015276624,0.7088888888888889,0.04001696922912546,0.7067960691513591,2.5319969533333335
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_200,1.0290667414388077,0.04911753690898605,0.47222222222222227,0.06738052570895789,0.8786830869425643,6.654135503333335
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_223,1.0377015682319592,0.04192121949774462,0.6394444444444445,0.04705036385566246,0.8229386323858628,6.740334796666667
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_234,1.0377015682319592,0.04192121949774462,0.6394444444444445,0.04705036385566246,0.8229386323858628,6.793662423333334
Training,syn_n100_k30_low_corr_skewed_extreme_events_r02_s20260715,30,theta_237,1.0377015682319592,0.04192121949774462,0.6394444444444445,0.04705036385566246,0.8229386323858628,3.0917668766666675
Training,syn_n100_k30_pathological_cov_mixed_low_vol_r01_s20260717,30,theta_011,1.0813595937633107,0.022996142209692618,0.7397222222222221,0.026194678778168827,0.7153947790261945,1.5349683833333334
Training,syn_n100_k30_pathological_cov_mixed_low_vol_r01_s20260717,30,theta_034,1.0504194716243391,0.04851920136380007,0.2691666666666667,0.092141689425066,0.878566854814439,2.2618063366666665
