split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime
Training,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,theta_223,1.1873443635194043,0.04882417363414656,0.7002777777777778,0.07481749120218655,0.33793381528163624,6.771058433333334
Training,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,theta_234,1.1873443635194043,0.04882417363414656,0.7002777777777778,0.07481749120218655,0.33793381528163624,2.705748283333334
Training,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,theta_237,1.1873443635194043,0.04882417363414656,0.7002777777777778,0.07481749120218655,0.33793381528163624,3.099641383333333
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_011,0.9766475050085922,0.038239527614262706,0.725833333333333,0.028348847285693642,0.6879341136309943,1.7040353100000003
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_034,0.982615721906612,0.04141112498296115,0.46361111111111103,0.047026039320268276,0.8104114153719385,2.49321551
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_037,0.982615721906612,0.04141112498296115,0.46361111111111103,0.047026039320268276,0.8104114153719385,2.546818416666666
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_045,0.982615721906612,0.04141112498296115,0.46361111111111103,0.047026039320268276,0.8104114153719385,2.9855855066666663
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_047,0.982615721906612,0.04141112498296115,0.46361111111111103,0.047026039320268276,0.8104114153719385,4.41936925
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_067,0.9618707400452735,0.04209040021059032,0.6222222222222221,0.0417650684105914,0.7177110612002772,3.362606336666666
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_076,0.9618707400452735,0.04209040021059032,0.6222222222222221,0.0417650684105914,0.7177110612002772,3.3530103866666665
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_078,0.9618707400452735,0.04209040021059032,0.6222222222222221,0.0417650684105914,0.7177110612002772,3.45013057
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_084,0.9869078245796779,0.03502734879809372,0.7380555555555556,0.03246566993850628,0.7067089900613662,3.11169827
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_086,0.9869078245796779,0.03502734879809372,0.7380555555555556,0.03246566993850628,0.7067089900613662,2.5281967466666666
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_089,0.9869078245796779,0.03502734879809372,0.7380555555555556,0.03246566993850628,0.7067089900613662,3.7146607333333335
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_118,1.0051313433737623,0.03987004096762761,0.458611111111111,0.07151947699685222,0.8855997176203572,3.3275936066666674
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_131,1.0051313433737623,0.03987004096762761,0.458611111111111,0.07151947699685222,0.8855997176203572,3.554356543333333
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_132,1.0051313433737623,0.03987004096762761,0.458611111111111,0.07151947699685222,0.8855997176203572,3.359027226666667
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_144,0.9512498134370396,0.04378922447455975,0.6572222222222223,0.04260210575855888,0.7022522600672959,2.6482584499999997
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_159,0.9512498134370396,0.04378922447455975,0.6572222222222223,0.04260210575855888,0.7022522600672959,3.430560436666667
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_164,1.0017039826744307,0.03327873560820856,0.7174999999999999,0.03859504060595214,0.74937759464479,3.219520156666667
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_170,1.0017039826744307,0.03327873560820856,0.7174999999999999,0.03859504060595214,0.74937759464479,3.365464170000001
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_175,1.0017039826744307,0.03327873560820856,0.7174999999999999,0.03859504060595214,0.74937759464479,3.5142756100000003
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_189,1.0017039826744307,0.03327873560820856,0.7174999999999999,0.03859504060595214,0.74937759464479,7.70095002
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_200,1.0083424990105327,0.04203422426112181,0.4669444444444444,0.0671725030028831,0.9115253955202327,7.3652363633333335
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_223,0.9654640408782719,0.042222290502633666,0.5950000000000001,0.04000878485685005,0.7387346340434419,7.346940460000001
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_234,0.9654640408782719,0.042222290502633666,0.5950000000000001,0.04000878485685005,0.7387346340434419,3.2420504433333335
Training,syn_n200_k20_cluster_corr_heavy_tail_low_vol_r02_s20260747,40,theta_237,0.9654640408782719,0.042222290502633666,0.5950000000000001,0.04000878485685005,0.7387346340434419,3.41968076
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_011,0.9704735860837592,0.06929343628668942,0.5661111111111111,0.049153180870049565,0.6459446404871307,1.7005597433333328
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_034,0.9756802192719245,0.0701501139668983,0.18250000000000002,0.055586308156661685,0.8603150167635701,2.507341116666667
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_037,0.9756802192719245,0.0701501139668983,0.18250000000000002,0.055586308156661685,0.8603150167635701,2.484416953333333
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_045,0.9756802192719245,0.0701501139668983,0.18250000000000002,0.055586308156661685,0.8603150167635701,2.96113219
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_047,0.9756802192719245,0.0701501139668983,0.18250000000000002,0.055586308156661685,0.8603150167635701,4.5278173666666675
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_067,0.9618556466636003,0.07235375510468807,0.3002777777777778,0.0510034541777591,0.727881374592586,3.0692367633333335
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_076,0.9618556466636003,0.07235375510468807,0.3002777777777778,0.0510034541777591,0.727881374592586,3.279064513333333
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_078,0.9618556466636003,0.07235375510468807,0.3002777777777778,0.0510034541777591,0.727881374592586,3.3816753766666663
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_084,1.0047424228032145,0.055969810651455926,0.6063888888888888,0.06016851586357002,0.7541705046326288,2.6432503500000006
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_086,1.0047424228032145,0.055969810651455926,0.6063888888888888,0.06016851586357002,0.7541705046326288,2.4950512633333335
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_089,1.0047424228032145,0.055969810651455926,0.6063888888888888,0.06016851586357002,0.7541705046326288,3.425396243333333
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_118,0.9642058559556675,0.07179576831830006,0.1930555555555556,0.08168051776671256,0.8689767598316648,3.29979908
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_131,0.9642058559556675,0.07179576831830006,0.1930555555555556,0.08168051776671256,0.8689767598316648,3.4818004899999995
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_132,0.9642058559556675,0.07179576831830006,0.1930555555555556,0.08168051776671256,0.8689767598316648,3.3404559833333334
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_144,0.9623429228100346,0.07165980338132354,0.36555555555555563,0.05294422943116749,0.7134781248024105,2.52929432
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_159,0.9623429228100346,0.07165980338132354,0.36555555555555563,0.05294422943116749,0.7134781248024105,3.2159528833333337
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_164,0.9977584800787621,0.06027638078182107,0.5538888888888888,0.05570551607194165,0.6975845041847194,3.15224516
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_170,0.9977584800787621,0.06027638078182107,0.5538888888888888,0.05570551607194165,0.6975845041847194,3.41304161
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_175,0.9977584800787621,0.06027638078182107,0.5538888888888888,0.05570551607194165,0.6975845041847194,3.3885399266666667
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_189,0.9977584800787621,0.06027638078182107,0.5538888888888888,0.05570551607194165,0.6975845041847194,7.1567736433333335
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_200,0.9839588643510714,0.06544926992001424,0.1788888888888889,0.06435253072062865,0.9579682133717607,7.1875277566666655
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_223,0.9702558333313361,0.06838426505870573,0.33416666666666667,0.056610382322830534,0.7462917808863208,7.1774965633333325
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_234,0.9702558333313361,0.06838426505870573,0.33416666666666667,0.056610382322830534,0.7462917808863208,3.0120681166666663
Training,syn_n200_k20_cluster_corr_mixed_extreme_events_r03_s20260752,40,theta_237,0.9702558333313361,0.06838426505870573,0.33416666666666667,0.056610382322830534,0.7462917808863208,3.317767896666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_011,0.9873943343245044,0.054070865095660295,0.6352777777777778,0.03782618855458704,0.5933329608492972,1.6656952633333333
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_034,1.0027143862850467,0.05420402997346432,0.3019444444444444,0.04684746577914681,0.7450487200895461,2.56196859
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_037,1.0027143862850467,0.05420402997346432,0.3019444444444444,0.04684746577914681,0.7450487200895461,2.4762303266666668
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_045,1.0027143862850467,0.05420402997346432,0.3019444444444444,0.04684746577914681,0.7450487200895461,3.1361322266666662
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_047,1.0027143862850467,0.05420402997346432,0.3019444444444444,0.04684746577914681,0.7450487200895461,4.592806133333334
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_067,0.996929902953083,0.052884366077859804,0.4,0.04867658131505572,0.6756528435667445,2.6695953133333328
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_076,0.996929902953083,0.052884366077859804,0.4,0.04867658131505572,0.6756528435667445,3.299537623333334
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_078,0.996929902953083,0.052884366077859804,0.4,0.04867658131505572,0.6756528435667445,3.7308960866666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_084,0.9947279410579806,0.05109989714826975,0.6527777777777779,0.03525238440319452,0.6065011231718584,2.8550463233333327
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_086,0.9947279410579806,0.05109989714826975,0.6527777777777779,0.03525238440319452,0.6065011231718584,2.434791836666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_089,0.9947279410579806,0.05109989714826975,0.6527777777777779,0.03525238440319452,0.6065011231718584,3.197052796666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_118,1.0091368193738197,0.05520224442215081,0.29277777777777775,0.06968082363599871,0.8230988180081147,3.3966632433333337
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_131,1.0091368193738197,0.05520224442215081,0.29277777777777775,0.06968082363599871,0.8230988180081147,3.2204939733333338
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_132,1.0091368193738197,0.05520224442215081,0.29277777777777775,0.06968082363599871,0.8230988180081147,3.4291513966666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_144,1.0037911725574804,0.04837078883557819,0.5313888888888889,0.0394855133838461,0.6569055253681404,2.55676651
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_159,1.0037911725574804,0.04837078883557819,0.5313888888888889,0.0394855133838461,0.6569055253681404,3.1925543199999997
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_164,1.0095656083580606,0.04704114627093665,0.6525000000000001,0.05037039728393451,0.632659548308734,3.0586902466666666
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_170,1.0095656083580606,0.04704114627093665,0.6525000000000001,0.05037039728393451,0.632659548308734,3.2876913033333333
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_175,1.0095656083580606,0.04704114627093665,0.6525000000000001,0.05037039728393451,0.632659548308734,3.347993086666667
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_189,1.0095656083580606,0.04704114627093665,0.6525000000000001,0.05037039728393451,0.632659548308734,7.074630290000001
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_200,1.0355204787951702,0.04836389231482527,0.3002777777777777,0.05509122992069249,0.8323633471746444,7.148003293333334
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_223,0.9970824769992434,0.051921362764222975,0.5016666666666666,0.041597796852314455,0.6654776234946844,7.110421463333334
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_234,0.9970824769992434,0.051921362764222975,0.5016666666666666,0.041597796852314455,0.6654776234946844,2.9496053966666675
Training,syn_n200_k20_cluster_corr_skewed_high_vol_r01_s20260750,40,theta_237,0.9970824769992434,0.051921362764222975,0.5016666666666666,0.041597796852314455,0.6654776234946844,3.297922353333333
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_011,1.0038379132722992,0.13867840895808617,0.14888888888888893,0.11618591289370277,0.4213830541209349,1.5637985199999997
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_034,1.0376970833283354,0.08026821191942067,0.1375,0.10558458488851798,0.8045416072847438,2.356846913333333
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_037,1.0376970833283354,0.08026821191942067,0.1375,0.10558458488851798,0.8045416072847438,2.377102773333333
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_045,1.0376970833283354,0.08026821191942067,0.1375,0.10558458488851798,0.8045416072847438,2.878000676666667
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_047,1.0376970833283354,0.08026821191942067,0.1375,0.10558458488851798,0.8045416072847438,3.7349010499999995
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_067,1.0496488536191853,0.09027229063257944,0.26138888888888884,0.12522078327896208,0.6292104775225033,3.3656869
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_076,1.0496488536191853,0.09027229063257944,0.26138888888888884,0.12522078327896208,0.6292104775225033,3.2705437366666663
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_078,1.0496488536191853,0.09027229063257944,0.26138888888888884,0.12522078327896208,0.6292104775225033,3.437829463333333
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_084,1.0367873307786473,0.09819398390200007,0.18361111111111109,0.1166949289048677,0.5652058630813079,2.6968347200000005
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_086,1.0367873307786473,0.09819398390200007,0.18361111111111109,0.1166949289048677,0.5652058630813079,2.4341758366666664
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_089,1.0367873307786473,0.09819398390200007,0.18361111111111109,0.1166949289048677,0.5652058630813079,3.2063380499999994
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_118,1.0520006022684694,0.07082975119611487,0.20611111111111108,0.10888695298402706,0.7786235509242038,3.3341468666666665
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_131,1.0520006022684694,0.07082975119611487,0.20611111111111108,0.10888695298402706,0.7786235509242038,3.2760323733333334
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_132,1.0520006022684694,0.07082975119611487,0.20611111111111108,0.10888695298402706,0.7786235509242038,3.27305452
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_144,1.0570357690029604,0.0817568124375607,0.30083333333333323,0.12839273017536448,0.6373612273800807,2.4239977733333338
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_159,1.0570357690029604,0.0817568124375607,0.30083333333333323,0.12839273017536448,0.6373612273800807,3.0404135433333335
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_164,1.0587684477210175,0.0710162332559266,0.31111111111111106,0.09939191049091271,0.6762054471531955,3.0223650066666665
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_170,1.0587684477210175,0.0710162332559266,0.31111111111111106,0.09939191049091271,0.6762054471531955,3.22782306
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_175,1.0587684477210175,0.0710162332559266,0.31111111111111106,0.09939191049091271,0.6762054471531955,3.19113694
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_189,1.0587684477210175,0.0710162332559266,0.31111111111111106,0.09939191049091271,0.6762054471531955,6.530203106666668
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_200,1.0554179025347292,0.070812201710507,0.24722222222222223,0.11979187068916518,0.8443269345057983,6.864835270000001
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_223,1.0683254280006347,0.06596040719896168,0.3188888888888889,0.1173253546671775,0.730931182241362,6.904446820000001
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_234,1.0683254280006347,0.06596040719896168,0.3188888888888889,0.1173253546671775,0.730931182241362,2.9352103966666667
Training,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,theta_237,1.0683254280006347,0.06596040719896168,0.3188888888888889,0.1173253546671775,0.730931182241362,3.150221596666667
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_011,1.0181432072892955,0.035721252752169835,0.5225000000000001,0.04967081701005764,0.7588907966876945,1.672778403333333
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_034,0.9696914845723057,0.07956657709922438,0.0711111111111111,0.08078556435554339,0.946336622870612,2.4667054666666663
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_037,0.9696914845723057,0.07956657709922438,0.0711111111111111,0.08078556435554339,0.946336622870612,2.488362986666667
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_045,0.9696914845723057,0.07956657709922438,0.0711111111111111,0.08078556435554339,0.946336622870612,3.0397869566666667
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_047,0.9696914845723057,0.07956657709922438,0.0711111111111111,0.08078556435554339,0.946336622870612,4.6444811233333345
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_067,0.9897869673014242,0.058390118611334786,0.1238888888888889,0.05982949323574824,0.832510215609928,3.356873379999999
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_076,0.9897869673014242,0.058390118611334786,0.1238888888888889,0.05982949323574824,0.832510215609928,3.379920773333333
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_078,0.9897869673014242,0.058390118611334786,0.1238888888888889,0.05982949323574824,0.832510215609928,3.4396899700000003
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_084,1.0356833349725387,0.027872108393044905,0.6144444444444443,0.051433437742901524,0.8567618676589495,3.141473463333333
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_086,1.0356833349725387,0.027872108393044905,0.6144444444444443,0.051433437742901524,0.8567618676589495,2.4748652133333335
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_089,1.0356833349725387,0.027872108393044905,0.6144444444444443,0.051433437742901524,0.8567618676589495,3.2231487566666663
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_118,0.9800558659924523,0.07181234211144773,0.06888888888888887,0.06562183636251558,0.9578405360161668,3.3671595066666664
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_131,0.9800558659924523,0.07181234211144773,0.06888888888888887,0.06562183636251558,0.9578405360161668,3.2914656233333335
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_132,0.9800558659924523,0.07181234211144773,0.06888888888888887,0.06562183636251558,0.9578405360161668,3.554178503333333
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_144,0.9722260807932237,0.07331815687377001,0.04861111111111112,0.06661761209042491,0.8277170568547813,2.5319435500000003
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_159,0.9722260807932237,0.07331815687377001,0.04861111111111112,0.06661761209042491,0.8277170568547813,3.27523998
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_164,1.0325476763771906,0.029406607195944366,0.5275000000000001,0.04003909950910329,0.9017953077226272,3.162143103333334
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_170,1.0325476763771906,0.029406607195944366,0.5275000000000001,0.04003909950910329,0.9017953077226272,3.23284588
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_175,1.0325476763771906,0.029406607195944366,0.5275000000000001,0.04003909950910329,0.9017953077226272,3.3424151333333336
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_189,1.0325476763771906,0.029406607195944366,0.5275000000000001,0.04003909950910329,0.9017953077226272,7.359384713333332
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_200,0.9817876649378021,0.07540447875446454,0.052777777777777785,0.0849536348242357,0.9830388786064749,7.18149915
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_223,0.9621919788497395,0.07965325382103038,0.06833333333333333,0.08209353646211895,0.8694851503408055,7.134587856666667
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_234,0.9621919788497395,0.07965325382103038,0.06833333333333333,0.08209353646211895,0.8694851503408055,3.5472714233333336
Training,syn_n200_k20_high_corr_mixed_high_vol_r02_s20260749,40,theta_237,0.9621919788497395,0.07965325382103038,0.06833333333333333,0.08209353646211895,0.8694851503408055,3.3266687200000007
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_011,0.9883766611062355,0.07805351217987405,0.3613888888888888,0.09798493382942271,0.6362180993480127,1.6454440333333331
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_034,1.0156530338091643,0.06661266476168094,0.18083333333333335,0.08266107922494116,0.794682826992737,2.45093465
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_037,1.0156530338091643,0.06661266476168094,0.18083333333333335,0.08266107922494116,0.794682826992737,2.60114892
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_045,1.0156530338091643,0.06661266476168094,0.18083333333333335,0.08266107922494116,0.794682826992737,2.9034008533333333
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_047,1.0156530338091643,0.06661266476168094,0.18083333333333335,0.08266107922494116,0.794682826992737,3.8093808400000007
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_067,1.0363217647459058,0.056238931510627525,0.3069444444444444,0.07472095662567074,0.7573060891981694,3.2665398800000003
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_076,1.0363217647459058,0.056238931510627525,0.3069444444444444,0.07472095662567074,0.7573060891981694,3.3157730966666668
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_078,1.0363217647459058,0.056238931510627525,0.3069444444444444,0.07472095662567074,0.7573060891981694,3.4386799033333335
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_084,1.020132034234033,0.06077934440236104,0.41444444444444445,0.0843972473488365,0.6901959993023485,2.7953596
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_086,1.020132034234033,0.06077934440236104,0.41444444444444445,0.0843972473488365,0.6901959993023485,2.439333576666667
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_089,1.020132034234033,0.06077934440236104,0.41444444444444445,0.0843972473488365,0.6901959993023485,3.316900476666667
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_118,1.0314325612889377,0.06067604294517843,0.2777777777777778,0.08248665846775796,0.8045219356276888,3.2750433033333333
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_131,1.0314325612889377,0.06067604294517843,0.2777777777777778,0.08248665846775796,0.8045219356276888,3.3086328033333343
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_132,1.0314325612889377,0.06067604294517843,0.2777777777777778,0.08248665846775796,0.8045219356276888,3.2607324733333334
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_144,1.0402024500954732,0.05199259999184239,0.2816666666666667,0.0613951418270922,0.8024964233185498,2.5252752733333335
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_159,1.0402024500954732,0.05199259999184239,0.2816666666666667,0.0613951418270922,0.8024964233185498,3.1452504566666666
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_164,0.9873516661771295,0.07848864573987843,0.37583333333333335,0.10432928588241558,0.6808877465455441,3.1147845833333334
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_170,0.9873516661771295,0.07848864573987843,0.37583333333333335,0.10432928588241558,0.6808877465455441,3.2482596333333333
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_175,0.9873516661771295,0.07848864573987843,0.37583333333333335,0.10432928588241558,0.6808877465455441,3.1598353633333334
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_189,0.9873516661771295,0.07848864573987843,0.37583333333333335,0.10432928588241558,0.6808877465455441,7.387854510000001
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_200,1.0195717253372967,0.06697297475614922,0.3583333333333333,0.09309199726307553,0.8158824682093313,7.059666590000001
Training,syn_n200_k20_high_corr_normal_low_vol_r03_s20260754,40,theta_223,1.039046166157989,0.05370253111398727,0.3502777777777778,0.08243432689876411,0.7789172376615119,7.010937080000001
