split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime,rank_HV,rank_IGD,rank_PF_Overlap,rank_PF_Drift,rank_Runtime,LabelScore,ThetaRank,source_theta_id,source_operator,source_migration,source_elite_ratio,source_archive_strategy,source_constraint_handling,subpops,operatorMode,exchangeMode,eliteRatio,stagnationThreshold,theta,archiveLimitFactor,consensusArchive,archiveConsWeight,bestGuide,minSubpopSize,C_LabelScore,C_ThetaRank
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_118,1.0843433439580434,0.0130023441507148,0.9416666666666668,0.0325994027603164,0.85389900697979,3.2579660500000003,18.0,19.0,19.0,19.0,13.0,17.6,19,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,18.8,18
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_131,1.0843433439580434,0.0130023441507148,0.9416666666666668,0.0325994027603164,0.85389900697979,3.0257043,18.0,19.0,19.0,19.0,7.0,16.4,18,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,18.8,19
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_132,1.0843433439580434,0.0130023441507148,0.9416666666666668,0.0325994027603164,0.85389900697979,3.425142346666667,18.0,19.0,19.0,19.0,17.0,18.4,21,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,18.8,20
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_034,1.0760470257197725,0.0185250636405085,0.9269444444444446,0.0355156947694374,0.8667908590691866,2.4310353900000004,22.5,22.5,22.5,22.5,2.0,18.4,20,theta_034,DE/best,none,10%,crowding-pruned,repair+feasible-first,2,best2,none,0.1,5,0.0769230769230769,5,0,0,rank,1,22.5,21
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_037,1.0760470257197725,0.0185250636405085,0.9269444444444446,0.0355156947694374,0.8667908590691866,2.965734536666667,22.5,22.5,22.5,22.5,6.0,19.2,23,theta_037,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,2,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,22.5,22
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_045,1.0760470257197725,0.0185250636405085,0.9269444444444446,0.0355156947694374,0.8667908590691866,2.9192436,22.5,22.5,22.5,22.5,5.0,19.0,22,theta_045,DE/best,fixed,10%,crowding-pruned,repair+feasible-first,2,best2,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,22.5,23
Training,syn_n100_k20_high_corr_heavy_tail_extreme_events_r01_s20260710,20,theta_047,1.0760470257197725,0.0185250636405085,0.9269444444444446,0.0355156947694374,0.8667908590691866,3.210486753333333,22.5,22.5,22.5,22.5,11.0,20.2,24,theta_047,DE/best,adaptive,1%,crowding-pruned,repair+feasible-first,2,best2,stable,0.01,10,0.0769230769230769,5,0,0,rank,1,22.5,24
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_084,0.978581446359974,0.0211843910894481,0.7488888888888887,0.0276358966913626,0.974762568560568,2.2939874866666665,13.0,2.0,2.0,2.0,3.0,4.4,1,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,4.2,1
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_086,0.978581446359974,0.0211843910894481,0.7488888888888887,0.0276358966913626,0.974762568560568,2.3269890333333336,13.0,2.0,2.0,2.0,4.0,4.6,2,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,4.2,2
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_089,0.978581446359974,0.0211843910894481,0.7488888888888887,0.0276358966913626,0.974762568560568,3.3196675766666663,13.0,2.0,2.0,2.0,18.0,7.4,5,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,4.2,3
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_067,0.9858879509072296,0.0230390311323827,0.6186111111111111,0.0381964758425659,1.0581283423287968,3.788257273333334,2.0,5.0,13.0,6.0,19.0,9.0,7,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,7.1,4
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_076,0.9858879509072296,0.0230390311323827,0.6186111111111111,0.0381964758425659,1.0581283423287968,2.925571273333333,2.0,5.0,13.0,6.0,8.0,6.8,3,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,7.1,5
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_078,0.9858879509072296,0.0230390311323827,0.6186111111111111,0.0381964758425659,1.0581283423287968,3.0044499966666667,2.0,5.0,13.0,6.0,11.0,7.4,4,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,7.1,6
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_011,0.972430933699962,0.0244122030680815,0.6997222222222221,0.0310973685466825,0.9660526747033904,1.4749956466666667,23.0,10.0,4.0,4.0,1.0,8.4,6,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,9.0,7
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_223,0.9850250433581736,0.023448736240111,0.6699999999999999,0.0485753254851697,1.0625970410942285,6.865535220000001,5.0,8.0,6.0,19.0,22.0,12.0,11,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,10.100000000000001,8
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_234,0.9850250433581736,0.023448736240111,0.6699999999999999,0.0485753254851697,1.0625970410942285,7.46344221,5.0,8.0,6.0,19.0,24.0,12.4,13,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,10.100000000000001,9
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_237,0.9850250433581736,0.023448736240111,0.6699999999999999,0.0485753254851697,1.0625970410942285,3.1766845699999995,5.0,8.0,6.0,19.0,17.0,11.0,8,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,10.100000000000001,10
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_164,0.975000149346505,0.0253713821169512,0.6380555555555555,0.0427003587311463,1.00542610778187,2.8760779600000004,16.5,17.5,9.5,9.5,7.0,12.0,10,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,12.5,11
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_170,0.975000149346505,0.0253713821169512,0.6380555555555555,0.0427003587311463,1.00542610778187,2.9701103000000004,16.5,17.5,9.5,9.5,9.0,12.4,12,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,12.5,12
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_175,0.975000149346505,0.0253713821169512,0.6380555555555555,0.0427003587311463,1.00542610778187,3.12211905,16.5,17.5,9.5,9.5,16.0,13.8,17,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,12.5,13
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_189,0.975000149346505,0.0253713821169512,0.6380555555555555,0.0427003587311463,1.00542610778187,5.16330781,16.5,17.5,9.5,9.5,21.0,14.8,19,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,12.5,14
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_118,0.9827811854408316,0.0247066487993876,0.6002777777777777,0.0446053942969616,1.0837822094192664,3.03554853,10.0,14.0,16.0,13.0,13.0,13.2,15,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,13.500000000000002,15
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_131,0.9827811854408316,0.0247066487993876,0.6002777777777777,0.0446053942969616,1.0837822094192664,3.0136109233333337,10.0,14.0,16.0,13.0,12.0,13.0,14,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,13.500000000000002,16
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_132,0.9827811854408316,0.0247066487993876,0.6002777777777777,0.0446053942969616,1.0837822094192664,3.081261103333333,10.0,14.0,16.0,13.0,15.0,13.6,16,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,13.500000000000002,17
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_144,0.9845608114459916,0.0246577239527737,0.5855555555555555,0.0480248334449859,1.0542842875579888,3.79111745,7.5,11.5,18.5,16.5,20.0,14.8,18,theta_144,mixed,none,10%,crowding-pruned,repair+feasible-first,3,mixed,none,0.1,20,0.0769230769230769,5,0,0,rank,1,14.3,18
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_159,0.9845608114459916,0.0246577239527737,0.5855555555555555,0.0480248334449859,1.0542842875579888,2.746054683333333,7.5,11.5,18.5,16.5,5.0,11.8,9,theta_159,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,3,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,14.3,19
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_200,0.9721559297079048,0.0317428398275195,0.5447222222222223,0.0455739950376532,1.095922271574037,7.414466616666666,24.0,24.0,20.0,15.0,23.0,21.2,24,theta_200,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,5,best2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,20.1,20
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_034,0.9738896259970424,0.0313655811136015,0.4597222222222222,0.0602286881280304,1.075108241457524,2.25351527,20.5,21.5,22.5,22.5,2.0,17.8,20,theta_034,DE/best,none,10%,crowding-pruned,repair+feasible-first,2,best2,none,0.1,5,0.0769230769230769,5,0,0,rank,1,21.9,21
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_037,0.9738896259970424,0.0313655811136015,0.4597222222222222,0.0602286881280304,1.075108241457524,3.0774135,20.5,21.5,22.5,22.5,14.0,20.2,23,theta_037,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,2,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,21.9,22
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_045,0.9738896259970424,0.0313655811136015,0.4597222222222222,0.0602286881280304,1.075108241457524,2.767820043333333,20.5,21.5,22.5,22.5,6.0,18.6,21,theta_045,DE/best,fixed,10%,crowding-pruned,repair+feasible-first,2,best2,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,21.9,23
Training,syn_n100_k20_high_corr_mixed_high_vol_r02_s20260701,20,theta_047,0.9738896259970424,0.0313655811136015,0.4597222222222222,0.0602286881280304,1.075108241457524,3.0034036233333343,20.5,21.5,22.5,22.5,10.0,19.4,22,theta_047,DE/best,adaptive,1%,crowding-pruned,repair+feasible-first,2,best2,stable,0.01,10,0.0769230769230769,5,0,0,rank,1,21.9,24
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_084,0.9765841758864476,0.0253973817400389,0.7413888888888889,0.0288697083075575,0.9760863078887524,2.3111383733333337,10.0,11.0,5.0,2.0,3.0,6.2,1,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,6.3,1
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_086,0.9765841758864476,0.0253973817400389,0.7413888888888889,0.0288697083075575,0.9760863078887524,2.755382983333333,10.0,11.0,5.0,2.0,6.0,6.8,3,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,6.3,2
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_089,0.9765841758864476,0.0253973817400389,0.7413888888888889,0.0288697083075575,0.9760863078887524,3.228594190000001,10.0,11.0,5.0,2.0,16.0,8.8,6,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,6.3,3
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_223,0.9782488618722432,0.0228948330496332,0.7552777777777779,0.0471866336408273,1.140930233461268,7.100823963333332,7.0,2.0,2.0,15.0,22.0,9.6,8,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,6.9,4
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_234,0.9782488618722432,0.0228948330496332,0.7552777777777779,0.0471866336408273,1.140930233461268,7.719277356666667,7.0,2.0,2.0,15.0,23.0,9.8,9,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,6.9,5
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_237,0.9782488618722432,0.0228948330496332,0.7552777777777779,0.0471866336408273,1.140930233461268,3.2263845900000003,7.0,2.0,2.0,15.0,15.0,8.2,5,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,6.9,6
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_011,0.9740913558751044,0.0253228607895828,0.7291666666666665,0.0297357045992544,0.975846196734809,1.5414460100000005,12.0,9.0,7.0,4.0,1.0,6.6,2,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,7.500000000000001,7
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_144,0.9791686851509344,0.0242499866441905,0.7186111111111112,0.0404701000396917,1.1104388271324557,4.62300538,1.5,7.5,11.5,9.5,20.0,10.0,10,theta_144,mixed,none,10%,crowding-pruned,repair+feasible-first,3,mixed,none,0.1,20,0.0769230769230769,5,0,0,rank,1,8.1,8
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_159,0.9791686851509344,0.0242499866441905,0.7186111111111112,0.0404701000396917,1.1104388271324557,2.8887964299999997,1.5,7.5,11.5,9.5,8.0,7.6,4,theta_159,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,3,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,8.1,9
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_118,0.9789667800819074,0.0232554570632067,0.6538888888888887,0.0480115407081903,1.1428300130492692,3.3393716333333328,4.0,5.0,15.0,18.0,19.0,12.2,13,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,11.7,10
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_131,0.9789667800819074,0.0232554570632067,0.6538888888888887,0.0480115407081903,1.1428300130492692,2.7501027833333325,4.0,5.0,15.0,18.0,5.0,9.4,7,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,11.7,11
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_132,0.9789667800819074,0.0232554570632067,0.6538888888888887,0.0480115407081903,1.1428300130492692,3.0750506899999994,4.0,5.0,15.0,18.0,13.0,11.0,11,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,11.7,12
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_067,0.9725923077710836,0.0268872015664095,0.7202777777777777,0.0417403071981282,1.1222761084755102,2.894222143333333,14.0,14.0,9.0,12.0,9.0,11.6,12,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,11.9,13
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_076,0.9725923077710836,0.0268872015664095,0.7202777777777777,0.0417403071981282,1.1222761084755102,3.277772853333333,14.0,14.0,9.0,12.0,18.0,13.4,15,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,11.9,14
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_078,0.9725923077710836,0.0268872015664095,0.7202777777777777,0.0417403071981282,1.1222761084755102,3.152433573333333,14.0,14.0,9.0,12.0,14.0,12.6,14,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,11.9,15
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_164,0.966120122724558,0.0308472241005366,0.6536111111111111,0.0373308444601402,0.9848083992689356,2.951541993333334,22.5,22.5,18.5,6.5,10.0,16.0,16,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,16.5,16
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_170,0.966120122724558,0.0308472241005366,0.6536111111111111,0.0373308444601402,0.9848083992689356,3.02633035,22.5,22.5,18.5,6.5,11.0,16.2,18,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,16.5,17
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_175,0.966120122724558,0.0308472241005366,0.6536111111111111,0.0373308444601402,0.9848083992689356,3.269770813333334,22.5,22.5,18.5,6.5,17.0,17.4,21,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,16.5,18
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_189,0.966120122724558,0.0308472241005366,0.6536111111111111,0.0373308444601402,0.9848083992689356,5.23319513,22.5,22.5,18.5,6.5,21.0,18.2,23,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,16.5,19
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_200,0.9691390831418576,0.0294502898040654,0.6608333333333333,0.0566745924061194,1.14320642176759,8.73704099,20.0,20.0,13.0,24.0,24.0,20.2,24,theta_200,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,5,best2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,19.1,20
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_034,0.9716113173709222,0.0287837079277555,0.5975,0.051378552132551,1.1581762730624556,2.2806414466666665,17.5,17.5,22.5,21.5,2.0,16.2,17,theta_034,DE/best,none,10%,crowding-pruned,repair+feasible-first,2,best2,none,0.1,5,0.0769230769230769,5,0,0,rank,1,20.2,21
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_037,0.9716113173709222,0.0287837079277555,0.5975,0.051378552132551,1.1581762730624556,2.47762917,17.5,17.5,22.5,21.5,4.0,16.6,19,theta_037,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,2,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,20.2,22
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_045,0.9716113173709222,0.0287837079277555,0.5975,0.051378552132551,1.1581762730624556,2.828143563333333,17.5,17.5,22.5,21.5,7.0,17.2,20,theta_045,DE/best,fixed,10%,crowding-pruned,repair+feasible-first,2,best2,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,20.2,23
Training,syn_n100_k20_high_corr_normal_low_vol_r03_s20260708,20,theta_047,0.9716113173709222,0.0287837079277555,0.5975,0.051378552132551,1.1581762730624556,3.0415573866666668,17.5,17.5,22.5,21.5,12.0,18.2,22,theta_047,DE/best,adaptive,1%,crowding-pruned,repair+feasible-first,2,best2,stable,0.01,10,0.0769230769230769,5,0,0,rank,1,20.2,24
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_084,0.9930341273091222,0.0673946845308015,0.6569444444444444,0.0639442452310916,0.9254493059693228,2.2895243733333333,2.0,2.0,6.0,2.0,4.0,3.2,1,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,3.1999999999999997,1
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_086,0.9930341273091222,0.0673946845308015,0.6569444444444444,0.0639442452310916,0.9254493059693228,2.753708963333333,2.0,2.0,6.0,2.0,7.0,3.8,2,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,3.1999999999999997,2
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_089,0.9930341273091222,0.0673946845308015,0.6569444444444444,0.0639442452310916,0.9254493059693228,3.3217734066666678,2.0,2.0,6.0,2.0,18.0,6.0,3,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,3.1999999999999997,3
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_011,0.9637834180204088,0.0857329459333143,0.625,0.0684675691880695,0.8504957926561337,1.4820719866666667,8.0,8.0,8.0,8.0,1.0,6.6,4,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,8.0,4
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_164,0.980036988103802,0.0790750021617675,0.6655555555555556,0.0887075376134425,0.8976332080928725,2.870736433333333,5.5,5.5,2.5,21.5,10.0,9.0,5,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,9.4,5
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_170,0.980036988103802,0.0790750021617675,0.6655555555555556,0.0887075376134425,0.8976332080928725,3.21865788,5.5,5.5,2.5,21.5,16.0,10.2,6,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,9.4,6
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_175,0.980036988103802,0.0790750021617675,0.6655555555555556,0.0887075376134425,0.8976332080928725,3.2232952600000004,5.5,5.5,2.5,21.5,17.0,10.4,7,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,9.4,7
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_189,0.980036988103802,0.0790750021617675,0.6655555555555556,0.0887075376134425,0.8976332080928725,5.0151240800000005,5.5,5.5,2.5,21.5,21.0,11.2,10,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,9.4,8
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_067,0.9343324199991556,0.0965981141321793,0.5080555555555555,0.0708572787975263,0.8410594596976056,2.800615806666666,11.0,14.0,10.0,10.0,9.0,10.8,9,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,11.0,9
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_076,0.9343324199991556,0.0965981141321793,0.5080555555555555,0.0708572787975263,0.8410594596976056,3.0770718500000003,11.0,14.0,10.0,10.0,13.0,11.6,11,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,11.0,10
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_078,0.9343324199991556,0.0965981141321793,0.5080555555555555,0.0708572787975263,0.8410594596976056,2.77144664,11.0,14.0,10.0,10.0,8.0,10.6,8,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,11.0,11
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_223,0.9075161670552,0.1159440546610284,0.4844444444444444,0.0714875437408409,0.7573386547411942,6.962821493333333,17.0,17.0,15.0,13.0,22.0,16.8,21,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,15.200000000000001,12
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_234,0.9075161670552,0.1159440546610284,0.4844444444444444,0.0714875437408409,0.7573386547411942,7.386960500000001,17.0,17.0,15.0,13.0,23.0,17.0,22,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,15.200000000000001,13
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_237,0.9075161670552,0.1159440546610284,0.4844444444444444,0.0714875437408409,0.7573386547411942,3.143507323333333,17.0,17.0,15.0,13.0,14.0,15.2,18,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,15.200000000000001,14
Training,syn_n100_k20_low_corr_heavy_tail_high_vol_r03_s20260704,20,theta_118,0.9285958639377708,0.0949957512960098,0.3883333333333333,0.0783852172296868,0.8894956667236877,3.03294542,14.0,11.0,19.0,16.0,12.0,14.4,15,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,15.5,15
