package_path,size_bytes,file_count,sha256
raw_pf/raw_pf_csv_part01.zip,181845188,15056,f73bd0ddf836dd7cb519e81cc18db76e71cac920f6f0d2fd06ce81180092d59d
raw_pf/raw_pf_csv_part02.zip,189646960,16477,cb4229901c83e7342f56ec7ff068c3ae7f64679b42424dc833e6fcf40efd62a1
raw_pf/raw_pf_csv_part03.zip,175263401,16036,23b7266e2583e4a630445c877764c5e70d5466c5698af0d28ddd769682a8c84d
raw_pf/raw_pf_csv_part04.zip,158106626,10539,6dcfef52d6be1d88e5af0fb3bc0bae9bd36104d40bee9670da75bf00c1b7d456
raw_pf/raw_pf_csv_part05.zip,124047971,8003,6a8259563f4258b3782b09514acefa9f50f60b058f16380f256acb97bcd04606
raw_pf/raw_pf_csv_part06.zip,43864916,2721,bc664f8b1c1086b7ec3f7b5138e92346ef9ac77279bc4172f6322db0a5219af3
