split,instance,K,method,runs,theta_ids,N,maxFE,rng_policy,seed_policy,PF_Drift,HV,IGD,PF_Overlap,Diversity,Runtime,PF_Size,PF_Feasible_Rate,Population_Feasible_Rate,PF_Mean_Violation,PF_Max_Violation,Population_Mean_Violation,Population_Max_Violation
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.07334412126367441,1.0082997816955435,0.04168387712994823,0.45638888888888896,1.0223587235977885,2.49159688,89.26666666666667,1.0,1.0,3.615198626542612e-16,1.180537149518083e-15,3.6137759451548844e-16,1.2027416100105863e-15
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.058203613787256595,1.1855426773231614,0.03659309754909628,0.7366666666666666,0.41101131641038274,2.3491058499999995,44.7,1.0,1.0,3.843419181185534e-16,1.1546319456101628e-15,3.8276789145659985e-16,1.2656542480726785e-15
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.16675288566270782,0.98254396998009,0.11286350635253704,0.20916666666666664,0.8340961385467285,1.8660592433333332,44.166666666666664,1.0,1.0,3.365907865246691e-16,9.80697005085555e-16,3.4502030861934445e-16,1.1065222812097394e-15
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.07032159717077567,0.8114556237113548,0.10535364921994302,0.48250000000000004,0.5272466288525879,2.1414590866666665,79.93333333333334,1.0,1.0,2.1772782527177662e-16,7.993605777301127e-16,2.1856590611453911e-16,8.400687552997018e-16
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.12805742124939612,0.9471694335159877,0.1035661626562873,0.04388888888888889,0.8089064105755759,2.649644756666666,60.9,1.0,1.0,3.844667781632336e-16,1.3100631690576848e-15,3.804734305390411e-16,1.372975807119777e-15
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.0872972877342943,0.9186535317158108,0.06086263091341686,0.4238888888888889,0.9023391003352182,2.3775106133333335,83.9,1.0,1.0,3.0688743915667156e-16,1.0769163338864018e-15,3.106774097242729e-16,1.1361282285330768e-15
test,syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,25,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.042450369054726655,0.9016651980742557,0.08199674749391819,0.4768768768768768,0.628093059623474,2.8338221800000007,69.43333333333334,1.0,1.0,2.177728131370005e-16,9.177843670234628e-16,2.275217051798487e-16,1.0140036958243096e-15
test,syn_n500_k05_pathological_cov_mixed_low_vol_r01_s20260781,25,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.0928969601292085,1.071826550091912,0.09853023049330563,0.35861111111111116,0.45887946277573277,2.7091793566666666,71.53333333333333,1.0,1.0,3.5588355517925565e-16,1.0917193075480707e-15,3.5767685110007127e-16,1.1657341758564144e-15
test,syn_n500_k10_low_corr_heavy_tail_high_vol_r03_s20260793,50,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.0482615775323386,0.6488810144658291,0.1413317407704276,0.42277777777777775,0.42113774169292095,3.2383489233333336,68.93333333333334,1.0,1.0,2.217121670648199e-16,7.993605777301127e-16,2.2900200254601565e-16,8.770761894538737e-16
test,syn_n500_k10_pathological_cov_mixed_low_vol_r01_s20260794,50,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.11694302473231162,0.9066376100226524,0.12922459839898595,0.049999999999999996,0.7847421542074665,3.142945983333333,61.03333333333333,1.0,1.0,3.5287902159851185e-16,1.1139237680405737e-15,3.5541939761666673e-16,1.1768364061026659e-15
