split,instance,K,method,runs,theta_ids,N,maxFE,rng_policy,seed_policy,PF_Drift,HV,IGD,PF_Overlap,Diversity,Runtime,PF_Size,PF_Feasible_Rate,Population_Feasible_Rate,PF_Mean_Violation,PF_Max_Violation,Population_Mean_Violation,Population_Max_Violation,rank_HV,rank_IGD,rank_PF_Overlap,rank_PF_Drift,rank_Diversity,rank_Runtime,InstanceRankScore,RankBasedCompositeRank,HV_score,IGD_score,PF_Overlap_score,PF_Drift_score,DiversityScore,RuntimeScore,PerformanceScore,StabilityScore,J_stability,J_performance,EqualWeightedScore,PerformanceRank,StabilityWeightedRank,EqualWeightedRank
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,10,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.10467976624356826,1.0146222165844512,0.11844210993050797,0.3541666666666667,0.8708440495522716,1.8628016366666666,96.26666666666667,1.0,1.0,4.535600420179905e-16,1.4802973661668755e-15,4.530820163495264e-16,1.4876988529977098e-15,4.5,4.5,4.5,4.5,4.5,2.0,4.083333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.9507015581916887,0.0,0.0,0.09507015581916888,0.09507015581916888,0.23767538954792217,4.5,4.0,4.0
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,10,RandomConfig_ECMADE_MOO,30,theta_16,100.0,10000.0,"rng(run,'mcg16807')",run index,0.10467976624356826,1.0146222165844512,0.11844210993050797,0.3541666666666667,0.8708440495522716,4.3002303133333335,96.26666666666667,1.0,1.0,4.4818088389262714e-17,2.4054832200211704e-16,4.4667973024085445e-17,2.442490654175342e-16,4.5,4.5,4.5,4.5,4.5,5.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,10,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.08290604289582484,1.0448658566820097,0.07832414424829802,0.4908333333333334,0.8916342496627861,1.7364092533333335,99.9,1.0,1.0,4.0804702114341714e-17,2.5535129566378584e-16,4.074518500374325e-17,2.5535129566378584e-16,3.0,3.0,1.0,3.0,3.0,1.0,2.3333333333333335,3.0,0.8645854142673021,0.6868932812831529,1.0,0.7536171921589043,0.17087359196925003,1.0,0.7757393477752275,0.8768085960794522,0.7226734235734102,0.7024595739125654,0.7058553839559825,3.0,3.0,3.0
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,10,MetaDesigned_ECMADE_MOO,30,theta_09,100.0,10000.0,"rng(run,'mcg16807')",run index,0.07578748037974961,1.049602728166628,0.06003716293893531,0.49083333333333334,0.9925141091028189,4.24360664,100.0,1.0,1.0,4.0227080925584833e-17,2.442490654175342e-16,4.0227080925584833e-17,2.442490654175342e-16,1.5,1.5,2.5,1.5,1.5,4.0,2.0833333333333335,2.0,1.0,1.0,0.9999999999999996,1.0,1.0,0.022085657309224686,1.0,0.9999999999999998,0.9022085657309223,0.9022085657309223,0.7555214143273061,1.5,2.0,2.0
test,syn_n200_k05_cluster_corr_skewed_high_vol_r01_s20260734,10,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_086,100.0,10000.0,"rng(run,'mcg16807')",run index,0.07578748037974961,1.049602728166628,0.06003716293893531,0.49083333333333334,0.9925141091028189,2.7273394600000005,100.0,1.0,1.0,4.0227080925584833e-17,2.442490654175342e-16,4.0227080925584833e-17,2.442490654175342e-16,1.5,1.5,2.5,1.5,1.5,3.0,1.9166666666666667,1.0,1.0,1.0,0.9999999999999996,1.0,1.0,0.6134947863067062,1.0,0.9999999999999998,0.9613494786306706,0.9613494786306706,0.9033736965766765,1.5,1.0,1.0
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,10,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.052970594906197384,1.184760186970623,0.018324279123592493,0.7852777777777777,0.09975656067661344,2.04854839,96.76666666666667,1.0,1.0,2.412884706852007e-16,7.290464528371861e-16,2.389199948993337e-16,7.327471962526033e-16,2.0,2.0,2.0,2.0,3.0,2.0,2.1666666666666665,1.0,1.0,1.0,1.0,1.0,0.6993560152225008,0.7921734816255998,1.0,1.0,0.9190885512070601,0.9190885512070601,0.8728823742120252,2.0,1.0,1.0
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,10,RandomConfig_ECMADE_MOO,30,theta_14,100.0,10000.0,"rng(run,'mcg16807')",run index,0.052970594906197384,1.184760186970623,0.018324279123592493,0.7852777777777777,0.09975656067661344,4.383136713333334,96.76666666666667,1.0,1.0,3.5070711766770216e-17,2.1094237467877966e-16,3.4231876592608995e-17,2.18343861509614e-16,2.0,2.0,2.0,2.0,3.0,5.0,2.6666666666666665,3.0,1.0,1.0,1.0,1.0,0.6993560152225008,0.0,1.0,1.0,0.8398712030445001,0.8398712030445001,0.6748390038056252,2.0,3.0,3.0
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,10,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.06358548012246151,1.1605320115820814,0.03607118850593776,0.6849999999999999,0.08441417007890005,1.4360697166666665,43.733333333333334,1.0,1.0,4.5786802946887426e-17,1.8133642735544223e-16,5.584421813864537e-17,3.071617034796266e-16,5.0,5.0,5.0,4.0,5.0,1.0,4.166666666666667,5.0,0.0,0.0,0.0,0.6320433044481345,0.0,1.0,0.0,0.31602165222406725,0.24220974350083027,0.1790054130560168,0.3290054130560168,5.0,5.0,5.0
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,10,MetaDesigned_ECMADE_MOO,30,theta_09,100.0,10000.0,"rng(run,'mcg16807')",run index,0.08181878640423171,1.1821499593125648,0.020242055339726076,0.69,0.10635205330827671,3.4147654200000006,60.8,1.0,1.0,3.4607217909798146e-17,1.702341971091906e-16,4.703644880995247e-17,2.8495724298712354e-16,4.0,4.0,4.0,5.0,1.0,4.0,3.6666666666666665,4.0,0.8922647860931098,0.8919374537382042,0.04986149584487538,0.0,1.0,0.3285881503300152,0.892101119915657,0.02493074792243769,0.4671029315770127,0.6405370059756565,0.5614050045420275,4.0,4.0,4.0
test,syn_n200_k05_pathological_cov_normal_extreme_events_r02_s20260733,10,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_144,100.0,10000.0,"rng(run,'mcg16807')",run index,0.052970594906197384,1.184760186970623,0.018324279123592493,0.7852777777777777,0.09975656067661344,2.7488003166666664,96.76666666666667,1.0,1.0,3.5070711766770216e-17,2.1094237467877966e-16,3.4231876592608995e-17,2.18343861509614e-16,2.0,2.0,2.0,2.0,3.0,3.0,2.3333333333333335,2.0,1.0,1.0,1.0,1.0,0.6993560152225008,0.554563706395278,1.0,1.0,0.8953275736840279,0.8953275736840279,0.8134799304044447,2.0,2.0,2.0
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.07334412126367441,1.0082997816955435,0.04168387712994823,0.45638888888888896,1.0223587235977885,2.49159688,89.26666666666667,1.0,1.0,3.615198626542612e-16,1.180537149518083e-15,3.6137759451548844e-16,1.2027416100105863e-15,4.0,4.0,4.0,5.0,3.0,2.0,3.6666666666666665,4.0,0.054167056524288555,0.016137326803040745,0.2574671445639187,0.0,0.023541992539155638,0.6705070354035855,0.03515219166366465,0.12873357228195936,0.13847725749098755,0.11976098136732861,0.21448369797209127,4.0,5.0,5.0
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,RandomConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.055070437788824006,1.029018567210457,0.022576206075618655,0.6563888888888889,1.0211013809716571,4.231949036666666,98.5,1.0,1.0,1.229763276760868e-16,5.07001847912155e-16,1.2304971856262145e-16,5.07001847912155e-16,2.5,2.5,2.5,2.5,4.5,5.0,3.25,3.0,0.6004507300323698,0.7193678251847807,0.6875746714456388,0.3989926252962316,0.0,0.0,0.6599092776085753,0.5432836483709351,0.40945496116906466,0.4327800870165927,0.3007982314948776,2.5,3.0,3.0
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.055070437788824006,1.029018567210457,0.022576206075618655,0.6563888888888889,1.0211013809716571,1.6363727566666666,98.5,1.0,1.0,1.229763276760868e-16,5.07001847912155e-16,1.2304971856262145e-16,5.07001847912155e-16,2.5,2.5,2.5,2.5,4.5,1.0,2.5833333333333335,2.0,0.6004507300323698,0.7193678251847807,0.6875746714456388,0.3989926252962316,0.0,1.0,0.6599092776085753,0.5432836483709351,0.5094549611690646,0.5327800870165927,0.5507982314948776,2.5,2.0,2.0
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,MetaDesigned_ECMADE_MOO,30,theta_09,100.0,10000.0,"rng(run,'mcg16807')",run index,0.02754456930132139,1.044172187991286,0.014951071363785517,0.801666666666667,1.0602573946740346,3.815546666666668,100.0,1.0,1.0,1.2071825021090863e-16,5.440092820663268e-16,1.2071825021090863e-16,5.440092820663268e-16,1.0,1.0,1.0,1.0,2.0,3.0,1.5,1.0,1.0,1.0,1.0,1.0,0.7331419163611317,0.16042771434172545,1.0,1.0,0.8626711547063989,0.8626711547063989,0.7233924076757143,1.0,1.0,1.0
test,syn_n200_k10_high_corr_heavy_tail_extreme_events_r01_s20260746,20,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_037,100.0,10000.0,"rng(run,'mcg16807')",run index,0.06876459532719009,1.0062453991823448,0.04212234891545565,0.33666666666666667,1.0745098859671482,3.870788393333333,87.56666666666666,1.0,1.0,1.1067172833494308e-16,4.996003610813205e-16,1.0924594562311534e-16,4.996003610813205e-16,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.09999062742466709,1.0,0.1391446847916692,0.0,0.049995313712333546,0.23641235964971702,0.22641329690725032,0.29728499962600063,5.0,4.0,4.0
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.058203613787256595,1.1855426773231614,0.03659309754909628,0.7366666666666666,0.41101131641038274,2.3491058499999995,44.7,1.0,1.0,3.843419181185534e-16,1.1546319456101628e-15,3.8276789145659985e-16,1.2656542480726785e-15,2.0,2.0,2.0,2.0,3.0,3.0,2.3333333333333335,2.0,1.0,1.0,1.0,1.0,0.3441301882496503,0.5337301804069041,1.0,1.0,0.8221990556906205,0.8221990556906205,0.7194650921641386,2.0,2.0,2.0
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,RandomConfig_ECMADE_MOO,30,theta_21,100.0,10000.0,"rng(run,'mcg16807')",run index,0.07925628805448462,1.182215163216989,0.04291579033764124,0.6549999999999999,0.44252656004930657,3.4173726700000002,48.63333333333333,1.0,1.0,9.992329783974304e-17,4.1818400594214244e-16,9.788466333778459e-17,4.699944137579831e-16,4.0,4.0,4.0,5.0,1.0,5.0,3.8333333333333335,4.0,0.8380406945272795,0.6358906725692105,0.6557377049180327,0.0,1.0,0.0,0.736965683548245,0.32786885245901637,0.5317824044936186,0.6136017707114643,0.5162086340018153,4.0,4.0,4.0
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.06948987020945861,1.164997305777759,0.05395791715742335,0.4994444444444444,0.3944754940079871,1.4158616833333335,24.166666666666668,1.0,1.0,1.0936835829152232e-16,3.7377508495713614e-16,1.0795068542771932e-16,4.625929269271488e-16,5.0,5.0,5.0,4.0,5.0,1.0,4.166666666666667,5.0,0.0,0.0,0.0,0.46390390698387685,0.0,1.0,0.0,0.23195195349193842,0.2043783790713723,0.1579879883729846,0.3079879883729846,5.0,5.0,5.0
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,MetaDesigned_ECMADE_MOO,30,theta_15,100.0,10000.0,"rng(run,'mcg16807')",run index,0.058203613787256595,1.1855426773231614,0.03659309754909628,0.7366666666666666,0.41101131641038274,3.17922149,44.7,1.0,1.0,1.123978566223996e-16,4.366877230192284e-16,1.1020813891112393e-16,4.958996176659034e-16,2.0,2.0,2.0,2.0,3.0,4.0,2.5,3.0,1.0,1.0,1.0,1.0,0.3441301882496503,0.11898569709907963,1.0,1.0,0.7807246073598381,0.7807246073598381,0.6157789713371825,2.0,3.0,3.0
test,syn_n200_k10_pathological_cov_skewed_high_vol_r03_s20260745,20,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_144,100.0,10000.0,"rng(run,'mcg16807')",run index,0.058203613787256595,1.1855426773231614,0.03659309754909628,0.7366666666666666,0.41101131641038274,2.160866063333333,44.7,1.0,1.0,1.123978566223996e-16,4.366877230192284e-16,1.1020813891112393e-16,4.958996176659034e-16,2.0,2.0,2.0,2.0,3.0,2.0,2.1666666666666665,1.0,1.0,1.0,1.0,1.0,0.3441301882496503,0.6277790204685629,1.0,1.0,0.8316039396967864,0.8316039396967864,0.7429773021795534,2.0,1.0,1.0
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.16675288566270782,0.98254396998009,0.11286350635253704,0.20916666666666664,0.8340961385467285,1.8660592433333332,44.166666666666664,1.0,1.0,3.365907865246691e-16,9.80697005085555e-16,3.4502030861934445e-16,1.1065222812097394e-15,3.5,3.5,1.5,4.5,3.5,2.0,3.0833333333333335,3.0,0.9616116756045986,0.837284771759278,1.0,0.0,0.8592709990404026,0.8343900352874135,0.8994482236819383,0.5,0.7051552592573065,0.7850449039936942,0.7732773145024386,3.5,3.0,3.0
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,RandomConfig_ECMADE_MOO,30,theta_16,100.0,10000.0,"rng(run,'mcg16807')",run index,0.16675288566270782,0.98254396998009,0.11286350635253704,0.20916666666666664,0.8340961385467285,3.8436037499999998,44.166666666666664,1.0,1.0,9.850361913943368e-17,3.885780586188049e-16,9.929094583564316e-17,4.551914400963144e-16,3.5,3.5,1.5,4.5,3.5,5.0,3.5833333333333335,4.0,0.9616116756045986,0.837284771759278,1.0,0.0,0.8592709990404026,0.0,0.8994482236819383,0.5,0.6217162557285651,0.7016059004649529,0.5646798056805853,3.5,4.0,4.0
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.1521334886185931,0.9146783508425399,0.1925537212857036,0.09472222222222221,0.5560063147895574,1.4735556633333333,30.3,1.0,1.0,9.160833040569179e-17,3.3306690738754696e-16,9.30366894635881e-17,4.588921835117315e-16,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.4007353488188014,0.0,1.0,0.0,0.2003676744094007,0.1901654534842303,0.1500919186023502,0.3000919186023502,5.0,5.0,5.0
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,MetaDesigned_ECMADE_MOO,30,theta_18,100.0,10000.0,"rng(run,'mcg16807')",run index,0.13027145948653812,0.985253220989453,0.0973767664179782,0.17805555555555552,0.8796409121025471,3.1850221566666663,44.53333333333333,1.0,1.0,9.682963070203538e-17,3.9227880203422206e-16,1.0040116886026838e-16,4.736951571734003e-16,1.5,1.5,3.5,1.5,1.5,4.0,2.25,2.0,1.0,1.0,0.7281553398058251,1.0,1.0,0.27787689078477296,1.0,0.8640776699029126,0.866622640534788,0.8938071065542054,0.7854886401719214,1.5,2.0,2.0
test,syn_n200_k20_high_corr_heavy_tail_extreme_events_r01_s20260758,40,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_170,100.0,10000.0,"rng(run,'mcg16807')",run index,0.13027145948653812,0.985253220989453,0.0973767664179782,0.17805555555555552,0.8796409121025471,2.2394973166666663,44.53333333333333,1.0,1.0,9.682963070203538e-17,3.9227880203422206e-16,1.0040116886026838e-16,4.736951571734003e-16,1.5,1.5,3.5,1.5,1.5,3.0,2.0833333333333335,1.0,1.0,1.0,0.7281553398058251,1.0,1.0,0.6768244249378986,1.0,0.8640776699029126,0.9065173939501006,0.9337018599695179,0.8852255237102028,1.5,1.0,1.0
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.07032159717077567,0.8114556237113548,0.10535364921994302,0.48250000000000004,0.5272466288525879,2.1414590866666665,79.93333333333334,1.0,1.0,2.1772782527177662e-16,7.993605777301127e-16,2.1856590611453911e-16,8.400687552997018e-16,4.5,4.5,4.5,4.5,4.5,2.0,4.083333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.779599512583428,0.0,0.0,0.0779599512583428,0.0779599512583428,0.194899878145857,4.5,4.0,4.0
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,RandomConfig_ECMADE_MOO,30,theta_15,100.0,10000.0,"rng(run,'mcg16807')",run index,0.07032159717077567,0.8114556237113548,0.10535364921994302,0.48250000000000004,0.5272466288525879,4.141815056666667,79.93333333333334,1.0,1.0,1.05545554117356e-16,4.699944137579831e-16,1.033247561584479e-16,4.847973874196519e-16,4.5,4.5,4.5,4.5,4.5,5.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.06783924798624673,0.919564498261225,0.0631213362227207,0.6602777777777777,0.7056548515831698,1.5759386833333335,71.33333333333333,1.0,1.0,1.1731701143711773e-16,4.699944137579831e-16,1.1757261830780415e-16,4.773959005888175e-16,3.0,3.0,1.0,3.0,3.0,1.0,2.3333333333333335,3.0,0.8335872915408692,0.8159359333662524,1.0,0.11500532049921044,0.8376597546404217,1.0,0.8247616124535608,0.5575026602496053,0.724598551153797,0.7780503415945881,0.8049810068358969,3.0,3.0,3.0
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,MetaDesigned_ECMADE_MOO,30,theta_09,100.0,10000.0,"rng(run,'mcg16807')",run index,0.04873695070612811,0.9411467498200952,0.05359429990070507,0.6544444444444445,0.7402307453058922,3.4576610100000003,73.83333333333333,1.0,1.0,1.1163889115948497e-16,5.070018479121548e-16,1.126876369994534e-16,5.440092820663267e-16,1.5,1.5,2.5,1.5,1.5,4.0,2.0833333333333335,2.0,1.0,1.0,0.9671875000000004,1.0,1.0,0.26663562351520526,1.0,0.9835937500000003,0.9192807498515208,0.9225619998515207,0.8125573433788014,1.5,2.0,2.0
test,syn_n200_k20_low_corr_normal_low_vol_r01_s20260757,40,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_089,100.0,10000.0,"rng(run,'mcg16807')",run index,0.04873695070612811,0.9411467498200952,0.05359429990070507,0.6544444444444445,0.7402307453058922,2.5082606800000002,73.83333333333333,1.0,1.0,1.1163889115948497e-16,5.070018479121548e-16,1.126876369994534e-16,5.440092820663267e-16,1.5,1.5,2.5,1.5,1.5,3.0,1.9166666666666667,1.0,1.0,1.0,0.9671875000000004,1.0,1.0,0.6366457845139726,1.0,0.9835937500000003,0.9562817659513975,0.9595630159513974,0.9050598836284932,1.5,1.0,1.0
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.12805742124939612,0.9471694335159877,0.1035661626562873,0.04388888888888889,0.8089064105755759,2.649644756666666,60.9,1.0,1.0,3.844667781632336e-16,1.3100631690576848e-15,3.804734305390411e-16,1.372975807119777e-15,5.0,3.0,5.0,3.0,3.0,2.0,3.5,3.0,0.0,0.10293597728471433,0.0,0.04476439715608275,0.5984695609281413,0.493176879164102,0.05146798864235717,0.022382198578041374,0.19195058662274636,0.19776774463560953,0.2913741568281605,5.0,5.0,3.0
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,RandomConfig_ECMADE_MOO,30,theta_04,100.0,10000.0,"rng(run,'mcg16807')",run index,0.12954442560621737,0.9568131504074764,0.10759572007617985,0.05694444444444444,0.9113228315278002,3.7317262366666673,60.266666666666666,1.0,1.0,2.1799632922861622e-16,8.215650382226161e-16,2.1319982816218412e-16,8.696747026230397e-16,3.5,4.5,3.5,4.5,1.5,5.0,3.75,5.0,0.1927266382570948,0.0,0.04890738813735693,0.0,1.0,0.0,0.0963633191285474,0.024453694068678464,0.23509499211304216,0.24947691712501596,0.2802042532993065,3.5,4.0,5.0
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.09632596514898337,0.9854948856396406,0.07821031445928207,0.2772222222222222,0.65625768331896,1.537622,54.46666666666667,1.0,1.0,2.0904292796902608e-16,7.845576040684439e-16,2.1442107348927188e-16,8.918791631155426e-16,2.0,2.0,2.0,1.0,5.0,1.0,2.1666666666666665,2.0,0.7659220641362733,0.7506569903063378,0.874089490114464,1.0,0.0,1.0,0.7582895272213055,0.937044745057232,0.7112425170810808,0.6754914735138955,0.6738335680696343,2.0,2.0,1.0
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,MetaDesigned_ECMADE_MOO,30,theta_09,100.0,10000.0,"rng(run,'mcg16807')",run index,0.10468070880587396,0.9972077519274991,0.06844947086200041,0.3108333333333333,0.7484835162622212,3.243649476666666,57.266666666666666,1.0,1.0,2.1440946269901505e-16,8.511709855459534e-16,2.1745568308991406e-16,9.2148511043888e-16,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.7484909432318024,0.3615775561298923,0.22244921268713214,1.0,0.8742454716159012,0.7379708947218472,0.763121800398667,0.6145680601082314,1.0,1.0,2.0
test,syn_n200_k30_high_corr_normal_low_vol_r03_s20260769,60,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_047,100.0,10000.0,"rng(run,'mcg16807')",run index,0.12954442560621737,0.9568131504074764,0.10759572007617985,0.05694444444444444,0.9113228315278002,3.6948650300000008,60.266666666666666,1.0,1.0,2.1799632922861622e-16,8.215650382226161e-16,2.1319982816218412e-16,8.696747026230397e-16,3.5,4.5,3.5,4.5,1.5,4.0,3.5833333333333335,4.0,0.1927266382570948,0.0,0.04890738813735693,0.0,1.0,0.016800116444178996,0.0963633191285474,0.024453694068678464,0.23677500375746005,0.25115692876943385,0.2844042824103512,3.5,3.0,4.0
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.0872972877342943,0.9186535317158108,0.06086263091341686,0.4238888888888889,0.9023391003352182,2.3775106133333335,83.9,1.0,1.0,3.0688743915667156e-16,1.0769163338864018e-15,3.106774097242729e-16,1.1361282285330768e-15,2.0,2.0,4.0,5.0,1.0,2.0,2.6666666666666665,2.0,0.8203192449827457,0.650751610749711,0.3734123624047416,0.0,1.0,0.6525812254386819,0.7355354278662283,0.1867061812023708,0.5331597610514921,0.6429256103842635,0.6437057086268203,2.0,4.0,1.0
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,RandomConfig_ECMADE_MOO,30,theta_03,100.0,10000.0,"rng(run,'mcg16807')",run index,0.08129272879848236,0.8945218398472911,0.07212387176792476,0.30138888888888893,0.8806063381744077,3.9020685033333344,70.13333333333334,1.0,1.0,1.627852851940319e-16,6.9203901868301425e-16,1.5935401146786416e-16,7.142434791755174e-16,3.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,0.19261380509944,0.0,0.0,0.1498851670299742,0.899062264893199,0.0,0.09630690254972,0.0749425835149871,0.237613341197814,0.24188620500476057,0.2675779377394765,5.0,5.0,5.0
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,BayesianConfig_ECMADE_MOO,30,theta_02,100.0,10000.0,"rng(run,'mcg16807')",run index,0.04723622595750662,0.8871169382820809,0.06545301870729328,0.5866666666666666,0.687030503031986,1.5658721333333334,54.3,1.0,1.0,1.6046918810355575e-16,6.698345581905112e-16,1.6046423449248922e-16,7.364479396680206e-16,5.0,4.0,3.0,1.0,5.0,1.0,3.1666666666666665,4.0,0.0,0.38548757018573426,0.8696020321761212,1.0,0.0,1.0,0.19274378509286713,0.9348010160880607,0.5688464035128441,0.4204349573138054,0.5318862002952319,4.0,2.0,3.0
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,MetaDesigned_ECMADE_MOO,30,theta_17,100.0,10000.0,"rng(run,'mcg16807')",run index,0.054543739140758205,0.9255612313138666,0.05481889600069743,0.6055555555555555,0.7771705243968718,3.3923307499999997,64.06666666666666,1.0,1.0,1.6798032012961762e-16,6.661338147750941e-16,1.6571929014238174e-16,6.957397620984316e-16,1.0,1.0,2.0,2.0,3.0,4.0,2.1666666666666665,1.0,1.0,1.0,0.9271803556308208,0.8175906264300331,0.4186550026051034,0.218191312973119,1.0,0.872385491030427,0.7481236027820247,0.7736465045759394,0.6273079516521624,1.0,1.0,2.0
test,syn_n200_k30_low_corr_skewed_extreme_events_r02_s20260770,60,ExperimentC_NoReplicate_ECMADE_MOO,30,theta_086,100.0,10000.0,"rng(run,'mcg16807')",run index,0.058225909265499136,0.8940159602792792,0.06278349172730827,0.6294444444444446,0.7012390849917055,2.411844706666666,60.766666666666666,1.0,1.0,1.6242835797087964e-16,6.254256372055049e-16,1.6423899277621486e-16,7.105427357601004e-16,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,0.17945503618688421,0.5397511193460078,1.0,0.7256766840273765,0.06599170742684608,0.6378846469428714,0.359603077766446,0.8628383420136883,0.5551648295274276,0.4545177766779791,0.48157944353746296,3.0,3.0,4.0
test,syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,25,HandCrafted_ECMADE_MOO,30,,,,"rng(run,'mcg16807')",run index,0.042450369054726655,0.9016651980742557,0.08199674749391819,0.4768768768768768,0.628093059623474,2.8338221800000007,69.43333333333334,1.0,1.0,2.177728131370005e-16,9.177843670234628e-16,2.275217051798487e-16,1.0140036958243096e-15,5.0,5.0,5.0,1.0,5.0,2.0,3.8333333333333335,4.0,0.0,0.0,0.0,1.0,0.0,0.7923388550072942,0.0,0.5,0.30423388550072944,0.2042338855007294,0.32308471375182357,5.0,5.0,5.0
test,syn_n500_k05_low_corr_normal_low_vol_r01_s20260782,25,RandomConfig_ECMADE_MOO,30,theta_01,100.0,10000.0,"rng(run,'mcg16807')",run index,0.06935636797429137,0.946695312930164,0.06836270291859824,0.5333333333333333,0.6868013997638177,5.33086135,62.9,1.0,1.0,9.185920619593283e-17,3.848773152033877e-16,9.296267459527982e-17,4.403884664346456e-16,3.5,3.5,3.5,4.5,3.5,5.0,3.9166666666666665,5.0,0.5731353642229793,0.5836654722927062,0.6690391459074732,0.0,0.45745005924132465,0.0,0.5784004182578427,0.3345195729537366,0.3866239242419071,0.4354000933027283,0.342592512613226,3.5,4.0,4.0
