method,instances,paired_units,runs,mean_HV,mean_IGD,mean_PF_Overlap,mean_PF_Drift,mean_Diversity,mean_Runtime,mean_PerformanceScore,mean_StabilityScore,mean_DiversityScore,mean_RuntimeScore,mean_J_stability,mean_J_performance,mean_EqualWeightedScore,mean_StabilityWeightedRank,mean_PerformanceRank,mean_EqualWeightedRank,mean_InstanceRankScore,mean_RankBasedCompositeRank,stability_first_place,performance_first_place,rankscore_first_place,mean_PF_Feasible_Rate,mean_Population_Feasible_Rate,max_PF_Max_Violation,max_Population_Max_Violation
MetaDesigned_ECMADE_MOO,32,32,960,1.015526721105453,0.053871487621199844,0.6733371490422462,0.052818029603095236,0.8110653225248354,3.5138253472916667,0.7315503061312826,0.8198240295595728,0.5208606716244253,0.40303418533198304,0.6962839426927118,0.6786291980070538,0.618817298161816,2.1875,2.25,3.0,2.5208333333333335,2.390625,7,6,9,1.0,1.0,9.843977485009732e-16,1.1990408665951705e-15
ExperimentC_StabilityAware_ECMADE_MOO,32,32,960,1.0119263883674403,0.05737876207216889,0.6372120147955957,0.06001125011707476,0.8298852283973107,2.7773746306250002,0.6476600362146383,0.552142261167333,0.7014598441029198,0.704422540599083,0.6211132494594517,0.6402168044689127,0.6514211705209936,2.78125,2.765625,2.375,2.8125,2.75,9,2,8,1.0,1.0,9.547918011776352e-16,1.1176245114559919e-15
BayesianConfig_ECMADE_MOO,32,32,960,0.9985854443779666,0.06619534490375183,0.6385006916545772,0.053425324269887144,0.7608385100869987,1.8570262461458333,0.417781056927206,0.6681502224412766,0.19912405446895917,1.0,0.5449376752241678,0.4948638421213537,0.5712638334593605,2.96875,3.671875,2.875,3.0052083333333335,3.046875,7,0,4,1.0,1.0,8.881784197001258e-16,1.1250259982868264e-15
HandCrafted_ECMADE_MOO,32,32,960,0.9902883651982709,0.06840294995620586,0.5982802825826136,0.06714230964037901,0.7911829213401967,2.9061435809375,0.4904354792784306,0.4373653188538324,0.4825830061289084,0.6755368911950428,0.4834935536491182,0.49410758573403785,0.5214801738640535,3.21875,3.28125,2.8125,3.15625,3.140625,6,3,6,1.0,1.0,1.5987211554602255e-15,1.6135241291218942e-15
RandomConfig_ECMADE_MOO,32,32,960,1.003712774758537,0.06291051285452873,0.5913471375873086,0.07441726134544405,0.8278881765786644,5.0773678110416665,0.5023516598715985,0.27227133854114893,0.6769542919176431,0.07545253313569841,0.3910461290085151,0.437062193274605,0.3817574558665222,3.84375,3.03125,3.9375,3.5052083333333335,3.671875,3,5,3,1.0,1.0,1.043609643147648e-15,1.1509312021947465e-15
