split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_011,1.1288754211339922,0.005457933514203926,0.9469444444444445,0.02227975542272065,0.8574722835886256,4.927841926666667
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_034,1.127680738996523,0.00685637232932154,0.923888888888889,0.030695480316975388,0.8481457758192515,3.451182363333333
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_037,1.127680738996523,0.00685637232932154,0.923888888888889,0.030695480316975388,0.8481457758192515,3.4533198266666663
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_045,1.127680738996523,0.00685637232932154,0.923888888888889,0.030695480316975388,0.8481457758192515,4.020853136666667
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_047,1.127680738996523,0.00685637232932154,0.923888888888889,0.030695480316975388,0.8481457758192515,4.727189856666667
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_067,1.1271596112567488,0.006246805738598483,0.9230555555555557,0.026541413475731832,0.8592552292138337,6.841722326666666
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_076,1.1271596112567488,0.006246805738598483,0.9230555555555557,0.026541413475731832,0.8592552292138337,4.137276263333335
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_078,1.1271596112567488,0.006246805738598483,0.9230555555555557,0.026541413475731832,0.8592552292138337,4.263707660000001
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_084,1.1262664311900195,0.008758980529152909,0.8763888888888889,0.033188308354572565,0.8776148049781299,3.5652471166666664
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_086,1.1262664311900195,0.008758980529152909,0.8763888888888889,0.033188308354572565,0.8776148049781299,3.543548
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_089,1.1262664311900195,0.008758980529152909,0.8763888888888889,0.033188308354572565,0.8776148049781299,4.48553742
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_118,1.1281298666477422,0.006919237820665986,0.9224999999999999,0.031637646171991246,0.8416784558879106,4.46716171
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_131,1.1281298666477422,0.006919237820665986,0.9224999999999999,0.031637646171991246,0.8416784558879106,4.58401906
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_132,1.1281298666477422,0.006919237820665986,0.9224999999999999,0.031637646171991246,0.8416784558879106,4.4656634933333335
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_144,1.1236219165968027,0.0094147972774068,0.881388888888889,0.03906804672664172,0.8643570271595179,6.0080731133333325
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_159,1.1236219165968027,0.0094147972774068,0.881388888888889,0.03906804672664172,0.8643570271595179,4.351739153333332
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_164,1.1224883671649846,0.013609748012528958,0.7630555555555556,0.036239083903385844,0.8646806604428332,4.23542803
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_170,1.1224883671649846,0.013609748012528958,0.7630555555555556,0.036239083903385844,0.8646806604428332,4.853950036666666
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_175,1.1224883671649846,0.013609748012528958,0.7630555555555556,0.036239083903385844,0.8646806604428332,4.627204036666667
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_189,1.1224883671649846,0.013609748012528958,0.7630555555555556,0.036239083903385844,0.8646806604428332,4.687041296666667
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_200,1.1255275325059209,0.008117368259931817,0.8922222222222225,0.03590145788617522,0.8818845520352948,10.579661233333331
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_223,1.1220379941348952,0.01178420584283018,0.8213888888888888,0.03263410102262855,0.867054202985404,10.69397628
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_234,1.1220379941348952,0.01178420584283018,0.8213888888888888,0.03263410102262855,0.867054202985404,10.608867446666665
train,syn_n100_k05_high_corr_heavy_tail_extreme_events_r01_s20260681,5,theta_237,1.1220379941348952,0.01178420584283018,0.8213888888888888,0.03263410102262855,0.867054202985404,4.638041996666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_011,1.0527060513860607,0.01884951244119386,0.7958333333333333,0.04390367309500427,1.0794327768654692,4.187218803333334
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_034,1.0437357634963844,0.023491709126525668,0.7988888888888889,0.05213954527611062,1.095612297671728,3.3904950933333335
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_037,1.0437357634963844,0.023491709126525668,0.7988888888888889,0.05213954527611062,1.095612297671728,3.3896592800000005
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_045,1.0437357634963844,0.023491709126525668,0.7988888888888889,0.05213954527611062,1.095612297671728,3.9365454566666664
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_047,1.0437357634963844,0.023491709126525668,0.7988888888888889,0.05213954527611062,1.095612297671728,4.659726289999999
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_067,1.0531121732572093,0.018914982379084906,0.8074999999999999,0.04122306317011926,1.1118255053275703,5.84584368
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_076,1.0531121732572093,0.018914982379084906,0.8074999999999999,0.04122306317011926,1.1118255053275703,4.103988996666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_078,1.0531121732572093,0.018914982379084906,0.8074999999999999,0.04122306317011926,1.1118255053275703,4.137069253333333
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_084,1.0436313689684538,0.025208899801873005,0.7358333333333335,0.04795883453877965,1.0863341602885863,3.5844556933333327
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_086,1.0436313689684538,0.025208899801873005,0.7358333333333335,0.04795883453877965,1.0863341602885863,3.694488363333333
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_089,1.0436313689684538,0.025208899801873005,0.7358333333333335,0.04795883453877965,1.0863341602885863,4.467565100000001
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_118,1.0450792558130566,0.026522815810315736,0.7625,0.06511289808984588,1.0852381249835665,4.346004766666668
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_131,1.0450792558130566,0.026522815810315736,0.7625,0.06511289808984588,1.0852381249835665,4.293058796666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_132,1.0450792558130566,0.026522815810315736,0.7625,0.06511289808984588,1.0852381249835665,4.456667536666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_144,1.0375042006989899,0.025174444623182603,0.7508333333333334,0.04617581340276995,1.140755130812848,5.9441162200000015
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_159,1.0375042006989899,0.025174444623182603,0.7508333333333334,0.04617581340276995,1.140755130812848,4.344486493333333
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_164,1.0417760971551155,0.025542064299992187,0.6994444444444444,0.05601578765432505,1.1091769126276596,4.1585944066666665
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_170,1.0417760971551155,0.025542064299992187,0.6994444444444444,0.05601578765432505,1.1091769126276596,4.733204553333334
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_175,1.0417760971551155,0.025542064299992187,0.6994444444444444,0.05601578765432505,1.1091769126276596,4.9892311933333335
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_189,1.0417760971551155,0.025542064299992187,0.6994444444444444,0.05601578765432505,1.1091769126276596,4.547135246666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_200,1.0418398318849247,0.028918764122507667,0.6988888888888887,0.05411768380125382,1.0632029837508652,10.804086966666665
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_223,1.0419120285163208,0.027483620861786785,0.7613888888888891,0.06374771536773614,1.1046743363009404,10.278849726666667
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_234,1.0419120285163208,0.027483620861786785,0.7613888888888891,0.06374771536773614,1.1046743363009404,10.260780376666665
train,syn_n100_k05_high_corr_mixed_high_vol_r02_s20260675,5,theta_237,1.0419120285163208,0.027483620861786785,0.7613888888888891,0.06374771536773614,1.1046743363009404,4.3753796566666665
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_011,1.1313312547015015,0.00957293983267764,0.8841666666666667,0.020504158097137945,0.7302989258565679,3.5642364699999995
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_034,1.1202060940088254,0.018898861689000256,0.8466666666666668,0.055701853216488205,0.7774847451659915,3.4071841766666666
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_037,1.1202060940088254,0.018898861689000256,0.8466666666666668,0.055701853216488205,0.7774847451659915,3.390231823333333
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_045,1.1202060940088254,0.018898861689000256,0.8466666666666668,0.055701853216488205,0.7774847451659915,4.1963749833333335
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_047,1.1202060940088254,0.018898861689000256,0.8466666666666668,0.055701853216488205,0.7774847451659915,4.897900933333333
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_067,1.1288687818977665,0.011057343960571491,0.9055555555555554,0.03809461847351928,0.7729582133097473,5.557655886666666
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_076,1.1288687818977665,0.011057343960571491,0.9055555555555554,0.03809461847351928,0.7729582133097473,4.247037803333333
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_078,1.1288687818977665,0.011057343960571491,0.9055555555555554,0.03809461847351928,0.7729582133097473,4.179556316666667
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_084,1.128636661199224,0.011472308361966409,0.907222222222222,0.021529584830286465,0.7443689561226388,3.4989841300000006
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_086,1.128636661199224,0.011472308361966409,0.907222222222222,0.021529584830286465,0.7443689561226388,3.5235978633333334
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_089,1.128636661199224,0.011472308361966409,0.907222222222222,0.021529584830286465,0.7443689561226388,4.40742127
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_118,1.1263512961084527,0.01286337887009372,0.8924999999999997,0.02987085649797629,0.7859074975163105,4.296577839999999
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_131,1.1263512961084527,0.01286337887009372,0.8924999999999997,0.02987085649797629,0.7859074975163105,4.289126483333333
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_132,1.1263512961084527,0.01286337887009372,0.8924999999999997,0.02987085649797629,0.7859074975163105,4.284825406666667
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_144,1.118184120512005,0.020580602193066875,0.8486111111111111,0.05249281900860752,0.7888326937161309,6.936900623333335
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_159,1.118184120512005,0.020580602193066875,0.8486111111111111,0.05249281900860752,0.7888326937161309,5.850874016666666
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_164,1.1268371568222963,0.012453568514087495,0.8191666666666666,0.036551135926919366,0.7955196135425185,4.195585883333333
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_170,1.1268371568222963,0.012453568514087495,0.8191666666666666,0.036551135926919366,0.7955196135425185,4.627644703333334
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_175,1.1268371568222963,0.012453568514087495,0.8191666666666666,0.036551135926919366,0.7955196135425185,4.645759506666667
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_189,1.1268371568222963,0.012453568514087495,0.8191666666666666,0.036551135926919366,0.7955196135425185,4.212914690000001
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_200,1.1168010141320157,0.020824600815437685,0.8352777777777778,0.059701442264370005,0.8122764429887438,10.412061106666666
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_223,1.119281107934331,0.017105754669828117,0.8627777777777778,0.041583168294616835,0.7818028129316338,10.437777166666669
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_234,1.119281107934331,0.017105754669828117,0.8627777777777778,0.041583168294616835,0.7818028129316338,10.323797613333337
train,syn_n100_k05_high_corr_normal_low_vol_r03_s20260679,5,theta_237,1.119281107934331,0.017105754669828117,0.8627777777777778,0.041583168294616835,0.7818028129316338,4.397997863333334
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_011,1.1646611531525262,0.017115291163116338,0.8572222222222223,0.039606777563844765,0.803678704054088,2.7780475200000003
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_034,1.1550711907299775,0.02310561677429517,0.8433333333333333,0.037929307059384826,0.7776683628974986,2.854428226666667
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_037,1.1550711907299775,0.02310561677429517,0.8433333333333333,0.037929307059384826,0.7776683628974986,2.732298203333334
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_045,1.1550711907299775,0.02310561677429517,0.8433333333333333,0.037929307059384826,0.7776683628974986,3.2809884566666656
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_047,1.1550711907299775,0.02310561677429517,0.8433333333333333,0.037929307059384826,0.7776683628974986,3.684133016666666
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_067,1.1624892426008158,0.01863108390477499,0.8494444444444446,0.05381008868551817,0.8050045252732649,4.486310153333333
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_076,1.1624892426008158,0.01863108390477499,0.8494444444444446,0.05381008868551817,0.8050045252732649,3.533495736666666
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_078,1.1624892426008158,0.01863108390477499,0.8494444444444446,0.05381008868551817,0.8050045252732649,3.5819388833333337
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_084,1.1580329229370512,0.020028980469163047,0.8702777777777778,0.03175192604229508,0.7548100977687852,2.8603481533333333
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_086,1.1580329229370512,0.020028980469163047,0.8702777777777778,0.03175192604229508,0.7548100977687852,2.8766389
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_089,1.1580329229370512,0.020028980469163047,0.8702777777777778,0.03175192604229508,0.7548100977687852,3.7457108033333335
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_118,1.154430505654038,0.024300590059353807,0.8194444444444446,0.052582741027823766,0.8222358603514575,3.8388637699999992
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_131,1.154430505654038,0.024300590059353807,0.8194444444444446,0.052582741027823766,0.8222358603514575,3.8824199833333335
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_132,1.154430505654038,0.024300590059353807,0.8194444444444446,0.052582741027823766,0.8222358603514575,3.90142858
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_144,1.1584980855824907,0.020602950838657024,0.8436111111111112,0.033583115080610085,0.7876954755192872,6.347480676666665
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_159,1.1584980855824907,0.020602950838657024,0.8436111111111112,0.033583115080610085,0.7876954755192872,3.4166782566666662
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_164,1.1566184129504173,0.020465634629310038,0.8291666666666665,0.031544869672737626,0.7979057137760085,3.6860462266666665
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_170,1.1566184129504173,0.020465634629310038,0.8291666666666665,0.031544869672737626,0.7979057137760085,3.7781013966666666
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_175,1.1566184129504173,0.020465634629310038,0.8291666666666665,0.031544869672737626,0.7979057137760085,3.7288639433333333
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_189,1.1566184129504173,0.020465634629310038,0.8291666666666665,0.031544869672737626,0.7979057137760085,3.601169443333333
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_200,1.1610450495613773,0.01786791262847537,0.8480555555555556,0.049013519590968675,0.8471402088681563,9.519290359999998
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_223,1.162515535901082,0.01745988218513003,0.8747222222222223,0.03991970648313463,0.7748421977508838,9.089964596666666
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_234,1.162515535901082,0.01745988218513003,0.8747222222222223,0.03991970648313463,0.7748421977508838,8.711655603333334
train,syn_n100_k05_low_corr_heavy_tail_high_vol_r03_s20260677,5,theta_237,1.162515535901082,0.01745988218513003,0.8747222222222223,0.03991970648313463,0.7748421977508838,3.81536841
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_011,1.1149540955051724,0.029525226571614504,0.7283333333333334,0.0462318454716819,1.1793651888741579,2.2069303066666666
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_034,1.111884111397029,0.013872346117127081,0.8152777777777779,0.035745235898392735,1.2172294160337611,2.776050553333334
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_037,1.111884111397029,0.013872346117127081,0.8152777777777779,0.035745235898392735,1.2172294160337611,2.788788063333333
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_045,1.111884111397029,0.013872346117127081,0.8152777777777779,0.035745235898392735,1.2172294160337611,3.35423987
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_047,1.111884111397029,0.013872346117127081,0.8152777777777779,0.035745235898392735,1.2172294160337611,3.7868333766666664
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_067,1.1174795434600162,0.0103614875148434,0.8744444444444445,0.029721256489956487,1.2200035269293794,4.355954999999999
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_076,1.1174795434600162,0.0103614875148434,0.8744444444444445,0.029721256489956487,1.2200035269293794,3.4620558400000006
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_078,1.1174795434600162,0.0103614875148434,0.8744444444444445,0.029721256489956487,1.2200035269293794,3.7039151700000006
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_084,1.1094688434102595,0.01798720865176087,0.7375000000000002,0.03604094166006982,1.207068095672014,2.91311159
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_086,1.1094688434102595,0.01798720865176087,0.7375000000000002,0.03604094166006982,1.207068095672014,2.849436616666666
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_089,1.1094688434102595,0.01798720865176087,0.7375000000000002,0.03604094166006982,1.207068095672014,3.6915201100000004
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_118,1.1147873487263098,0.010018116762921506,0.8922222222222224,0.02071651906582285,1.2227210037426894,3.8004336133333334
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_131,1.1147873487263098,0.010018116762921506,0.8922222222222224,0.02071651906582285,1.2227210037426894,3.756084120000001
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_132,1.1147873487263098,0.010018116762921506,0.8922222222222224,0.02071651906582285,1.2227210037426894,3.6673327966666673
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_144,1.1115961781339765,0.027362360957322425,0.7405555555555555,0.05085702658789805,1.1964717260885003,6.03466468
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_159,1.1115961781339765,0.027362360957322425,0.7405555555555555,0.05085702658789805,1.1964717260885003,3.836317309999999
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_164,1.1004847245388398,0.023125587075244432,0.6969444444444445,0.035853226897294435,1.212809137166755,3.6147667266666663
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_170,1.1004847245388398,0.023125587075244432,0.6969444444444445,0.035853226897294435,1.212809137166755,3.942439096666667
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_175,1.1004847245388398,0.023125587075244432,0.6969444444444445,0.035853226897294435,1.212809137166755,3.86837201
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_189,1.1004847245388398,0.023125587075244432,0.6969444444444445,0.035853226897294435,1.212809137166755,3.7794855699999994
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_200,1.1075712687509587,0.013067920374932767,0.8197222222222224,0.02301129278826032,1.2183164006172544,9.671001506666668
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_223,1.1155942041311582,0.017203844584320352,0.8363888888888888,0.03802541352940549,1.2092612846586752,8.638063413333333
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_234,1.1155942041311582,0.017203844584320352,0.8363888888888888,0.03802541352940549,1.2092612846586752,8.562058903333332
train,syn_n100_k05_low_corr_normal_low_vol_r01_s20260678,5,theta_237,1.1155942041311582,0.017203844584320352,0.8363888888888888,0.03802541352940549,1.2092612846586752,3.7969275100000006
train,syn_n100_k05_pathological_cov_skewed_high_vol_r03_s20260680,5,theta_011,1.0702844590730947,0.03218205337686527,0.78,0.055443570485667185,0.8773567544003169,2.68176787
train,syn_n100_k05_pathological_cov_skewed_high_vol_r03_s20260680,5,theta_034,1.0890455176738418,0.018015694276522134,0.8602777777777778,0.038650582636884985,0.8460491620806925,3.7009846100000003
train,syn_n100_k05_pathological_cov_skewed_high_vol_r03_s20260680,5,theta_037,1.0890455176738418,0.018015694276522134,0.8602777777777778,0.038650582636884985,0.8460491620806925,3.635991306666667
train,syn_n100_k05_pathological_cov_skewed_high_vol_r03_s20260680,5,theta_045,1.0890455176738418,0.018015694276522134,0.8602777777777778,0.038650582636884985,0.8460491620806925,4.211032416666666
