split,instance,K,method,HV,IGD,PF_Overlap,PF_Drift,Diversity,Runtime,rank_HV,rank_IGD,rank_PF_Overlap,rank_PF_Drift,rank_Runtime,LabelScore,ThetaRank,source_theta_id,source_operator,source_migration,source_elite_ratio,source_archive_strategy,source_constraint_handling,subpops,operatorMode,exchangeMode,eliteRatio,stagnationThreshold,theta,archiveLimitFactor,consensusArchive,archiveConsWeight,bestGuide,minSubpopSize,C_LabelScore,C_ThetaRank
train,syn_n100_k05_pathological_cov_skewed_high_vol_r03_s20260680,5,theta_132,1.0491901648440185,0.0513708273132419,0.7136111111111112,0.0826186837550373,0.8704286786933958,4.6051323,23.0,23.0,19.0,23.0,15.0,20.6,23,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,21.8,24
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_084,0.9829628022116054,0.0229159525385136,0.7841666666666668,0.0391704454728796,1.217228717150221,2.7092942633333337,2.0,10.0,2.0,7.0,5.0,5.2,2,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,5.1,1
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_086,0.9829628022116054,0.0229159525385136,0.7841666666666668,0.0391704454728796,1.217228717150221,2.7030840033333337,2.0,10.0,2.0,7.0,4.0,5.0,1,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,5.1,2
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_089,0.9829628022116054,0.0229159525385136,0.7841666666666668,0.0391704454728796,1.217228717150221,3.96356508,2.0,10.0,2.0,7.0,21.0,8.4,7,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,5.1,3
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_164,0.9811908314982424,0.0175921406737042,0.7233333333333333,0.0335801197124642,1.2959886876409592,3.48915983,5.5,2.5,9.5,2.5,17.0,7.4,5,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,5.2,4
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_170,0.9811908314982424,0.0175921406737042,0.7233333333333333,0.0335801197124642,1.2959886876409592,3.30134723,5.5,2.5,9.5,2.5,8.0,5.6,3,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,5.2,5
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_175,0.9811908314982424,0.0175921406737042,0.7233333333333333,0.0335801197124642,1.2959886876409592,3.71775723,5.5,2.5,9.5,2.5,20.0,8.0,6,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,5.2,6
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_189,0.9811908314982424,0.0175921406737042,0.7233333333333333,0.0335801197124642,1.2959886876409592,3.397217853333333,5.5,2.5,9.5,2.5,14.0,6.8,4,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,5.2,7
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_118,0.9784659024660416,0.0179920637939093,0.7533333333333333,0.0441077219020714,1.3369243244062483,3.41241145,9.0,6.0,5.0,11.0,15.0,9.2,10,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,7.8,8
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_131,0.9784659024660416,0.0179920637939093,0.7533333333333333,0.0441077219020714,1.3369243244062483,3.35445075,9.0,6.0,5.0,11.0,11.0,8.4,8,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,7.8,9
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_132,0.9784659024660416,0.0179920637939093,0.7533333333333333,0.0441077219020714,1.3369243244062483,3.4340921266666657,9.0,6.0,5.0,11.0,16.0,9.4,11,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,7.8,10
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_200,0.9753882313127618,0.0194278008201889,0.7450000000000002,0.0434002068064426,1.3390948596911223,8.090615883333333,12.0,8.0,7.0,9.0,24.0,12.0,14,theta_200,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,5,best2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,8.799999999999999,11
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_011,0.9779726322141464,0.0308056448300925,0.7000000000000001,0.0390269520044418,1.1901863233109988,1.85197134,11.0,16.0,12.0,5.0,1.0,9.0,9,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,10.5,12
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_034,0.973285694424798,0.0242377771421261,0.6497222222222223,0.0521956405764037,1.295963089841846,2.525826536666666,14.5,13.5,14.5,14.5,2.0,11.8,12,theta_034,DE/best,none,10%,crowding-pruned,repair+feasible-first,2,best2,none,0.1,5,0.0769230769230769,5,0,0,rank,1,14.299999999999999,13
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_037,0.973285694424798,0.0242377771421261,0.6497222222222223,0.0521956405764037,1.295963089841846,2.547692046666667,14.5,13.5,14.5,14.5,3.0,12.0,13,theta_037,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,2,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,14.299999999999999,14
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_045,0.973285694424798,0.0242377771421261,0.6497222222222223,0.0521956405764037,1.295963089841846,3.0603482366666666,14.5,13.5,14.5,14.5,6.0,12.6,15,theta_045,DE/best,fixed,10%,crowding-pruned,repair+feasible-first,2,best2,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,14.299999999999999,15
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_047,0.973285694424798,0.0242377771421261,0.6497222222222223,0.0521956405764037,1.295963089841846,3.236497193333333,14.5,13.5,14.5,14.5,7.0,12.8,16,theta_047,DE/best,adaptive,1%,crowding-pruned,repair+feasible-first,2,best2,stable,0.01,10,0.0769230769230769,5,0,0,rank,1,14.299999999999999,16
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_067,0.9705995394848927,0.0316529927152737,0.5894444444444444,0.0661143206913915,1.214317269427824,3.6607227,18.0,18.0,23.0,18.0,19.0,19.2,20,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,19.5,17
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_076,0.9705995394848927,0.0316529927152737,0.5894444444444444,0.0661143206913915,1.214317269427824,3.3499970533333325,18.0,18.0,23.0,18.0,10.0,17.4,17,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,19.5,18
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_078,0.9705995394848927,0.0316529927152737,0.5894444444444444,0.0661143206913915,1.214317269427824,3.384479923333333,18.0,18.0,23.0,18.0,13.0,18.0,18,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,19.5,19
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_223,0.9683004568618414,0.0379726594142127,0.6308333333333334,0.0705087452867906,1.2174513348889977,7.838632039999999,21.0,21.0,18.0,23.0,22.0,21.0,22,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,20.7,20
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_234,0.9683004568618414,0.0379726594142127,0.6308333333333334,0.0705087452867906,1.2174513348889977,7.905953899999999,21.0,21.0,18.0,23.0,23.0,21.2,24,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,20.7,21
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_237,0.9683004568618414,0.0379726594142127,0.6308333333333334,0.0705087452867906,1.2174513348889977,3.3477949400000004,21.0,21.0,18.0,23.0,9.0,18.4,19,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,20.7,22
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_144,0.9665848269058132,0.0418041513825271,0.6119444444444445,0.0684663385593672,1.1825561668337594,3.3800433266666663,23.5,23.5,20.5,20.5,12.0,20.0,21,theta_144,mixed,none,10%,crowding-pruned,repair+feasible-first,3,mixed,none,0.1,20,0.0769230769230769,5,0,0,rank,1,21.7,23
train,syn_n100_k10_cluster_corr_heavy_tail_low_vol_r02_s20260689,10,theta_159,0.9665848269058132,0.0418041513825271,0.6119444444444445,0.0684663385593672,1.1825561668337594,3.554886,23.5,23.5,20.5,20.5,18.0,21.2,23,theta_159,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,3,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,21.7,24
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_164,0.9883122729071744,0.0112014336980549,0.9077777777777778,0.0222975403707488,1.3124646211212414,3.43596605,5.5,2.5,2.5,2.5,15.0,5.6,4,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,3.1,1
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_170,0.9883122729071744,0.0112014336980549,0.9077777777777778,0.0222975403707488,1.3124646211212414,3.731652153333334,5.5,2.5,2.5,2.5,18.0,6.2,7,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,3.1,2
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_175,0.9883122729071744,0.0112014336980549,0.9077777777777778,0.0222975403707488,1.3124646211212414,3.479891196666666,5.5,2.5,2.5,2.5,16.0,5.8,5,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,3.1,3
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_189,0.9883122729071744,0.0112014336980549,0.9077777777777778,0.0222975403707488,1.3124646211212414,3.291408136666667,5.5,2.5,2.5,2.5,8.0,4.2,1,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,3.1,4
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_084,0.9890112962794354,0.0113372849167988,0.8947222222222223,0.0261586577715507,1.291939650137876,2.6579084400000004,2.0,6.0,7.0,6.0,4.0,5.0,2,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,5.5,5
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_086,0.9890112962794354,0.0113372849167988,0.8947222222222223,0.0261586577715507,1.291939650137876,2.67591254,2.0,6.0,7.0,6.0,5.0,5.2,3,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,5.5,6
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_089,0.9890112962794354,0.0113372849167988,0.8947222222222223,0.0261586577715507,1.291939650137876,3.889210246666667,2.0,6.0,7.0,6.0,20.0,8.2,8,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,5.5,7
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_011,0.9831415234435724,0.0171576188868129,0.9016666666666666,0.0348325685978623,1.2462282416929158,1.8727526533333332,8.0,8.0,5.0,8.0,1.0,6.0,6,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,7.1,8
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_067,0.981858545426117,0.018680540276364,0.8313888888888888,0.0561927190460344,1.231900655371434,3.95204485,10.0,10.0,16.0,10.0,21.0,13.4,12,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,11.8,9
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_076,0.981858545426117,0.018680540276364,0.8313888888888888,0.0561927190460344,1.231900655371434,3.362134446666667,10.0,10.0,16.0,10.0,12.0,11.6,10,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,11.8,10
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_078,0.981858545426117,0.018680540276364,0.8313888888888888,0.0561927190460344,1.231900655371434,3.347514863333333,10.0,10.0,16.0,10.0,10.0,11.2,9,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,11.8,11
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_223,0.9714055187425922,0.0250252852365783,0.8425000000000001,0.0577450352445347,1.254365199421776,7.71401426,13.0,13.0,13.0,14.0,23.0,15.2,14,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,13.3,12
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_234,0.9714055187425922,0.0250252852365783,0.8425000000000001,0.0577450352445347,1.254365199421776,7.518608390000001,13.0,13.0,13.0,14.0,22.0,15.0,13,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,13.3,13
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_237,0.9714055187425922,0.0250252852365783,0.8425000000000001,0.0577450352445347,1.254365199421776,3.36211678,13.0,13.0,13.0,14.0,11.0,12.8,11,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,13.3,14
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_200,0.9647752647977732,0.0273214907491522,0.8433333333333335,0.056991126143254,1.2817108930951078,7.769885256666666,20.0,18.0,11.0,12.0,24.0,17.0,19,theta_200,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,5,best2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,14.499999999999998,15
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_144,0.9679528708183722,0.0286859005456798,0.8722222222222222,0.0710630614590458,1.2392950193318677,3.87436911,15.5,19.5,9.5,23.5,19.0,17.4,20,theta_144,mixed,none,10%,crowding-pruned,repair+feasible-first,3,mixed,none,0.1,20,0.0769230769230769,5,0,0,rank,1,16.9,16
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_159,0.9679528708183722,0.0286859005456798,0.8722222222222222,0.0710630614590458,1.2392950193318677,3.372782143333333,15.5,19.5,9.5,23.5,13.0,16.2,17,theta_159,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,3,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,16.9,17
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_118,0.9667783182705602,0.0259158127165265,0.7644444444444446,0.061365825456408,1.2798643775266445,3.31015666,18.0,16.0,19.0,17.0,9.0,15.8,16,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,17.6,18
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_131,0.9667783182705602,0.0259158127165265,0.7644444444444446,0.061365825456408,1.2798643775266445,3.2492858733333327,18.0,16.0,19.0,17.0,7.0,15.4,15,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,17.6,19
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_132,0.9667783182705602,0.0259158127165265,0.7644444444444446,0.061365825456408,1.2798643775266445,3.393109116666667,18.0,16.0,19.0,17.0,14.0,16.8,18,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,17.6,20
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_034,0.9630425346795396,0.0311194522164756,0.701111111111111,0.070581228645172,1.241256859854405,2.414397066666667,22.5,22.5,22.5,20.5,2.0,18.0,21,theta_034,DE/best,none,10%,crowding-pruned,repair+feasible-first,2,best2,none,0.1,5,0.0769230769230769,5,0,0,rank,1,21.9,21
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_037,0.9630425346795396,0.0311194522164756,0.701111111111111,0.070581228645172,1.241256859854405,2.4360566233333336,22.5,22.5,22.5,20.5,3.0,18.2,22,theta_037,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,2,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,21.9,22
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_045,0.9630425346795396,0.0311194522164756,0.701111111111111,0.070581228645172,1.241256859854405,2.983349933333332,22.5,22.5,22.5,20.5,6.0,18.8,23,theta_045,DE/best,fixed,10%,crowding-pruned,repair+feasible-first,2,best2,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,21.9,23
train,syn_n100_k10_cluster_corr_mixed_extreme_events_r03_s20260693,10,theta_047,0.9630425346795396,0.0311194522164756,0.701111111111111,0.070581228645172,1.241256859854405,3.512157296666666,22.5,22.5,22.5,20.5,17.0,21.0,24,theta_047,DE/best,adaptive,1%,crowding-pruned,repair+feasible-first,2,best2,stable,0.01,10,0.0769230769230769,5,0,0,rank,1,21.9,24
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_067,1.1732195398782923,0.0053003254947732,0.9236111111111112,0.0195388322841904,0.4301970111256459,3.3470683866666677,4.0,2.0,2.0,2.0,18.0,5.6,4,theta_067,mixed,fixed,5%,crowding-pruned,repair+feasible-first,2,mixed,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,2.4000000000000004,1
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_076,1.1732195398782923,0.0053003254947732,0.9236111111111112,0.0195388322841904,0.4301970111256459,3.1024819666666668,4.0,2.0,2.0,2.0,11.0,4.2,1,theta_076,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,5,0.0769230769230769,5,0,0,rank,1,2.4000000000000004,2
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_078,1.1732195398782923,0.0053003254947732,0.9236111111111112,0.0195388322841904,0.4301970111256459,3.190744986666667,4.0,2.0,2.0,2.0,13.0,4.6,2,theta_078,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,2,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,2.4000000000000004,3
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_144,1.1742849504003263,0.0058564427120506,0.908888888888889,0.020037734191246,0.4385403692278795,4.068514703333333,1.5,4.5,4.5,4.5,21.0,7.2,5,theta_144,mixed,none,10%,crowding-pruned,repair+feasible-first,3,mixed,none,0.1,20,0.0769230769230769,5,0,0,rank,1,3.8999999999999995,4
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_159,1.1742849504003263,0.0058564427120506,0.908888888888889,0.020037734191246,0.4385403692278795,3.0369249233333337,1.5,4.5,4.5,4.5,8.0,4.6,3,theta_159,mixed,adaptive,5%,crowding-pruned,repair+feasible-first,3,mixed,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,3.8999999999999995,5
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_084,1.1628149565755037,0.0108328665765145,0.8172222222222222,0.0233716348933988,0.4056877084955157,2.298195146666666,7.0,7.0,18.0,7.0,2.0,8.2,6,theta_084,DE/rand,none,1%,crowding-pruned,repair+feasible-first,3,rand2,none,0.01,20,0.0769230769230769,5,0,0,rank,1,10.299999999999999,6
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_086,1.1628149565755037,0.0108328665765145,0.8172222222222222,0.0233716348933988,0.4056877084955157,2.329779006666667,7.0,7.0,18.0,7.0,3.0,8.4,7,theta_086,DE/rand,none,5%,crowding-pruned,repair+feasible-first,3,rand2,none,0.05,10,0.0769230769230769,5,0,0,rank,1,10.299999999999999,7
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_089,1.1628149565755037,0.0108328665765145,0.8172222222222222,0.0233716348933988,0.4056877084955157,3.263996133333333,7.0,7.0,18.0,7.0,15.0,10.8,9,theta_089,DE/rand,none,10%,crowding-pruned,repair+feasible-first,3,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,10.299999999999999,8
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_011,1.1617309587576456,0.0116989520186339,0.8136111111111112,0.0265794571008957,0.395540809153667,1.43060492,9.0,9.0,20.0,9.0,1.0,9.6,8,theta_011,DE/rand,fixed,1%,crowding-pruned,repair+feasible-first,2,rand2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,12.299999999999999,9
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_200,1.1489118081666958,0.0227940771062173,0.8522222222222223,0.0508484313226667,0.443631026372479,8.061748196666667,13.0,10.0,9.0,17.0,24.0,14.6,13,theta_200,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,5,best2,paper,0.01,10,0.0769230769230769,5,0,0,rank,1,12.399999999999999,10
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_223,1.1518516555295066,0.0246675713703768,0.8219444444444445,0.0464392619032004,0.4545174739838681,7.324319813333334,11.0,12.0,15.0,11.0,23.0,14.4,12,theta_223,mixed,none,10%,crowding-pruned,repair+feasible-first,5,mixed,none,0.1,5,0.0769230769230769,5,0,0,rank,1,12.400000000000002,11
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_234,1.1518516555295066,0.0246675713703768,0.8219444444444445,0.0464392619032004,0.4545174739838681,7.299044543333333,11.0,12.0,15.0,11.0,22.0,14.2,11,theta_234,mixed,fixed,10%,crowding-pruned,repair+feasible-first,5,mixed,paper,0.1,20,0.0769230769230769,5,0,0,rank,1,12.400000000000002,12
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_237,1.1518516555295066,0.0246675713703768,0.8219444444444445,0.0464392619032004,0.4545174739838681,3.342599259999999,11.0,12.0,15.0,11.0,17.0,13.2,10,theta_237,mixed,adaptive,1%,crowding-pruned,repair+feasible-first,5,mixed,stable,0.01,20,0.0769230769230769,5,0,0,rank,1,12.400000000000002,13
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_118,1.1349884873737848,0.0377929742052186,0.8527777777777779,0.0775134577204654,0.4587184287556455,3.21908779,19.0,19.0,7.0,23.0,14.0,16.4,21,theta_118,DE/best,fixed,1%,crowding-pruned,repair+feasible-first,3,best2,paper,0.01,5,0.0769230769230769,5,0,0,rank,1,16.6,14
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_131,1.1349884873737848,0.0377929742052186,0.8527777777777779,0.0775134577204654,0.4587184287556455,3.282889993333333,19.0,19.0,7.0,23.0,16.0,16.8,22,theta_131,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,10,0.0769230769230769,5,0,0,rank,1,16.6,15
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_132,1.1349884873737848,0.0377929742052186,0.8527777777777779,0.0775134577204654,0.4587184287556455,3.711824613333334,19.0,19.0,7.0,23.0,20.0,17.6,23,theta_132,DE/best,adaptive,5%,crowding-pruned,repair+feasible-first,3,best2,stable,0.05,20,0.0769230769230769,5,0,0,rank,1,16.6,16
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_164,1.1459546213872722,0.0267233849092247,0.7780555555555556,0.0484088139413583,0.4250445346987349,3.084795463333333,15.5,15.5,22.5,14.5,9.0,15.4,15,theta_164,DE/rand,none,1%,crowding-pruned,repair+feasible-first,5,rand2,none,0.01,10,0.0769230769230769,5,0,0,rank,1,17.299999999999997,17
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_170,1.1459546213872722,0.0267233849092247,0.7780555555555556,0.0484088139413583,0.4250445346987349,3.186465896666666,15.5,15.5,22.5,14.5,12.0,16.0,18,theta_170,DE/rand,none,10%,crowding-pruned,repair+feasible-first,5,rand2,none,0.1,10,0.0769230769230769,5,0,0,rank,1,17.299999999999997,18
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_175,1.1459546213872722,0.0267233849092247,0.7780555555555556,0.0484088139413583,0.4250445346987349,3.095135756666667,15.5,15.5,22.5,14.5,10.0,15.6,16,theta_175,DE/rand,fixed,5%,crowding-pruned,repair+feasible-first,5,rand2,paper,0.05,5,0.0769230769230769,5,0,0,rank,1,17.299999999999997,19
train,syn_n100_k10_high_corr_heavy_tail_extreme_events_r01_s20260688,10,theta_189,1.1459546213872722,0.0267233849092247,0.7780555555555556,0.0484088139413583,0.4250445346987349,2.93854064,15.5,15.5,22.5,14.5,7.0,15.0,14,theta_189,DE/rand,adaptive,10%,crowding-pruned,repair+feasible-first,5,rand2,stable,0.1,20,0.0769230769230769,5,0,0,rank,1,17.299999999999997,20
