variant,split,instance,K,method,run,theta_id,S,operator,migration,elite_ratio,stagnation_threshold,Runtime,PF_Size,run_dir,HV,IGD,PF_Overlap,Diversity,PF_Drift
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,1,theta_223,5.0,mixed,none,0.1,5.0,4.5113423,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_001,1.0241391977231928,0.02732581549773423,0.3,1.1659430416978058,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,2,theta_223,5.0,mixed,none,0.1,5.0,2.9252612,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_002,0.915206816535592,0.13047734771578046,0.03333333333333333,1.2331296598714538,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,3,theta_223,5.0,mixed,none,0.1,5.0,5.7085478,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_003,1.0176707248732135,0.030779249928161664,0.25833333333333336,1.2843552623062187,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,4,theta_223,5.0,mixed,none,0.1,5.0,5.1362969,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_004,1.0403371579783633,0.011776929703849985,0.7916666666666666,1.1916436711697944,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,5,theta_223,5.0,mixed,none,0.1,5.0,3.6484293,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_005,1.058822172001645,0.004663898929369934,1.0,1.1951685906111869,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,6,theta_223,5.0,mixed,none,0.1,5.0,4.3612516,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_006,1.0470008203974548,0.00702113788343845,0.9416666666666667,1.2446916584564933,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,7,theta_223,5.0,mixed,none,0.1,5.0,4.3501758,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_007,1.050771488717086,0.005589579122386892,0.9916666666666667,1.1531622407705426,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,8,theta_223,5.0,mixed,none,0.1,5.0,3.9530262,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_008,1.0575821385864388,0.004771480462279427,0.9916666666666667,1.2143872562817086,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,9,theta_223,5.0,mixed,none,0.1,5.0,4.1628945,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_009,1.056155826922221,0.00523318571386934,0.9916666666666667,1.2059902083411524,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,10,theta_223,5.0,mixed,none,0.1,5.0,4.428179,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_010,1.05855686041028,0.005663539588221651,0.9916666666666667,1.1509079380174092,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,11,theta_223,5.0,mixed,none,0.1,5.0,6.2432006,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_011,1.0558377536119838,0.00551566260800097,0.9833333333333333,1.098970396373018,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,12,theta_223,5.0,mixed,none,0.1,5.0,6.4857548,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_012,0.9071074124805594,0.13767933602459279,0.05,1.2795567372855123,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,13,theta_223,5.0,mixed,none,0.1,5.0,5.7391934,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_013,1.0300424103545758,0.02664532867692366,0.3416666666666667,1.1882666623963294,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,14,theta_223,5.0,mixed,none,0.1,5.0,6.6063584,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_014,0.9211856271961922,0.12946569154438506,0.06666666666666667,1.2204715581411265,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,15,theta_223,5.0,mixed,none,0.1,5.0,6.2276673,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_015,1.0538617226107352,0.005997480924928158,0.9833333333333333,1.1733372284591748,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,16,theta_223,5.0,mixed,none,0.1,5.0,6.4701851,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_016,1.0525735681905342,0.006543837846773394,0.9666666666666667,1.1758988185235122,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,17,theta_223,5.0,mixed,none,0.1,5.0,7.2404969,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_017,1.0554545190098,0.00564694764410537,0.9916666666666667,1.178735559958429,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,18,theta_223,5.0,mixed,none,0.1,5.0,6.2491873,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_018,1.0504086210474826,0.006769596974218948,0.9666666666666667,1.225107071324924,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,19,theta_223,5.0,mixed,none,0.1,5.0,6.2869119,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_019,1.05754006388003,0.005310723306543507,0.9833333333333333,1.1627245336239755,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,20,theta_223,5.0,mixed,none,0.1,5.0,6.3115277,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_020,1.0521574755236685,0.006823742339075859,0.975,1.1789030441402946,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,21,theta_223,5.0,mixed,none,0.1,5.0,7.0109526,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_021,1.0047062385171273,0.036539121727388185,0.25833333333333336,1.2144019685977332,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,22,theta_223,5.0,mixed,none,0.1,5.0,7.1377021,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_022,1.0357106583487419,0.024228303627960038,0.39166666666666666,1.209916124740104,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,23,theta_223,5.0,mixed,none,0.1,5.0,6.3062221,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_023,1.050978093762722,0.007032287547837584,0.95,1.1504315026699294,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,24,theta_223,5.0,mixed,none,0.1,5.0,6.1321729,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_024,1.0562398826877637,0.005111058149307824,0.9916666666666667,1.1800749152919352,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,25,theta_223,5.0,mixed,none,0.1,5.0,6.6602484,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_025,1.0552716480308733,0.007046302004984812,0.975,1.1352642855281354,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,26,theta_223,5.0,mixed,none,0.1,5.0,5.2720987,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_026,1.044684602151645,0.00892939010190497,0.8666666666666667,1.1386967779489925,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,27,theta_223,5.0,mixed,none,0.1,5.0,5.0520416,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_027,1.053244935274937,0.0059222222609954505,0.9916666666666667,1.1691280970919975,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,28,theta_223,5.0,mixed,none,0.1,5.0,5.75777,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_028,1.0463162583772547,0.009193320699024713,0.8416666666666667,1.191090334670709,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,29,theta_223,5.0,mixed,none,0.1,5.0,5.0351193,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_029,1.0584504282055252,0.004750833939495199,0.9916666666666667,1.2219895537134562,0.029379952494393527
FullSelector,test,syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685,5,SelectorAblation_FullSelector_ECMADE_MOO,30,theta_223,5.0,mixed,none,0.1,5.0,6.1803487,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_cluster_corr_skewed_high_vol_r01_s20260685/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_030,1.0456094531214521,0.009798596683794137,0.8333333333333334,1.1879598569484315,0.029379952494393527
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,1,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.5059907,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_001,1.0017677399869114,0.0079132372622815,0.9083333333333333,1.3632074768668097,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,2,theta_175,5.0,DE/rand,fixed,0.05,5.0,5.0239855,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_002,1.007385243515623,0.005696887032718341,0.9916666666666667,1.325172250096854,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,3,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.7954037,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_003,1.0022397287311862,0.0072157248060953656,0.9583333333333334,1.3726156902680027,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,4,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.6123648,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_004,0.9663182759664721,0.025651877951031483,0.4,1.378639332245558,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,5,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.6285727,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_005,0.9650951599590479,0.02637627700196154,0.2833333333333333,1.4051961571612221,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,6,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.8006228,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_006,0.9671138873168298,0.02546935098991247,0.4166666666666667,1.4082531048132325,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,7,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.5025889,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_007,1.0058004770503466,0.006614629349167198,0.9833333333333333,1.3580235803330631,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,8,theta_175,5.0,DE/rand,fixed,0.05,5.0,3.8320158,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_008,0.9900081381032153,0.016749374756909127,0.6083333333333333,1.291487064548883,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,9,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.688238,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_009,0.9752189058438778,0.020782742585806126,0.475,1.346465558479836,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,10,theta_175,5.0,DE/rand,fixed,0.05,5.0,4.3853987,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_010,0.9754684921313991,0.022756850229199082,0.43333333333333335,1.3647016309948785,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,11,theta_175,5.0,DE/rand,fixed,0.05,5.0,7.4803095,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_011,0.9603597111744944,0.031568830248689235,0.35,1.3514095513821365,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,12,theta_175,5.0,DE/rand,fixed,0.05,5.0,6.5632336,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_012,0.9739617837824629,0.02399987067617549,0.45,1.3250944249130827,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,13,theta_175,5.0,DE/rand,fixed,0.05,5.0,7.1484574,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_013,1.0046436723104393,0.0065901067808771955,0.9583333333333334,1.3344834546505668,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,14,theta_175,5.0,DE/rand,fixed,0.05,5.0,6.9654274,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_014,0.9683207254409798,0.025495403396908752,0.39166666666666666,1.380335894165603,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,15,theta_175,5.0,DE/rand,fixed,0.05,5.0,7.6217199,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_015,1.003056076271136,0.006984722392927014,1.0,1.4056067726762567,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,16,theta_175,5.0,DE/rand,fixed,0.05,5.0,6.0023151,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_016,1.001908908866687,0.007473074154414985,0.9416666666666667,1.3454610582114441,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,17,theta_175,5.0,DE/rand,fixed,0.05,5.0,5.1662969,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_017,1.0053152333040865,0.00658171659751832,0.9833333333333333,1.3848783461227938,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,18,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.4384922,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_018,1.0038785267450374,0.006795310413603022,0.975,1.3512074758813648,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,19,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.6949755,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_019,0.7233264527638079,0.2616129020415137,0.03333333333333333,1.1024718773234343,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,20,theta_175,5.0,DE/rand,fixed,0.05,5.0,3.1283818,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_020,0.9885842836803651,0.010877121469256882,0.7833333333333333,1.3822647267605765,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,21,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.3350282,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_021,1.0041325275529542,0.006430176864244315,0.975,1.393053960890721,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,22,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.9094248,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_022,0.9759862036706699,0.021950955193348252,0.43333333333333335,1.2807257906195368,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,23,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.6553651,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_023,1.0123658087545049,0.005487701844320784,0.9916666666666667,1.3219699255658712,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,24,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.6425086,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_024,1.0101635032933935,0.005471537743045785,0.9916666666666667,1.2857702321821718,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,25,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.6258001,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_025,0.9828288424950772,0.01958532436641765,0.5083333333333333,1.4009310075412134,0.033991012681238844
FullSelector,test,syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686,5,SelectorAblation_FullSelector_ECMADE_MOO,26,theta_175,5.0,DE/rand,fixed,0.05,5.0,2.728182,100,producer_outputs/outputs/selector_level_ablation_20260728/raw_final_test/FullSelector/test/syn_n100_k05_low_corr_skewed_extreme_events_r02_s20260686/K_05/SelectorAblation_FullSelector_ECMADE_MOO/run_026,1.0049028624151617,0.007038114716987128,0.9916666666666667,1.3581833763901974,0.033991012681238844
