split,instance,K,method,run,PF_Size,Runtime,HV,IGD,PF_Overlap,Diversity
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,9,100,4.3099849,0.9569260492140005,0.01067308821878107,0.9166666666666666,1.2812642831062682
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,10,100,3.3879218,0.9532844086570157,0.01230384730090953,0.9,1.2412297612904297
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,11,100,3.7274933,0.9426282721027915,0.026933058581681227,0.875,1.1123407559929295
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,12,100,3.1577331,0.949070072726824,0.01570861372707982,0.8583333333333333,1.2335608102332434
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,13,100,3.1875484,0.9686053038379216,0.005715796256417447,0.9916666666666667,1.3524824742262511
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,14,100,3.4859065,0.9453015336609393,0.01702241887273171,0.875,1.1973885277113197
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,15,100,4.6581655,0.967204994937646,0.006390353755622954,0.9916666666666667,1.3721650006413706
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,16,100,3.2620222,0.9545141504929922,0.0150000727850248,0.9083333333333333,1.184045317881595
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,17,100,3.2539726,0.9684151115907016,0.006377250122163765,0.9916666666666667,1.362877951505908
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,18,100,4.7232018,0.9610680594628698,0.008597367141661557,0.975,1.3440291731892036
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,19,100,4.1668415,0.9560833158693052,0.011260622730727428,0.8833333333333333,1.2730342448956393
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,20,100,4.2350624,0.9523131733960233,0.012192857743491865,0.875,1.2448149848808752
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,21,100,3.1398497,0.9510875864033336,0.014803976023193721,0.8916666666666667,1.219569736002739
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,22,100,3.3489627,0.9385059766304152,0.03038092122660742,0.8333333333333334,1.0225311709621383
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,23,100,3.7403623,0.9535449670527539,0.012187160425767207,0.9,1.2559248231928597
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,24,100,3.6826344,0.9609635051255894,0.008993037822606968,0.95,1.3284421782522065
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,25,100,3.7464241,0.9608737202793718,0.008587106918245109,0.9416666666666667,1.2906214673338545
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,26,100,3.8367119,0.9647090741776218,0.006793871453553807,0.975,1.3448526819579347
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,27,100,3.948432,0.9535285981709527,0.012981495889420765,0.875,1.2444119620218357
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,28,100,4.7466052,0.9398858197144477,0.02721995192453514,0.8583333333333333,1.052412160455518
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,29,100,3.6060217,0.9683791124084138,0.005682802936491402,0.9916666666666667,1.3758743500563095
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_175,30,100,3.2473027,0.96299893098127,0.007899822890614059,0.9583333333333334,1.3312772191114282
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,1,100,3.6836493,0.9644739722083625,0.007520248161293747,0.95,1.3078475243822307
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,2,100,4.4827229,0.9605444023240227,0.008231487840918187,0.925,1.3530147408337476
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,3,100,2.6261009,0.9268820891435728,0.02921462117162319,0.8333333333333334,1.081100711558587
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,4,100,3.6513022,0.9402351979379822,0.016478615629565495,0.8416666666666667,1.2154920180943445
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,5,100,3.0384595,0.9684049709047191,0.00569587342356236,0.9916666666666667,1.3661961114006824
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,6,100,2.7015073,0.959885799616979,0.009658011838136978,0.9,1.297677180139923
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,7,100,3.7747004,0.963090260327888,0.007469169070641557,0.9916666666666667,1.3492674503343198
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,8,100,3.5333377,0.9279335939957757,0.03278346688734742,0.825,1.0126490717322614
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,9,100,2.7364145,0.9569260492140005,0.01067308821878107,0.9166666666666666,1.2812642831062682
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,10,100,2.7241467,0.9532844086570157,0.01230384730090953,0.9,1.2412297612904297
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,11,100,3.5111915,0.9426282721027915,0.026933058581681227,0.875,1.1123407559929295
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,12,100,3.8618555,0.949070072726824,0.01570861372707982,0.8583333333333333,1.2335608102332434
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,13,100,3.103105,0.9686053038379216,0.005715796256417447,0.9916666666666667,1.3524824742262511
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,14,100,3.8208084,0.9453015336609393,0.01702241887273171,0.875,1.1973885277113197
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,15,100,2.6163153,0.967204994937646,0.006390353755622954,0.9916666666666667,1.3721650006413706
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,16,100,3.5262603,0.9545141504929922,0.0150000727850248,0.9083333333333333,1.184045317881595
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,17,100,4.2620719,0.9684151115907016,0.006377250122163765,0.9916666666666667,1.362877951505908
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,18,100,3.4009872,0.9610680594628698,0.008597367141661557,0.975,1.3440291731892036
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,19,100,2.9015462,0.9560833158693052,0.011260622730727428,0.8833333333333333,1.2730342448956393
train,syn_n50_k30_cluster_corr_mixed_extreme_events_r03_s20260664,15,theta_170,20,100,3.6417489,0.9523131733960233,0.012192857743491865,0.875,1.2448149848808752
